office-name,ocd-division,directions,precinct name,name,street,City,state,zip,start time,end time
Harris County,ocd-division/country:us/state:tx/county:harris,,325,High School Ahead Academy,5320 Yale Street,Houston,TX,77091-5730,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,326,Our Redeemer Lutheran Church,215 Rittenhouse Street,Houston,TX,77076,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,327,Wesley Elementary School,800 Dillard Street,Houston,TX,77091-2301,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,328,St Frances Cabrini Catholic Community Parish Hall,10727 HARTSOOK STREET,Houston,TX,77034-3597,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,329,W I Stevenson Middle School,9595 Winkler Drive,Houston,TX,77017-5921,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,330,Buffalo Creek Elementary School,2801 Blalock Road,Houston,TX,77080-2822,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,331,Katy Junior High School,5350 Franz Road,Katy,TX,77493-1747,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,332,West Orem Family YMCA,5801 West Orem Drive,Houston,TX,77085,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,333,Evelyn Meador Branch Library,2400 Meyer Road,Seabrook,TX,77586-2964,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,334,Ramada Inn,6115 Will Clayton Parkway,Humble,TX,77338-8127,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,335,Braeburn Elementary School,7707 Rampart Street,Houston,TX,77081-7105,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,336,Residence Garage,1301 Vernage Road,Houston,TX,77047-3237,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,337,Fondren Elementary School,12405 Carlsbad Street,Houston,TX,77085-1224,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,338,Alexander Elementary School,8500 Brookwulf Drive,Houston,TX,77072-3837,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,339,Looscan Elementary School,3800 Robertson Street,Houston,TX,77009-4959,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,340,Woodland Hills Elementary School,2222 Tree Lane,Kingwood,TX,77339-1766,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,341,Burbank Elementary School,216 Tidwell Road,Houston,TX,77022-2046,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,342,Calvert Elementary School,1925 Marvell Drive,Houston,TX,77032-2085,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,345,Sylvan Rodriguez Jr Elementary School,5858 Chimney Rock Road,Houston,TX,77081-2715,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,346,E M Maxwell Adult Center,1201 Center Street,Deer Park,TX,77536-3241,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,347,Vincent Miller Intermediate School,1002 Fairmont Parkway,Pasadena,TX,77504-2999,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,348,Pasadena First Church of the Nazarene,3610 Watters Road,Pasadena,TX,77504-2398,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,349,Heritage Park Baptist Church,2732 FM 528 Road,Webster,TX,77598-4502,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,350,The Rice School,7550 Seuss Drive,Houston,TX,77025-2271,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,351,Pine Forest Elementary School,19702 West Lake Houston Parkway,Humble,TX,77346-2000,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,352,San Jacinto College Central Campus Library,8060 Spencer Highway,Pasadena,TX,77505-5999,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,353,Purple Sage Elementary School,6500 Purple Sage Road,Houston,TX,77049-3800,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,354,Kenneth J Tice Elementary School,14120 Wallisville Road,Houston,TX,77049-4031,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,355,James H Law Elementary School,12401 South Coast Drive,Houston,TX,77047-2736,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,356,Walnut Bend Elementary School,10620 Briar Forest Drive,Houston,TX,77042-2320,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,357,Hidden Hollow Elementary School,4104 Appalachian Trail,Kingwood,TX,77345,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,358,Richard and Kitty Spence Elementary School,1300 Gears Road,Houston,TX,77067,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,359,Betty Roberts Best Elementary School,10000 Centre Parkway,Houston,TX,77036-8200,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,360,Residence Inn Marriott,2939 Westpark Drive,Houston,TX,77005,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,361,Rice Memorial Center,Rice University Entrance 20,Houston,TX,77005,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,362,Westland Baptist Church,1407 West Grand Parkway South,Katy,TX,77494,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,363,Whispering Pines Elementary School,17321 Woodland Hills Drive,Humble,TX,77346-3001,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,364,Saint John's Northwest (North Entrance),8787 N Houston Rosslyn Road enter Office,Houston,TX,77088-6430,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,365,Saint Pius the Tenth High School,811 West Donovan Street,Houston,TX,77091-5643,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,366,Gloria B Sammons Elementary School,2301 Frick Road,Houston,TX,77038-1701,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,367,B T Washington High School,119 East 39th Street,Houston,TX,77018-6545,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,368,Galena Park ISD Administration Building,14705 Woodforest Boulevard,Houston,TX,77015,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,369,Leonel J Castillo Community Center,2101 South Street,Houston,TX,77009,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,370,Goodson Middle School,17333 Huffmeister Road,Cypress,TX,77429,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,371,Faith Christian Center,10118 Tidwell Road,Houston,TX,77078-3702,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,372,Southmeadow Property Owners Clubhouse,12002 Fairmeadow Drive,Houston,TX,77071-2504,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,373,Kashmere Multi-Service Center,4802 Lockwood Drive,Houston,TX,77026,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,374,Knights of Columbus Hall Council 5077,5309 Oates Road,Houston,TX,77013-2850,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,375,Felix L Baldree Building,13828 Corpus Christi Street,Houston,TX,77015-3912,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,376,Royalwood Elementary School,7715 Royalwood Drive,Houston,TX,77049-2314,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,377,Bayshore Elementary School,800 McCabe Road,LaPorte,TX,77571,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,378,Forest Bend Civic Building,4300 Laura Leigh Lane,Friendswood,TX,77546-4168,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,379,Bellfort Church of Christ,6606 Bellfort Street,Houston,TX,77087-6410,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,380,Deussen Park Senior Center,12303 Sonnier Street,Houston,TX,77044-7208,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,381,Alice Johnson Junior High School,15500 Proctor Street,Channelview,TX,77530-2697,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,382,First Baptist Church of Sheldon,10910 Sheldon Road,Houston,TX,77044-6008,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,383,Carverdale Park Community Center,9920 Porto Rico Road,Houston,TX,77041-7536,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,384,Welch Middle School,11544 South Gessner Drive,Houston,TX,77071-2210,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,385,Memorial Drive Christian Church,11750 Memorial Drive,Houston,TX,77024-7298,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,386,George Gentry Junior School,1919 East Archer Road,Baytown,TX,77521-9310,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,387,Highlands Elementary School,200 East Wallisville Road,Highlands,TX,77562-3896,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,388,Humble Middle School,11207 Will Clayton Parkway,Humble,TX,77346,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,389,University of Houston University Center,4800 Calhoun Road Entrance 1,Houston,TX,77004-2610,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,390,Wheeler Avenue Baptist Church Fellowship Hall,3826 Wheeler Avenue,Houston,TX,77004-2604,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,391,City of Houston Fire Station 72,17401 Saturn Lane,Houston,TX,77058-2298,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,392,Living Faith Baptist Church,4310 Holloway Drive,Houston,TX,77047-1119,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,393,Clear Lake Church of the Nazarene,14310 Galveston Road,Webster,TX,77598,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,394,Pasadena High School,206 South Shaver Street,Pasadena,TX,77506,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,395,Ashford Elementary School,1815 Shannon Valley Drive,Houston,TX,77077-4901,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,396,Scenic Woods Regional Library,10677 Homestead Road,Houston,TX,77016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,397,1st Baptist Church North Houston,4422 Lauder Road,Houston,TX,77039-3599,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,398,Horne Elementary School,14950 West Little York Road,Houston,TX,77084-1598,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,399,Memorial Hills Clubhouse,12512 Walters Road,Houston,TX,77073-1511,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,400,HC Precinct 3 Transportation Bus Barn,17423 Katy Freeway,Houston,TX,77094,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,401,Lakewood Park Community Center,8811 Feland Street,Houston,TX,77028-2016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,402,Robert L Frost Elementary School,5002 Almeda Genoa Road,Houston,TX,77048-4725,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,403,Westbury Baptist Church,10425 Hillcroft Street,Houston,TX,77096-4798,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,404,Mae Smythe Elementary School,2202 Pasadena Boulevard,Pasadena,TX,77502-3127,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,405,Salyards Middle School,21757 Fairfield Place Drive,Cypress,TX,77433,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,406,Kashmere Multi-Service Center,4802 Lockwood Drive,Houston,TX,77026,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,407,John Knox Presbyterian Church,2525 Gessner Road,Houston,TX,77080-3800,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,408,Little York Volunteer Fire Station 81,10410 Airline Drive,Houston,TX,77037-1304,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,409,Pep Mueller County Park Clubhouse,14750 Henry Road,Houston,TX,77060-5625,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,410,Holiday Inn Houston Intercontinental,15222 John F Kennedy Boulevard,Houston,TX,77032,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,411,Mary Walke Stephens Elementary School,2402 Aldine Mail Route Road,Houston,TX,77039-5510,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,412,Julia C Hester House,2020 Solo Street,Houston,TX,77020,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,413,North Shore Elementary School,14310 Duncannon Drive,Houston,TX,77015-2514,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,414,Cedar Bayou Junior School,2610 Elvinta Street,Baytown,TX,77520-3826,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,415,HC Clear Lake Park Recreation Building,5001 Nasa Road 1,Seabrook,TX,77586-5305,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,416,Pipers Meadow Community Center,15920 Pipers View Drive,Webster,TX,77598-2550,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,417,Stuchbery Elementary School,11210 Hughes Road,Houston,TX,77089-4636,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,418,Beverly Hills Community Center,10201 Kingspoint Road,Houston,TX,77075,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,419,Park View Intermediate School,3003 Dabney Drive,Pasadena,TX,77502,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,420,Deer Park Community Center,610 East San Augustine Street,Deer Park,TX,77536,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,421,Woodcreek Middle School,14600 Woodson Park Drive,Houston,TX,77044,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,422,Crestmont Park Community Center,5200 Selinsky Road,Houston,TX,77048,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,423,Black Elementary School,160 Mill Stream Lane,Houston,TX,77060-4199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,424,Housman Elementary School,6705 Housman Street,Houston,TX,77055,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,425,Judy Bush Elementary School,9730 Stroud Drive,Houston,TX,77036-5105,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,426,Sharpstown International School,8330 Triola Lane,Houston,TX,77036-6310,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,428,Houston Community College Alief Center,13803 Bissonnet Street,Houston,TX,77083,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,429,Mildred Rickard Landis Elementary School,10255 Spice Lane,Houston,TX,77072-5035,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,430,Jane Long Middle School,6501 Bellaire Boulevard,Houston,TX,77074-6428,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,431,Burnett Bayland Community Center,6200 Chimney Rock Drive,Houston,TX,77081,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,433,Piney Point Elementary School,8921 Pagewood Lane,Houston,TX,77063-5543,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,434,Hampton Inn Galleria,4500 Post Oak Parkway,Houston,TX,77027-3419,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,435,T H Rogers Middle School Elementary Art Room,5840 San Felipe Street,Houston,TX,77057-3059,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,436,Grady Middle School,5215 San Felipe Street,Houston,TX,77056,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,437,Nottingham Elementary School,570 Nottingham Oaks Trail,Houston,TX,77079-6399,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,438,SBISD Technology Training Center,14330 Memorial Drive,Houston,TX,77079,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,439,Bendwood Elementary School,12750 Kimberley Lane,Houston,TX,77024,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,440,Bunker Hill Elementary School,11950 Taylorcrest Road,Houston,TX,77024-4399,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,441,Spring Branch Middle School,1000 Piney Point Road,Houston,TX,77024-2796,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,442,Saint Marys Episcopal Church,15415 North Eldridge Parkway,Cypress,TX,77429-2005,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,443,Trini Mendenhall Community Center,1414 Wirt Road,Houston,TX,77055,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,444,Spring Woods Middle School,9810 Neuens Road Enter 9700 Hammerly,Houston,TX,77080-6498,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,445,Northbrook Senior High School,1 Raider Circle South,Houston,TX,77080-3995,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,446,Langwood Baptist Church,4134 Southerland Road,Houston,TX,77092-4417,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,447,Eagle Spring Elementary School,12500 Will Clayton Parkway,Humble,TX,77346,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,448,Black Middle School,1575 Chantilly Lane,Houston,TX,77018-4150,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,449,Nimitz High School,2005 W W Thorne Boulevard,Houston,TX,77073-3301,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,450,Josie Ruth Smith Academy,5815 West Little York Road,Houston,TX,77091-1199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,452,Zwink Elementary School,22200 Frassati Way Drive,Spring,TX,77389,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,453,Spanish United Pentecostal Church,5365 West Airport Boulevard,Houston,TX,77035-4622,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,454,Beebe Tabernacle Christian Methodist Episcopal,7210 Langley Road,Houston,TX,77016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,455,Isaacs Elementary School,5110 Crane Street ,Houston,TX,77026-3968,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,456,Harris County Courthouse Annex Number 8,701 West Baker Road,Baytown,TX,77521-2376,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,457,Ramada Inn,6115 Will Clayton Parkway,Humble,TX,77338-8127,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,458,The Power Center,12401 South Post Oak Road,Houston,TX,77045,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,459,Greentree Elementary School,3502 Brook Shadow Drive,Humble,TX,77345-1190,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,460,North Channel Branch Library,15741 Wallisville Road,Houston,TX,77049,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,461,Parkway Place Independent Living,1321 Park Bayou Drive,Houston,TX,77077-1507,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,462,Kate Bell Elementary School,12323 Shaftsbury Drive,Houston,TX,77031-3123,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,463,Korean Central Presbyterian Church of Houston,14311 Park Row Drive,Houston,TX,77084,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,464,Cypressdale Clubhouse,4815 Elmbrook Drive,Spring,TX,77388-4935,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,465,Ponderosa Elementary School,17202 Butte Creek Road,Houston,TX,77090-2332,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,466,Church of Christ on Bammel Road,2604 FM 1960 Road,Houston,TX,77068-3299,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,467,First New Hope Bible Church,5400 West Mount Houston Road,Houston,TX,77088-1271,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,468,Northcliffe Manor Community Center,12026 West Marsham Circle,Houston,TX,77066-4439,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,469,Kingwood United Methodist Church,1799 Woodland Hills Drive,Kingwood,TX,77339,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,470,Carpenter Elementary School,5002 Pasadena Boulevard,Deer Park,TX,77536-5799,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,471,Lomax Junior High School,9801 North Avenue L,La Porte,TX,77571,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,472,Residence Garage,2347 Underwood Street,Houston,TX,77030-3627,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,473,Clear Lake Presbyterian Church,1511 El Dorado Boulevard,Houston,TX,77062,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,474,Wedgewood Elementary School,4000 Friendswood Link Road,Friendswood,TX,77546,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,475,"SJC South Campus Fine Arts Center, Building 15","13735 Beamer Road, Entrance B",Houston,TX,77089-6009,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,476,Frazier Elementary School PISD,10503 Hughes Road,Houston,TX,77089-4530,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,477,Charles R Hooks Education Center Cypress Creek EMS,7111 Five Forks Drive,Spring,TX,77379-4115,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,478,Saint Timothy Lutheran Church,14225 Hargrave Road,Houston,TX,77070,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,479,Lakewood Residents Club,15006 Lakewood Forest Drive,Houston,TX,77070,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,480,Adam Elementary School,13003 Aste Lane,Houston,TX,77065-2499,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,481,Millsap Elementary School,12424 Huffmeister Road,Cypress,TX,77429-3281,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,482,Roth Elementary School,21623 Castlemont Lane,Spring,TX,77388-3860,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,483,Nottingham Park Building,926 Country Place Drive,Houston,TX,77079-5599,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,484,Norchester Clubhouse,13439 Jones Road,Houston,TX,77070-3917,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,485,Willow Creek Elementary School,18302 North Eldridge Parkway,Tomball,TX,77377,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,486,Lakewood United Methodist Church,11330 Louetta Road,Houston,TX,77070-1358,07:00:00 - 06:00,19:00:00 - 06:00
