office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/11/16,10/14/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/17/16,10/21/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Grant County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:grant,Grant County NE,http://www.countyoffice.org/ne-grant-county-clerk/,(308) 458-2488,christee.haney@nebraska.gov,105 E Harrison,Hyannis,NE,69350,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16
Grant County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:grant,Grant County NE,http://www.countyoffice.org/ne-grant-county-clerk/,(308) 458-2488,christee.haney@nebraska.gov,105 E Harrison,Hyannis,NE,69350,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16
Grant County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:grant,Grant County NE,http://www.countyoffice.org/ne-grant-county-clerk/,(308) 458-2488,christee.haney@nebraska.gov,105 E Harrison,Hyannis,NE,69350,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16
Grant County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:grant,Grant County NE,http://www.countyoffice.org/ne-grant-county-clerk/,(308) 458-2488,christee.haney@nebraska.gov,105 E Harrison,Hyannis,NE,69350,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16
Grant County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:grant,Grant County NE,http://www.countyoffice.org/ne-grant-county-clerk/,(308) 458-2488,christee.haney@nebraska.gov,105 E Harrison,Hyannis,NE,69350,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16
Greeley County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:greeley,Greeley County NE,http://www.greeleycounty.ne.gov/webpages/election/election.html,(308) 428-3625,clerk@greeley.nacone.org,101 S Kildare St.,Greeley,NE,68842,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16
Greeley County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:greeley,Greeley County NE,http://www.greeleycounty.ne.gov/webpages/election/election.html,(308) 428-3625,clerk@greeley.nacone.org,101 S Kildare St.,Greeley,NE,68842,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16
Greeley County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:greeley,Greeley County NE,http://www.greeleycounty.ne.gov/webpages/election/election.html,(308) 428-3625,clerk@greeley.nacone.org,101 S Kildare St.,Greeley,NE,68842,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16
Greeley County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:greeley,Greeley County NE,http://www.greeleycounty.ne.gov/webpages/election/election.html,(308) 428-3625,clerk@greeley.nacone.org,101 S Kildare St.,Greeley,NE,68842,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16
Greeley County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:greeley,Greeley County NE,http://www.greeleycounty.ne.gov/webpages/election/election.html,(308) 428-3625,clerk@greeley.nacone.org,101 S Kildare St.,Greeley,NE,68842,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16
Hall County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:hall,Hall County NE,http://www.hcgi.org/content.lasso?page=6102,(308) 385-5085,daleb@hallcountyne.gov,"121 South Pine, Ste 8",Grand Island,NE,68801,08:30:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Hall County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:hall,Hall County NE,http://www.hcgi.org/content.lasso?page=6102,(308) 385-5085,daleb@hallcountyne.gov,"121 South Pine, Ste 8",Grand Island,NE,68801,08:30:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Hall County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:hall,Hall County NE,http://www.hcgi.org/content.lasso?page=6102,(308) 385-5085,daleb@hallcountyne.gov,"121 South Pine, Ste 8",Grand Island,NE,68801,08:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Hall County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:hall,Hall County NE,http://www.hcgi.org/content.lasso?page=6102,(308) 385-5085,daleb@hallcountyne.gov,"121 South Pine, Ste 8",Grand Island,NE,68801,08:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Hall County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:hall,Hall County NE,http://www.hcgi.org/content.lasso?page=6102,(308) 385-5085,daleb@hallcountyne.gov,"121 South Pine, Ste 8",Grand Island,NE,68801,08:30:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Hamilton County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hamilton,Hamilton County NE,http://www.co.hamilton.ne.us/electioncommissioner.html,(402) 694-3443,clerk@hamilton.net,"1111 13th St., Ste 1",Aurora,NE,68818,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Hamilton County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hamilton,Hamilton County NE,http://www.co.hamilton.ne.us/electioncommissioner.html,(402) 694-3443,clerk@hamilton.net,"1111 13th St., Ste 1",Aurora,NE,68818,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Hamilton County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hamilton,Hamilton County NE,http://www.co.hamilton.ne.us/electioncommissioner.html,(402) 694-3443,clerk@hamilton.net,"1111 13th St., Ste 1",Aurora,NE,68818,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Hamilton County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hamilton,Hamilton County NE,http://www.co.hamilton.ne.us/electioncommissioner.html,(402) 694-3443,clerk@hamilton.net,"1111 13th St., Ste 1",Aurora,NE,68818,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Hamilton County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hamilton,Hamilton County NE,http://www.co.hamilton.ne.us/electioncommissioner.html,(402) 694-3443,clerk@hamilton.net,"1111 13th St., Ste 1",Aurora,NE,68818,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Harlan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:harlan,Harlan County NE,http://www.harlancounty.ne.gov/webpages/election/election.html,(308) 928-2173,clerk@harlan.nacone.org,706 West 2nd St.,Alma,NE,68920,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Harlan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:harlan,Harlan County NE,http://www.harlancounty.ne.gov/webpages/election/election.html,(308) 928-2173,clerk@harlan.nacone.org,706 West 2nd St.,Alma,NE,68920,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Harlan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:harlan,Harlan County NE,http://www.harlancounty.ne.gov/webpages/election/election.html,(308) 928-2173,clerk@harlan.nacone.org,706 West 2nd St.,Alma,NE,68920,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Harlan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:harlan,Harlan County NE,http://www.harlancounty.ne.gov/webpages/election/election.html,(308) 928-2173,clerk@harlan.nacone.org,706 West 2nd St.,Alma,NE,68920,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Harlan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:harlan,Harlan County NE,http://www.harlancounty.ne.gov/webpages/election/election.html,(308) 928-2173,clerk@harlan.nacone.org,706 West 2nd St.,Alma,NE,68920,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Hayes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hayes,Hayes County NE,http://www.hayescounty.ne.gov/webpages/clerk/clerk.html,(308) 286-3413,clerk@hayes.nacone.org,505 Troth,Hayes Center,NE,69032,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16
Hayes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hayes,Hayes County NE,http://www.hayescounty.ne.gov/webpages/clerk/clerk.html,(308) 286-3413,clerk@hayes.nacone.org,505 Troth,Hayes Center,NE,69032,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16
Hayes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hayes,Hayes County NE,http://www.hayescounty.ne.gov/webpages/clerk/clerk.html,(308) 286-3413,clerk@hayes.nacone.org,505 Troth,Hayes Center,NE,69032,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16
Hayes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hayes,Hayes County NE,http://www.hayescounty.ne.gov/webpages/clerk/clerk.html,(308) 286-3413,clerk@hayes.nacone.org,505 Troth,Hayes Center,NE,69032,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16
Hayes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hayes,Hayes County NE,http://www.hayescounty.ne.gov/webpages/clerk/clerk.html,(308) 286-3413,clerk@hayes.nacone.org,505 Troth,Hayes Center,NE,69032,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16
Hitchcock County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hitchcock,Hitchcock County NE,http://www.hitchcockcounty.ne.gov/webpages/election/election.html,(308) 334-5646,clerk@hitchcock.nacone.org,229 East D Street,Trenton,NE,69044,08:30:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16
Hitchcock County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hitchcock,Hitchcock County NE,http://www.hitchcockcounty.ne.gov/webpages/election/election.html,(308) 334-5646,clerk@hitchcock.nacone.org,229 East D Street,Trenton,NE,69044,08:30:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16
Hitchcock County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hitchcock,Hitchcock County NE,http://www.hitchcockcounty.ne.gov/webpages/election/election.html,(308) 334-5646,clerk@hitchcock.nacone.org,229 East D Street,Trenton,NE,69044,08:30:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16
Hitchcock County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hitchcock,Hitchcock County NE,http://www.hitchcockcounty.ne.gov/webpages/election/election.html,(308) 334-5646,clerk@hitchcock.nacone.org,229 East D Street,Trenton,NE,69044,08:30:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16
Hitchcock County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hitchcock,Hitchcock County NE,http://www.hitchcockcounty.ne.gov/webpages/election/election.html,(308) 334-5646,clerk@hitchcock.nacone.org,229 East D Street,Trenton,NE,69044,08:30:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16
Holt County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:holt,Holt County NE,http://www.co.holt.ne.us/clerk.html,(402) 336-1762,holtclerk.cathy@telebeep.com,204 N 4th Street,O'Neill,NE,68763,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Holt County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:holt,Holt County NE,http://www.co.holt.ne.us/clerk.html,(402) 336-1762,holtclerk.cathy@telebeep.com,204 N 4th Street,O'Neill,NE,68763,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Holt County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:holt,Holt County NE,http://www.co.holt.ne.us/clerk.html,(402) 336-1762,holtclerk.cathy@telebeep.com,204 N 4th Street,O'Neill,NE,68763,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Holt County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:holt,Holt County NE,http://www.co.holt.ne.us/clerk.html,(402) 336-1762,holtclerk.cathy@telebeep.com,204 N 4th Street,O'Neill,NE,68763,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Holt County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:holt,Holt County NE,http://www.co.holt.ne.us/clerk.html,(402) 336-1762,holtclerk.cathy@telebeep.com,204 N 4th Street,O'Neill,NE,68763,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,08:30:00 - 06:00,12:00:00 - 06:00,10/11/16,10/14/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,13:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,08:30:00 - 06:00,12:00:00 - 06:00,10/17/16,10/21/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,13:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,08:30:00 - 06:00,12:00:00 - 06:00,10/24/16,10/28/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,13:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,08:30:00 - 06:00,12:00:00 - 06:00,10/31/16,11/4/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,13:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,08:30:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16
Hooker County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:hooker,Hooker County NE,http://www.co.hooker.ne.us/clerk.html,(308) 546-2244,soscou93@nebnet.net,303 NW 1st St.,Mullen,NE,69152,13:00:00 - 07:00,17:00:00 - 07:00,11/7/16,11/7/16
Howard County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:howard,Howard County NE,http://www.howardcounty.ne.gov/webpages/election/election.html,(308) 754-4343,bev.sack@nebraska.gov,612 Indian St.,St. Paul,NE,68873,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Howard County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:howard,Howard County NE,http://www.howardcounty.ne.gov/webpages/election/election.html,(308) 754-4343,bev.sack@nebraska.gov,612 Indian St.,St. Paul,NE,68873,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Howard County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:howard,Howard County NE,http://www.howardcounty.ne.gov/webpages/election/election.html,(308) 754-4343,bev.sack@nebraska.gov,612 Indian St.,St. Paul,NE,68873,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Howard County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:howard,Howard County NE,http://www.howardcounty.ne.gov/webpages/election/election.html,(308) 754-4343,bev.sack@nebraska.gov,612 Indian St.,St. Paul,NE,68873,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Howard County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:howard,Howard County NE,http://www.howardcounty.ne.gov/webpages/election/election.html,(308) 754-4343,bev.sack@nebraska.gov,612 Indian St.,St. Paul,NE,68873,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Jefferson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:jefferson,Jefferson County NE,http://www.co.jefferson.ne.us/clerk.html,(402) 729-6818,countyclerk@jeffconebraska.us,411 Fourth Street,Fairbury,NE,68352,09:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Jefferson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:jefferson,Jefferson County NE,http://www.co.jefferson.ne.us/clerk.html,(402) 729-6818,countyclerk@jeffconebraska.us,411 Fourth Street,Fairbury,NE,68352,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Jefferson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:jefferson,Jefferson County NE,http://www.co.jefferson.ne.us/clerk.html,(402) 729-6818,countyclerk@jeffconebraska.us,411 Fourth Street,Fairbury,NE,68352,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Jefferson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:jefferson,Jefferson County NE,http://www.co.jefferson.ne.us/clerk.html,(402) 729-6818,countyclerk@jeffconebraska.us,411 Fourth Street,Fairbury,NE,68352,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Jefferson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:jefferson,Jefferson County NE,http://www.co.jefferson.ne.us/clerk.html,(402) 729-6818,countyclerk@jeffconebraska.us,411 Fourth Street,Fairbury,NE,68352,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Johnson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:johnson,Johnson County NE,http://www.co.johnson.ne.us/clerk.html,(402) 335-6300,clerk@johnson.nacone.org,351 Broadway,Tecumseh,NE,68450,08:00:00 - 05:00,12:30:00 - 05:00,10/11/16,10/14/16
Johnson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:johnson,Johnson County NE,http://www.co.johnson.ne.us/clerk.html,(402) 335-6300,clerk@johnson.nacone.org,351 Broadway,Tecumseh,NE,68450,13:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Johnson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:johnson,Johnson County NE,http://www.co.johnson.ne.us/clerk.html,(402) 335-6300,clerk@johnson.nacone.org,351 Broadway,Tecumseh,NE,68450,08:00:00 - 05:00,12:30:00 - 05:00,10/17/16,10/21/16
