office-name,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,Las Vegas,NV,89113,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,Las Vegas,NV,89139,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,Las Vegas,NV,89149,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St (Trailer near Michaels),North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St (Trailer near Michaels),North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St (Trailer near Michaels),North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St (Trailer near Michaels),North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St (Trailer near Michaels),North Las Vegas,NV,89084,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,Las Vegas,NV,89135,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,Las Vegas,NV,89148,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue (Trailer in lot near PetSmart),Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue (Trailer in lot near PetSmart),Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue (Trailer in lot near PetSmart),Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue (Trailer in lot near PetSmart),Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue (Trailer in lot near PetSmart),Las Vegas,NV,89183,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,Las Vegas,NV,89106,09:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,Las Vegas,NV,89106,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,Las Vegas,NV,89106,09:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,Las Vegas,NV,89106,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,Las Vegas,NV,89106,08:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",Las Vegas,NV,89101,09:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",Las Vegas,NV,89101,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",Las Vegas,NV,89101,09:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",Las Vegas,NV,89101,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",Las Vegas,NV,89101,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/22/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/29/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,Las Vegas,NV,89103,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",Minden,NV,89423-0218,10:00:00 - 07:00,15:00:00 - 07:00,10/22/16,10/22/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",Minden,NV,89423-0218,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",Minden,NV,89423-0218,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",Minden,NV,89423-0218,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,236 Kingsbury Grade,Stateline,NV,89449,10:00:00 - 07:00,15:00:00 - 07:00,10/22/16,10/22/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,236 Kingsbury Grade,Stateline,NV,89449,14:00:00 - 07:00,18:00:00 - 07:00,10/27/16,10/27/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,236 Kingsbury Grade,Stateline,NV,89449,14:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,476 Albite Dr,Wellington,NV,89444,14:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/24/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,3620 N Sunridge,Carson City,NV,89705,14:00:00 - 07:00,18:00:00 - 07:00,10/25/16,10/25/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,3620 N Sunridge,Carson City,NV,89705,14:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,940 Mitch Dr,Gardnerville,NV,89460,14:00:00 - 07:00,18:00:00 - 07:00,10/26/16,10/26/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,1450 Stephanie Ln,Minden,NV,89423,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,1450 Stephanie Ln,Minden,NV,89423,14:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,Elko,NV,89801,10:00:00 - 07:00,14:00:00 - 07:00 - 07:00,10/22/16,10/22/16
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,Elko,NV,89801,08:00:00 - 07:00,18:00:00 - 07:00 - 07:00,10/24/16,10/28/16
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,Elko,NV,89801,10:00:00 - 07:00,14:00:00 - 07:00 - 07:00,10/29/16,10/29/16
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,Elko,NV,89801,08:00:00 - 07:00,18:00:00 - 07:00 - 07:00,10/31/16,11/4/16
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,Goldfield,NV,89013,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,Goldfield,NV,89013,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,Goldfield,NV,89013,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,Goldfield,NV,89013,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,Eureka,NV,89316,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,Eureka,NV,89316,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,Eureka,NV,89316,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,Eureka,NV,89316,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",Winnemucca,NV,89445-3199,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",Winnemucca,NV,89445-3199,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",Winnemucca,NV,89445-3199,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",Winnemucca,NV,89445-3199,08:00:00 - 07:00,20:00:00 - 07:00,10/31/16,11/4/16
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,Battle Mountain,NV,89820,08:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,Battle Mountain,NV,89820,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,Battle Mountain,NV,89820,08:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,Battle Mountain,NV,89820,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",Pioche,NV,89043-0090,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",Pioche,NV,89043-0090,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",Pioche,NV,89043-0090,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",Pioche,NV,89043-0090,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,Yerington,NV,89447-2571,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,Yerington,NV,89447-2571,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,Yerington,NV,89447-2571,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,Yerington,NV,89447-2571,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,34 Lakes Blvd.,Dayton,NV,89403,13:00:00 - 07:00,19:00:00 - 07:00,10/25/16,10/28/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,34 Lakes Blvd.,Dayton,NV,89403,13:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,Fernley,NV,89408,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,Fernley,NV,89408,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/27/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,Fernley,NV,89408,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,Fernley,NV,89408,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/3/16
