office-name,official-title,ocd-division,division - description,homepage - url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,301 North Center St,Lonoke,AR,72086,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,301 North Center St,Lonoke,AR,72086,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,301 North Center St,Lonoke,AR,72086,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,301 North Center St,Lonoke,AR,72086,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,"201 West Main St., Suite 202",Huntsville,AR,72740,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,"201 West Main St., Suite 202",Huntsville,AR,72740,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,"201 West Main St., Suite 202",Huntsville,AR,72740,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,"201 West Main St., Suite 202",Huntsville,AR,72740,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,"201 West Main St., Suite 202",Huntsville,AR,72740,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,300 East Old Main,Yellville,AR,72687,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,300 East Old Main,Yellville,AR,72687,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,300 East Old Main,Yellville,AR,72687,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,300 East Old Main,Yellville,AR,72687,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,300 East Old Main,Yellville,AR,72687,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,"400 Laurel St., Room 105",Texarkana,AR,71854,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,"400 Laurel St., Room 105",Texarkana,AR,71854,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,"400 Laurel St., Room 105",Texarkana,AR,71854,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,"400 Laurel St., Room 105",Texarkana,AR,71854,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,"400 Laurel St., Room 105",Texarkana,AR,71854,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,200 West Hale,Osceola,AR,72370,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,200 West Hale,Osceola,AR,72370,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,200 West Hale,Osceola,AR,72370,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,200 West Hale,Osceola,AR,72370,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,200 West Hale,Osceola,AR,72370,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Mississippi County,Election Center,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,200 West Walnut Street,Blytheville,AR,72315,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Mississippi County,Election Center,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,200 West Walnut Street,Blytheville,AR,72315,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Mississippi County,Election Center,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,200 West Walnut Street,Blytheville,AR,72315,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Mississippi County,Election Center,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,200 West Walnut Street,Blytheville,AR,72315,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Mississippi County,Election Center,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,200 West Walnut Street,Blytheville,AR,72315,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Mississippi County,Manila Depot,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,105 NW Dewey,Manila,AR,72442,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Mississippi County,Manila Depot,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,105 NW Dewey,Manila,AR,72442,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Mississippi County,Manila Depot,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,105 NW Dewey,Manila,AR,72442,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,105 S Main St,Leachville,AR,72438,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,105 S Main St,Leachville,AR,72438,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,,,105 S Main St,Leachville,AR,72438,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,123 Madison Street,Clarendon,AR,72029,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,123 Madison Street,Clarendon,AR,72029,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,123 Madison Street,Clarendon,AR,72029,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,123 Madison Street,Clarendon,AR,72029,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,123 Madison Street,Clarendon,AR,72029,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,117 Ray Drive,Mount Ida,AR,71957,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,117 Ray Drive,Mount Ida,AR,71957,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,117 Ray Drive,Mount Ida,AR,71957,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,117 Ray Drive,Mount Ida,AR,71957,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,117 Ray Drive,Mount Ida,AR,71957,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,215 East 2nd St. South,Prescott,AR,71857,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,215 East 2nd St. South,Prescott,AR,71857,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,215 East 2nd St. South,Prescott,AR,71857,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,215 East 2nd St. South,Prescott,AR,71857,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,215 East 2nd St. South,Prescott,AR,71857,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,100 East Court St,Jasper,AR,72641,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,100 East Court St,Jasper,AR,72641,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,100 East Court St,Jasper,AR,72641,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,100 East Court St,Jasper,AR,72641,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,100 East Court St,Jasper,AR,72641,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,145 Jefferson St.,Camden,AR,71701,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,145 Jefferson St.,Camden,AR,71701,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,145 Jefferson St.,Camden,AR,71701,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,145 Jefferson St.,Camden,AR,71701,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,145 Jefferson St.,Camden,AR,71701,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,204 West Main,Perryville,AR,72126,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,204 West Main,Perryville,AR,72126,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,204 West Main,Perryville,AR,72126,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,204 West Main,Perryville,AR,72126,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,204 West Main,Perryville,AR,72126,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,"620 Cherry St., Suite 202",Helena,AR,72342,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,"620 Cherry St., Suite 202",Helena,AR,72342,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,"620 Cherry St., Suite 202",Helena,AR,72342,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,"620 Cherry St., Suite 202",Helena,AR,72342,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,"620 Cherry St., Suite 202",Helena,AR,72342,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,401 Market St.,Harrisburg,AR,72432,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,401 Market St.,Harrisburg,AR,72432,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,401 Market St.,Harrisburg,AR,72432,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,401 Market St.,Harrisburg,AR,72432,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,401 Market St.,Harrisburg,AR,72432,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,606 Pine Street,Mena,AR,71953,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,606 Pine Street,Mena,AR,71953,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,606 Pine Street,Mena,AR,71953,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,606 Pine Street,Mena,AR,71953,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,606 Pine Street,Mena,AR,71953,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905 ,popeclerk@arkansasclerks.com,"1509 East Main St, Suite 7",Russellville,AR,72801,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,"1509 East Main St, Suite 7",Russellville,AR,72801,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,"1509 East Main St, Suite 7",Russellville,AR,72801,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,"1509 East Main St, Suite 7",Russellville,AR,72801,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,"1509 East Main St, Suite 7",Russellville,AR,72801,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,"200 Courthouse Square, Suite 104; DeValls Bluff 183 Prairie St 72041",Des Arc,AR,72040,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,"200 Courthouse Square, Suite 104; DeValls Bluff 183 Prairie St 72041",Des Arc,AR,72040,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,"200 Courthouse Square, Suite 104; DeValls Bluff 183 Prairie St 72041",Des Arc,AR,72040,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,"200 Courthouse Square, Suite 104; DeValls Bluff 183 Prairie St 72041",Des Arc,AR,72040,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,"200 Courthouse Square, Suite 104; DeValls Bluff 183 Prairie St 72041",Des Arc,AR,72040,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,"101 East Broadway, Suite A",Pocahontas,AR,72455,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,"101 East Broadway, Suite A",Pocahontas,AR,72455,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,"101 East Broadway, Suite A",Pocahontas,AR,72455,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,"101 East Broadway, Suite A",Pocahontas,AR,72455,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,"101 East Broadway, Suite A",Pocahontas,AR,72455,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Saline County,County Clerk,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,"215 North Main, Suite 9",Benton,AR,72015,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Saline County,County Clerk,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,"215 North Main, Suite 9",Benton,AR,72015,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Saline County,County Clerk,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,"215 North Main, Suite 9",Benton,AR,72015,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Saline County,County Clerk,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,"215 North Main, Suite 9",Benton,AR,72015,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Saline County,County Clerk,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,"215 North Main, Suite 9",Benton,AR,72015,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Saline County,Benton Early Voting Center,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,221 North Main,Benton,AR,72015,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Saline County,Benton Early Voting Center,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,221 North Main,Benton,AR,72015,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Saline County,Benton Early Voting Center,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,221 North Main,Benton,AR,72015,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Saline County,Benton Early Voting Center,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,221 North Main,Benton,AR,72015,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Saline County,Benton Early Voting Center,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,221 North Main,Benton,AR,72015,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Saline County,Grace Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,4200 Hwy 5 North,Bryant,AR,72022,10:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Saline County,Grace Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,4200 Hwy 5 North,Bryant,AR,72022,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Saline County,Grace Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,4200 Hwy 5 North,Bryant,AR,72022,10:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Saline County,Grace Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,4200 Hwy 5 North,Bryant,AR,72022,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Saline County,Bank of the Ozarks,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,24705 Hwy 5,Lonsdale,AR,72087,10:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Saline County,Bank of the Ozarks,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,24705 Hwy 5,Lonsdale,AR,72087,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Saline County,Bank of the Ozarks,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,24705 Hwy 5,Lonsdale,AR,72087,10:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Saline County,Bank of the Ozarks,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,24705 Hwy 5,Lonsdale,AR,72087,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Saline County,East Union Baptist Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,20422 North Springlake Road,Helsey,AR,72065,10:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
