office-name,official-title,,homepage-url,phone,email,PRECINCT,location name,address1,directions,city,state,zip,start time,end time,start_date,end_date
Jackson County,Jackson County Auditor,ocd-division/country:us/state:sd/county:jackson,,(605) 837-2422,vicki.wilson@state.sd.us,6,Long Valley School,26840 SD Hwy 73,,Long Valley,SD ,57547,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jackson County,Jackson County Auditor,ocd-division/country:us/state:sd/county:jackson,,(605) 837-2422,vicki.wilson@state.sd.us,7,Eagle Nest Life Center,210 Washabaugh Avenue,,Wanblee,SD ,57577,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jackson County,Jackson County Auditor,ocd-division/country:us/state:sd/county:jackson,,(605) 837-2422,vicki.wilson@state.sd.us,8,Green Valley Fire Hall,20545 May Road,,Interior,SD ,57750,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jerauld County,Auditor's Office,ocd-division/country:us/state:sd/county:jerauld,,(605) 539-9301,cindy.peterson@state.sd.us,3,Alpina Community Center,307 Main St,,Alpina,SD ,57312,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jerauld County,Auditor's Office,ocd-division/country:us/state:sd/county:jerauld,,(605) 539-9301,cindy.peterson@state.sd.us,1,4-H Building,604 2nd St NE,,Wessington Springs,SD ,57382,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jerauld County,Auditor's Office,ocd-division/country:us/state:sd/county:jerauld,,(605) 539-9301,cindy.peterson@state.sd.us,2,4-H Building,604 2nd St NE,,Wessington Springs,SD ,57382,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jerauld County,Auditor's Office,ocd-division/country:us/state:sd/county:jerauld,,(605) 539-9301,cindy.peterson@state.sd.us,4,4-H Building,604 2nd St NE,,Wessington Springs,SD ,57382,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jerauld County,Auditor's Office,ocd-division/country:us/state:sd/county:jerauld,,(605) 539-9301,cindy.peterson@state.sd.us,5,4-H Building,604 2nd St NE,,Wessington Springs,SD ,57382,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jones County,Auditor's Office,ocd-division/country:us/state:sd/county:jones,,(605) 669-7100,john.brunskill@state.sd.us,5,Draper Auditorium,193 N Main St.,,Draper,SD ,57531,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jones County,Auditor's Office,ocd-division/country:us/state:sd/county:jones,,(605) 669-7100,john.brunskill@state.sd.us,1,Murdo Auditorium,307 Kennedy Ave,,Murdo,SD ,57559,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Jones County,Auditor's Office,ocd-division/country:us/state:sd/county:jones,,(605) 669-7100,john.brunskill@state.sd.us,3,Murdo Auditorium,307 Kennedy Ave,,Murdo,SD ,57559,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Kingsbury County,Kingsbury County Auditor,ocd-division/country:us/state:sd/county:kingsbury,,(605) 854-3832,jennifer.albrecht@state.sd.us,ARLINGTON PRECINCT,Kingsbury County Courthouse,202 2nd Street SE,,De Smet ,SD ,57231,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Kingsbury County,Kingsbury County Auditor,ocd-division/country:us/state:sd/county:kingsbury,,(605) 854-3832,jennifer.albrecht@state.sd.us,BADGER PRECINCT,Kingsbury County Courthouse,202 2nd Street SE,,De Smet ,SD ,57231,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Kingsbury County,Kingsbury County Auditor,ocd-division/country:us/state:sd/county:kingsbury,,(605) 854-3832,jennifer.albrecht@state.sd.us,IROQUOIS PRECINCT,Kingsbury County Courthouse,202 2nd Street SE,,De Smet ,SD ,57231,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Kingsbury County,Kingsbury County Auditor,ocd-division/country:us/state:sd/county:kingsbury,,(605) 854-3832,jennifer.albrecht@state.sd.us,LAKE PRESTON PRECINCT,Kingsbury County Courthouse,202 2nd Street SE,,De Smet ,SD ,57231,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Kingsbury County,Kingsbury County Auditor,ocd-division/country:us/state:sd/county:kingsbury,,(605) 854-3832,jennifer.albrecht@state.sd.us,OLDHAM PRECINCT,Kingsbury County Courthouse,202 2nd Street SE,,De Smet ,SD ,57231,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Kingsbury County,Kingsbury County Auditor,ocd-division/country:us/state:sd/county:kingsbury,,(605) 854-3832,jennifer.albrecht@state.sd.us,DE SMET PRECINCT,4-H County Building,201 2nd St SW,,De Smet ,SD ,57231,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,CONCORD-BADUS-WAYNE/RAMONA,ST. WILLIAM'S CATHOLIC CHURCH RAMONA PARISH HALL,120 W 3rd St,,RAMONA,SD ,57054,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,FARMINGTON-LEROY-CLARNO-ORLAND,DAKOTA PRAIRIE PLAYHOUSE,1205 N Washington Ave,,MADISON ,SD ,57042,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,HERMAN-WINFRED,DAKOTA PRAIRIE PLAYHOUSE,1205 N Washington Ave,,MADISON ,SD ,57042,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,LAKEVIEW,DAKOTA PRAIRIE PLAYHOUSE,1205 N Washington Ave,,MADISON ,SD ,57042,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,WARD ONE,DAKOTA PRAIRIE PLAYHOUSE,1205 N Washington Ave,,MADISON ,SD ,57042,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,WARD TWO,DAKOTA PRAIRIE PLAYHOUSE,1205 N Washington Ave,,MADISON ,SD ,57042,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,WARD THREE,DAKOTA PRAIRIE PLAYHOUSE,1205 N Washington Ave,,MADISON ,SD ,57042,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,CHESTER-FRANKLIN,CHESTER FIRE HALL,407 2nd St,,CHESTER,SD ,57016,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,NUNDA-SUMMIT,NUNDA FIRE HALL,410 Main St,,NUNDA ,SD ,57050,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lake County,Lake County Auditor,ocd-division/country:us/state:sd/county:lake,,(605) 256-7600,lakeauditor@lakecountysd.com,WENTWORTH-RUTLAND,WENTWORTH FIRE HALL,425 S Main St,,WENTWORTH,SD ,57075,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,4,Cooper Mountain Resort,900 Miners Ave,,Lead,SD ,57754,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,5,Nemo Church,12755 Nemo Road,,Nemo,SD ,57759,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,6,Nemo Church,12755 Nemo Road,,Nemo,SD ,57759,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,7,Lawrence County Administrative Annex,90 Sherman Street,,Deadwood,SD ,57732,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,1,Senior Citizen's Center,1306 N. 10th Street,,Spearfish,SD ,57783,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,2,Senior Citizen's Center,1306 N. 10th Street,,Spearfish,SD ,57783,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,3,Senior Citizen's Center,1306 N. 10th Street,,Spearfish,SD ,57783,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,10,Spearfish Park Pavilion,115 S Canyon Street,,Spearfish,SD ,57783,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,8,St. Onge Community Hall,234 1st Street,,St. Onge,SD ,57779,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lawrence County,Town Clerk,ocd-division/country:us/state:sd/county:lawrence,,(605) 578-1941,voters@lawrence.sd.us,9,Whitewood City Hall,1025 Meade Street,,Whitewood,SD ,57793,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,"02-Norway & Fairview, Fairview, Inc",Lands Lutheran Church,47998 292nd St,,Hudson,SD,57034,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,06-Highland & Canton,Canton Methodist Church,621 E 4th St,,Canton,SD,57013,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,08-Lincoln & Delaware,South Lincoln Rural Water,28647 472nd Ave,,Worthing,SD,57077,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,11-Grant,West Prairie Lutheran Church,46788 282nd St,,Lennox,SD,57039,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,12-Dayton,Shalom Lutheran Church,1000 Maple St,,Harrisburg,SD,57032,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,13-LaValley,Shalom Lutheran Church,1000 Maple St,,Harrisburg,SD,57032,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,14-Perry,First English LutheranChurch,120 E 2nd Ave,,Lennox,SD,57039,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,15-Springdale,Shalom Lutheran Church,1000 Maple St,,Harrisburg,SD,57032,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,16-Delapre,Tea City Hall,600 E 1St St,,Tea,SD,57064,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,"20-Canton 1, 2, 3",Canton Methodist Church,621 E 4th St,,Canton,SD,57013,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,21-Hudson & Eden,Hudson Town Hall,310 4th St,,Hudson,SD,57034,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,23-Worthing & Lynn,Worthing Civic Center,121 S Main St,,Worthing,SD,57077,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,24-Tea,Tea City Hall,600 E 1St St,,Tea,SD,57064,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,25-Lennox,First English LutheranChurch,120 E 2nd Ave,,Lennox,SD,57039,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,"26-Brooklyn & Pleasant, Beresford",Beresford Public Library,115 S 3rd,,Beresford,SD,57004,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,27-Harrisburg 1,United Methodist Church,204 Grand Ave,,Harrisburg,SD,57032,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,29-Harrisburg 2,United Methodist Church,204 Grand Ave,,Harrisburg,SD,57032,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,30-Canton 4 & 5,Canton Methodist Church,621 E 4th St,,Canton,SD,57013,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-11,First Evangelical Free Church,2601 W 69th St,,Sioux Falls,SD,57108,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-12,Crosswalk Community Church,6101 S Mogen Ave,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-13,Central Baptist Church,3100 Ralph Rogers Rd,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-14,Central Baptist Church,3100 Ralph Rogers Rd,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-15,First Evangelical Free Church,2601 W 69th St,,Sioux Falls,SD,57108,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-16,Central Baptist Church,3100 Ralph Rogers Rd,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 1-18,Spirit of Joy Lutheran Church,2208 W LaQuinta,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 2-10,Faith Baptist Fellowship Church,601 W 57th St,,Sioux Falls,SD,57108,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 2-11,Faith Baptist Fellowship Church,601 W 57th St,,Sioux Falls,SD,57108,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 2-12,Linwood Wesleyan Church,1101 E 57th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 2-13,Linwood Wesleyan Church,1101 E 57th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lincoln County,Lincoln County Auditor,ocd-division/country:us/state:sd/county:lincoln,,(605) 764-2581,auditor@lincolncountysd.org,Sioux Falls 2-15,Faith Baptist Fellowship Church,601 W 57th St,,Sioux Falls,SD,57108,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,1,Iona Community Center,26511 266TH St,,Iona,SD ,57533,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,12,United Methodist Church,100 W. Willow Ave, Social Room,Presho,SD ,57568,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,13,Vivian Fire Hall,738 Main Ave,,Vivian,SD ,57576,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,4,Oacoma Community Center,100 E. 3rd St.,,Oacoma ,SD ,57365,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,6,United Methodist Church,120 N Main Ave,,Reliance,SD ,57569,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,7,Golden Buffalo Convention Center,120 Crazy Horse St,,Lower Brule,SD ,57548,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Lyman County,Lyman County Auditor,ocd-division/country:us/state:sd/county:lyman,,(605) 869-2247,auditor@lymancounty.org,9,Courthouse,300 S. Main St.,,Kennebec,SD ,57544,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A7,Eden Community Center,,,Eden,SD,57232,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A4,Langford City Hall,302 Main St,,Langford,SD,57454,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A8,Norstar FCU Meeting Room,526 8th St,,Britton,SD,57430,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A9,North Marshall Fire Hall,605 Vander Horck Ave,,Britton,SD,57430,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A6,St. Joseph's Catholic Church,414 Church Ave,,Gregory,SD,57533,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A5,Veblen City Hall,102 Main St.,,Veblen,SD,57270,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A1,,615 Main St.,,Britton,SD,57430,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A2,,909 South Main,,Britton,SD,57430,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Marshall County,County Auditor,ocd-division/country:us/state:sd/county:marshall,,(605) 448-2401,mcauditor@venturecomm.net,A3,,909 South Main,,Britton,SD,57430,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McCook County,Mccook County Auditor,ocd-division/country:us/state:sd/county:mccook,,(605) 425-2791,mccookaud@triotel.net,1,Montrose Community Center,100 W Main St,,Montrose,SD ,57048,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McCook County,Mccook County Auditor,ocd-division/country:us/state:sd/county:mccook,,(605) 425-2791,mccookaud@triotel.net,2,Spencer Community Center,320 Main St,,Spencer,SD ,57374,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McCook County,Mccook County Auditor,ocd-division/country:us/state:sd/county:mccook,,(605) 425-2791,mccookaud@triotel.net,3,Canistota Legion Hall,228 W Main St,,Canistota,SD ,57012,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McCook County,Mccook County Auditor,ocd-division/country:us/state:sd/county:mccook,,(605) 425-2791,mccookaud@triotel.net,4,Bridgewater Fire Hall,331 N Main,,Bridgewater,SD ,57319,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McCook County,Mccook County Auditor,ocd-division/country:us/state:sd/county:mccook,,(605) 425-2791,mccookaud@triotel.net,5,Salem Armory,740 N Peck St,,Salem,SD ,57058,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McCook County,Mccook County Auditor,ocd-division/country:us/state:sd/county:mccook,,(605) 425-2791,mccookaud@triotel.net,6,Salem Armory,740 N Peck St,,Salem,SD ,57058,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McPherson County,Auditor's Office,ocd-division/country:us/state:sd/county:mcpherson,,(605) 439-3314,mcphersonaud@valleytel.net,3,,101 Bacon Ave,,Long Lake,SD ,57457,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McPherson County,Auditor's Office,ocd-division/country:us/state:sd/county:mcpherson,,(605) 439-3314,mcphersonaud@valleytel.net,4,Eureka City Fire Department,602 F Ave,,Eureka,SD ,57437,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McPherson County,Auditor's Office,ocd-division/country:us/state:sd/county:mcpherson,,(605) 439-3314,mcphersonaud@valleytel.net,5,Eureka City Fire Department,602 F Ave,,Eureka,SD ,57437,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McPherson County,Auditor's Office,ocd-division/country:us/state:sd/county:mcpherson,,(605) 439-3314,mcphersonaud@valleytel.net,6,Eureka City Fire Department,602 F Ave,,Eureka,SD ,57437,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McPherson County,Auditor's Office,ocd-division/country:us/state:sd/county:mcpherson,,(605) 439-3314,mcphersonaud@valleytel.net,1,,706 Main St,,Leola,SD ,57456,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
McPherson County,Auditor's Office,ocd-division/country:us/state:sd/county:mcpherson,,(605) 439-3314,mcphersonaud@valleytel.net,2,,706 Main St,,Leola,SD ,57456,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,1,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,01A,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,2,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,02A,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,3,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,4,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
