office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appt,notes,notes for hand collection
Leeds Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:leeds,Leeds Town ME,,(207) 524-5171,,8 Community Drive,Leeds,ME,4263,08:30:00 - 04:00,16:30:00 - 04:00,11/3/16,11/3/16,,,
Lincoln Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lincoln_plantation,Lincoln Plantation ME,,(207) 794-3372,,63 Main Street,Lincoln,ME,4457,08:00:00 - 04:00,17:00:00 - 04:00,10/3/16,10/7/16,,"Oct 3 - Nov 3, 8-5 M-F",
Lincoln Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lincoln_plantation,Lincoln Plantation ME,,(207) 794-3372,,63 Main Street,Lincoln,ME,4457,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/14/16,,,
Lincoln Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lincoln_plantation,Lincoln Plantation ME,,(207) 794-3372,,63 Main Street,Lincoln,ME,4457,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,,,
Lincoln Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lincoln_plantation,Lincoln Plantation ME,,(207) 794-3372,,63 Main Street,Lincoln,ME,4457,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16,,,
Lincoln Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lincoln_plantation,Lincoln Plantation ME,,(207) 794-3372,,63 Main Street,Lincoln,ME,4457,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/3/16,,,
Limestone Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:limestone,Limestone Town ME,,(207) 325-4704,,93 Main Street,Limestone,ME,4750,08:00:00 - 04:00,17:00:00 - 04:00,10/3/16,10/7/16,,"Oct 3 - Nov 3, 8-5 M-F",
Limestone Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:limestone,Limestone Town ME,,(207) 325-4704,,93 Main Street,Limestone,ME,4750,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/14/16,,,
Limestone Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:limestone,Limestone Town ME,,(207) 325-4704,,93 Main Street,Limestone,ME,4750,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,,,
Limestone Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:limestone,Limestone Town ME,,(207) 325-4704,,93 Main Street,Limestone,ME,4750,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16,,,
Limestone Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:limestone,Limestone Town ME,,(207) 325-4704,,93 Main Street,Limestone,ME,4750,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/3/16,,,
Lewiston City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lewiston,Lewiston City ME,,(207) 513-3124,,27 Pine Street,Lewiston,ME,4240,08:30:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, 8:30-4 M-F",
Lewiston City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lewiston,Lewiston City ME,,(207) 513-3124,,27 Pine Street,Lewiston,ME,4240,08:30:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,
Lewiston City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lewiston,Lewiston City ME,,(207) 513-3124,,27 Pine Street,Lewiston,ME,4240,08:30:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,
Lewiston City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:lewiston,Lewiston City ME,,(207) 513-3124,,27 Pine Street,Lewiston,ME,4240,08:30:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Machiasport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:machiasport,Machiasport Town ME,,(207) 255-4516,,8 Unity Square,Machiasport,ME,4655,08:00:00 - 04:00,16:00:00 - 04:00,10/3/16,10/7/16,,"Oct 3 - Nov 3, 8-4 M-F",
Machiasport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:machiasport,Machiasport Town ME,,(207) 255-4516,,8 Unity Square,Machiasport,ME,4655,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,,
Machiasport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:machiasport,Machiasport Town ME,,(207) 255-4516,,8 Unity Square,Machiasport,ME,4655,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,
Machiasport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:machiasport,Machiasport Town ME,,(207) 255-4516,,8 Unity Square,Machiasport,ME,4655,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,
Machiasport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:machiasport,Machiasport Town ME,,(207) 255-4516,,8 Unity Square,Machiasport,ME,4655,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,16:00:00 - 04:00,10/5/16,10/5/16,,"Oct 5 - Nov 3, 9-4 M/T/W, 9-1 TH, closed on Friday",
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,13:00:00 - 04:00,10/6/16,10/6/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/12/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,13:00:00 - 04:00,10/13/16,10/13/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/19/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,13:00:00 - 04:00,10/20/16,10/20/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/26/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,13:00:00 - 04:00,10/27/16,10/27/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,,,
Madawaska Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:madawaska,Madawaska Town ME,,(207) 896-5659,,328 St Thomas St Suite 101,Madawaska,ME,4756,09:00:00 - 04:00,13:00:00 - 04:00,11/3/16,11/3/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,18:00:00 - 04:00,10/3/16,10/4/16,,"Oct 3 - Nov 3, M/T 9-6pm, W 9-4pm, TH 9-3pm, F 9-noon",
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,16:00:00 - 04:00,10/5/16,10/5/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,15:00:00 - 04:00,10/6/16,10/6/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,12:00:00 - 04:00,10/7/16,10/7/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,18:00:00 - 04:00,10/11/16,10/11/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/12/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,15:00:00 - 04:00,10/13/16,10/13/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,12:00:00 - 04:00,10/14/16,10/14/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,18:00:00 - 04:00,10/17/16,10/18/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,16:00:00 - 04:00,10/19/16,10/19/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,15:00:00 - 04:00,10/20/16,10/20/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,12:00:00 - 04:00,10/21/16,10/21/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/25/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/26/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,15:00:00 - 04:00,10/27/16,10/27/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,12:00:00 - 04:00,10/28/16,10/28/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/1/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,16:00:00 - 04:00,11/2/16,11/2/16,,,
Mariaville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mariaville,Mariaville Town ME,,(207) 537-2107,,1686 Mariaville Road,Mariavile,ME,4605,09:00:00 - 04:00,15:00:00 - 04:00,11/3/16,11/3/16,,,
Marshfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:marshfield,Marshfield Town ME,,(207) 255-4779,,187 Northfield Rd,Marshfield,ME,4654,10:00:00 - 04:00,18:00:00 - 04:00,10/4/16,10/6/16,,"Oct 3- Nov 3, 10-6pm T/W/Th",
Marshfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:marshfield,Marshfield Town ME,,(207) 255-4779,,187 Northfield Rd,Marshfield,ME,4654,10:00:00 - 04:00,18:00:00 - 04:00,10/11/16,10/13/16,,,
Marshfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:marshfield,Marshfield Town ME,,(207) 255-4779,,187 Northfield Rd,Marshfield,ME,4654,10:00:00 - 04:00,18:00:00 - 04:00,10/18/16,10/20/16,,,
Marshfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:marshfield,Marshfield Town ME,,(207) 255-4779,,187 Northfield Rd,Marshfield,ME,4654,10:00:00 - 04:00,18:00:00 - 04:00,10/25/16,10/27/16,,,
Marshfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:marshfield,Marshfield Town ME,,(207) 255-4779,,187 Northfield Rd,Marshfield,ME,4654,10:00:00 - 04:00,18:00:00 - 04:00,11/1/16,11/3/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,08:00:00 - 04:00,11:00:00 - 04:00,10/5/16,10/5/16,,"Oct 3 - Nov 3, W/TH 8-11, 12-4pm",
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,12:00:00 - 04:00,16:00:00 - 04:00,10/6/16,10/6/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,08:00:00 - 04:00,11:00:00 - 04:00,10/12/16,10/12/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,12:00:00 - 04:00,16:00:00 - 04:00,10/13/16,10/13/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,08:00:00 - 04:00,11:00:00 - 04:00,10/19/16,10/19/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,12:00:00 - 04:00,16:00:00 - 04:00,10/20/16,10/20/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,08:00:00 - 04:00,11:00:00 - 04:00,10/26/16,10/26/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,12:00:00 - 04:00,16:00:00 - 04:00,10/27/16,10/27/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,08:00:00 - 04:00,11:00:00 - 04:00,11/2/16,11/2/16,,,
Masardis Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:masardis,Masardis Town ME,,(207) 435-2841,,26 School,Masardis,ME,4732,12:00:00 - 04:00,16:00:00 - 04:00,11/3/16,11/3/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/3/16,10/3/16,,"Oct 3 - Nov 3, 8-4 M/W/F",
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/5/16,10/5/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/7/16,10/7/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/12/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/14/16,10/14/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/17/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/19/16,10/19/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/21/16,10/21/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/24/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/26/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/28/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,10/31/16,,,
Mattawamkeag Town Me,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mattawamkeag,Mattawamkeag Town ME Me,,(207) 736-2464,,263 Main Street,Mattawamkeag,ME,4459,08:00:00 - 04:00,16:00:00 - 04:00,11/2/16,11/2/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,17:30:00 - 04:00,10/3/16,10/6/16,,"Oct 3 - Nov 3, M-TH 7:30-5:30, F 7:30-11:30",
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,11:30:00 - 04:00,10/7/16,10/7/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,17:30:00 - 04:00,10/11/16,10/13/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,11:30:00 - 04:00,10/14/16,10/14/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,17:30:00 - 04:00,10/17/16,10/20/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,11:30:00 - 04:00,10/21/16,10/21/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,17:30:00 - 04:00,10/24/16,10/27/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,11:30:00 - 04:00,10/28/16,10/28/16,,,
Mechanic Falls Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mechanic_falls,Mechanic Falls Town ME,,(207) 345-2871,,108 Lewiston Street,Mechanic Falls,ME,4256,07:30:00 - 04:00,17:30:00 - 04:00,10/31/16,11/3/16,,,
Merrill Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:merrill,Merrill Town ME,,(207) 757-8286,,3391 Route 2,Merrill,ME,4780,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, M-F 8-4",
Merrill Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:merrill,Merrill Town ME,,(207) 757-8286,,3391 Route 2,Merrill,ME,4780,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,
Merrill Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:merrill,Merrill Town ME,,(207) 757-8286,,3391 Route 2,Merrill,ME,4780,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,
Merrill Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:merrill,Merrill Town ME,,(207) 757-8286,,3391 Route 2,Merrill,ME,4780,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Mexico Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mexico,Mexico Town ME,,(207) 364-7972,,134 Main Street,Mexico,ME,4257,08:00:00 - 04:00,16:00:00 - 04:00,10/4/16,10/7/16,,"Oct 3 - Nov 3, T-F 8-4pm, closed Monday",
Mexico Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mexico,Mexico Town ME,,(207) 364-7972,,134 Main Street,Mexico,ME,4257,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,,
Mexico Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mexico,Mexico Town ME,,(207) 364-7972,,134 Main Street,Mexico,ME,4257,08:00:00 - 04:00,16:00:00 - 04:00,10/18/16,10/21/16,,,
Mexico Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mexico,Mexico Town ME,,(207) 364-7972,,134 Main Street,Mexico,ME,4257,08:00:00 - 04:00,16:00:00 - 04:00,10/25/16,10/28/16,,,
Mexico Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:mexico,Mexico Town ME,,(207) 364-7972,,134 Main Street,Mexico,ME,4257,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Milbridge Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milbridge,Milbridge Town ME,,(207) 546-2422,,18 School Street,Milbridge,ME,4658,08:00:00 - 04:00,15:45:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, 8-3:45 M-F",
Milbridge Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milbridge,Milbridge Town ME,,(207) 546-2422,,18 School Street,Milbridge,ME,4658,08:00:00 - 04:00,15:45:00 - 04:00,10/17/16,10/21/16,,,
Milbridge Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milbridge,Milbridge Town ME,,(207) 546-2422,,18 School Street,Milbridge,ME,4658,08:00:00 - 04:00,15:45:00 - 04:00,10/24/16,10/28/16,,,
Milbridge Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milbridge,Milbridge Town ME,,(207) 546-2422,,18 School Street,Milbridge,ME,4658,08:00:00 - 04:00,15:45:00 - 04:00,10/31/16,11/3/16,,,
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,08:00:00 - 04:00,17:00:00 - 04:00,10/3/16,10/4/16,,"Oct 3 - Nov 3, M/T/TH/F 8-5, W 12-6",
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,12:00:00 - 04:00,18:00:00 - 04:00,10/5/16,10/5/16,,,
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,08:00:00 - 04:00,17:00:00 - 04:00,10/6/16,10/7/16,,,
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/11/16,,,
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,12:00:00 - 04:00,18:00:00 - 04:00,10/12/16,10/12/16,,,
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,08:00:00 - 04:00,17:00:00 - 04:00,10/13/16,10/14/16,,,
Milford Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:milford,Milford Town ME,,(207) 827-2072,,62 Davenport St,Milford,ME,4461,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/18/16,,,
