office-name,ocd-division,homepage-url,phone,email,DIRECTIONS,name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,is_subject_to_change,notes
Gillespie County,ocd-division/country:us/state:tx/county:gillespie,http://www.gillespiecounty.org/default.aspx?name=election_info,(830) 997-6515,mlrusche@gillespiecounty.org,,,101 West Main,Unit #13,Fredericksburg,TX,78624,13:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,,
Gillespie County,ocd-division/country:us/state:tx/county:gillespie,http://www.gillespiecounty.org/default.aspx?name=election_info,(830) 997-6515,mlrusche@gillespiecounty.org,,,101 West Main,Unit #13,Fredericksburg,TX,78624,08:00:00 - 05:00,16:00:00 - 05:00,10-31-2016,11-04-2016,,
Glasscock County,ocd-division/country:us/state:tx/county:glasscock,http://www.co.glasscock.tx.us/default.aspx?Glasscock_County/County.Clerk,(432) 354-2371,rebecca.batla@co.glasscock.tx.us,,,600 North Main,,Garden City,TX,79739,08:30:00 - 05:00,16:00:00 - 05:00,10-24-2016,10-28-2016,"Oct 24-28, Oct 31-Nov 4 8:30 am - 4:00 pm",
Glasscock County,ocd-division/country:us/state:tx/county:glasscock,http://www.co.glasscock.tx.us/default.aspx?Glasscock_County/County.Clerk,(432) 354-2371,rebecca.batla@co.glasscock.tx.us,,,600 North Main,,Garden City,TX,79739,08:30:00 - 05:00,16:00:00 - 05:00,10-31-2016,11-04-2016,,
Gonzales County,ocd-division/country:us/state:tx/county:gonzales,http://www.co.gonzales.tx.us/default.aspx?Gonzales_County/County.Clerk,(830) 672-2801,lriedel@co.gonzales.tx.us,,,1709 Sarah DeWitt Drive,,Gonzales,TX,78629,08:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-28-2016,"Oct 24 - Nov 4, M-F, 8-4:30 pm-- 3 locations-- Courthouse Annex- County Clerk's Office - 1709 Sarah DeWitt Dr, Gonzales, City of Nixon Building 100 W 3rd st, Nixon, c, Waelder",
Gonzales County,ocd-division/country:us/state:tx/county:gonzales,http://www.co.gonzales.tx.us/default.aspx?Gonzales_County/County.Clerk,(830) 672-2801,lriedel@co.gonzales.tx.us,,,1709 Sarah DeWitt Drive,,Gonzales,TX,78629,08:00:00 - 05:00,16:30:00 - 05:00,10-31-2016,11-04-2016,,
Gonzales County,ocd-division/country:us/state:tx/county:gonzales,http://www.co.gonzales.tx.us/default.aspx?Gonzales_County/County.Clerk,(830) 672-2801,lriedel@co.gonzales.tx.us,,City of Nixon Building,100 W 3rd St,,Nixon,TX,78629,08:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-28-2016,,
Gonzales County,ocd-division/country:us/state:tx/county:gonzales,http://www.co.gonzales.tx.us/default.aspx?Gonzales_County/County.Clerk,(830) 672-2801,lriedel@co.gonzales.tx.us,,City of Nixon Building,100 W 3rd St,,Nixon,TX,78629,08:00:00 - 05:00,16:30:00 - 05:00,10-31-2016,11-04-2016,,
Gonzales County,ocd-division/country:us/state:tx/county:gonzales,http://www.co.gonzales.tx.us/default.aspx?Gonzales_County/County.Clerk,(830) 672-2801,lriedel@co.gonzales.tx.us,,City of Waelder Building,300 Hwy 90W,,Waelder,TX,78629,08:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-28-2016,,
Gonzales County,ocd-division/country:us/state:tx/county:gonzales,http://www.co.gonzales.tx.us/default.aspx?Gonzales_County/County.Clerk,(830) 672-2801,lriedel@co.gonzales.tx.us,,City of Waelder Building,300 Hwy 90W,,Waelder,TX,78629,08:00:00 - 05:00,16:30:00 - 05:00,10-31-2016,11-04-2016,,
Gray County,ocd-division/country:us/state:tx/county:gray,http://www.co.gray.tx.us/,(806) 669-8068,voters@graycch.com,,,205 North Russell,2nd Floor,Pampa,TX,79065,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,"When: Monday, October 24, 2016 – Friday, November 4, 2016
Hours: 8:00 a.m. – 5:00 p.m.Location: Gray County Courthouse 205 North Russell, 2nd Floor Courtroom
 Pampa, Texas
 for election day locations see: https://secure.helpscout.net/conversation/248658800/1559/?folderId=996325",
Gray County,ocd-division/country:us/state:tx/county:gray,http://www.co.gray.tx.us/,(806) 669-8068,voters@graycch.com,,,205 North Russell,2nd Floor,Pampa,TX,79065,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,100 Main Street,,Anderson,TX,77830,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-24-2016,"Main Early Voting Grimes County Courthouse, 100 Main St. Anderson Texas, the Branch Early Voting is at Navasota Center, 101 Stadium Drive, Navasota, TX both Locations dates and hours are Monday , October 24, 2016 thru Friday, October 28, and Mondy, October 31, thru Friday November 04, 2016 , both Mondays have extended hours of 7:00 am-7:00 pm then Tuesday thru Friday both weeks 8:00 am-5:00 pm.",
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,100 Main Street,,Anderson,TX,77830,08:00:00 - 05:00,17:00:00 - 05:00,10-25-2016,10-28-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,100 Main Street,,Anderson,TX,77830,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,10-31-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,100 Main Street,,Anderson,TX,77830,08:00:00 - 05:00,17:00:00 - 05:00,11-01-2016,11-04-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77830,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-24-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77830,08:00:00 - 05:00,17:00:00 - 05:00,10-25-2016,10-28-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77830,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,10-31-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77830,08:00:00 - 05:00,17:00:00 - 05:00,11-01-2016,11-04-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77868,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-24-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77868,08:00:00 - 05:00,17:00:00 - 05:00,10-25-2016,10-28-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77868,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,10-31-2016,,
Grimes County,ocd-division/country:us/state:tx/county:grimes,http://www.co.grimes.tx.us/default.aspx?Grimes_County/Elections,(936) 873-4424,grimesvoters@co.grimes.tx.us,,,101 Stadium Drive,,Navasota,TX,77868,08:00:00 - 05:00,17:00:00 - 05:00,11-01-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,215 S. Milam St,,Sequin,TX,78155,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,"Oct 24 -Nov 3, Oct 24-29th 7-7 p.m, Oct 30th 1-6pm, Oct 31-Nov 4th 7-7pm-- Other locations: CENTRAL TEXAS TECHNOLOGY CENTER Room 118 Conference Room, 2189 FM 758 New Braunfels, TX 78130, GRACE MEMORIAL CHURCH 3240 FM 725 New Braunfels, TX 78130, NEW BERLIN CITY HALL 9180 FM 775 New Berlin, TX SCHERTZ ELECTIONS OFFICE ANNEX 1101 Elbel Road Schertz, TX 78154 SEGUIN ISD ADMINISTRATION BLDG 1221 E. Kingsbury St. Seguin, TX SELMA CITY HALL 9375 Corporate Drive Selma, TX",
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,215 S. Milam St,,Sequin,TX,78155,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,215 S. Milam St,,Sequin,TX,78155,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,2189 FM 758,Room 118,New Braunfels,TX,78130,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,2189 FM 758,Room 118,New Braunfels,TX,78130,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,2189 FM 758,Room 118,New Braunfels,TX,78130,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,GRACE MEMORIAL CHURCH,3240 FM 725,,New Braunfels,TX,78130,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,GRACE MEMORIAL CHURCH,3240 FM 725,,New Braunfels,TX,78130,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,GRACE MEMORIAL CHURCH,3240 FM 725,,New Braunfels,TX,78130,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,9180 Fm 775,,La Vernia,TX,78121,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,9180 Fm 775,,La Vernia,TX,78121,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,,9180 Fm 775,,La Vernia,TX,78121,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,SCHERTZ ANNEX,1101 Elbel Road,,Schertz,TX,78154,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,SCHERTZ ANNEX,1101 Elbel Road,,Schertz,TX,78154,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,SCHERTZ ANNEX,1101 Elbel Road,,Schertz,TX,78154,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,ADMINISTRATION BLDG,1221 E. Kingsbury St.,,Seguin,TX,78155,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,ADMINISTRATION BLDG,1221 E. Kingsbury St.,,Seguin,TX,78155,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,ADMINISTRATION BLDG,1221 E. Kingsbury St.,,Seguin,TX,78155,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,SELMA CITY HALL,9375 Corporate Drive,,Selma,TX,78154,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-29-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,SELMA CITY HALL,9375 Corporate Drive,,Selma,TX,78154,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Guadalupe County,ocd-division/country:us/state:tx/county:guadalupe,http://www.co.guadalupe.tx.us/elections/home.php,(830) 303-6363,lisa.adam@co.guadalupe.tx.us,,SELMA CITY HALL,9375 Corporate Drive,,Selma,TX,78154,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,712 South Stagecoach Trail,Ste 1045,San Marcos,TX,78666,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,There are a bunch of locations: http://www.co.hays.tx.us/SharedFiles/Download.aspx?pageid=550&mid=813&fileid=6989,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,712 South Stagecoach Trail,Ste 1045,San Marcos,TX,78666,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,712 South Stagecoach Trail,Ste 1045,San Marcos,TX,78666,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,712 South Stagecoach Trail,Ste 1045,San Marcos,TX,78666,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,401 A Broadway St,,San Marcos,TX,78666,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,401 A Broadway St,,San Marcos,TX,78666,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,401 A Broadway St,,San Marcos,TX,78666,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,401 A Broadway St,,San Marcos,TX,78666,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,195 Roger Hanks Pkwy,,Dripping Springs,TX,78620,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,195 Roger Hanks Pkwy,,Dripping Springs,TX,78620,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,195 Roger Hanks Pkwy,,Dripping Springs,TX,78620,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,195 Roger Hanks Pkwy,,Dripping Springs,TX,78620,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,5458 FM 2770,,Kyle,TX,78640,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,5459 FM 2770,,Kyle,TX,78640,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,5460 FM 2770,,Kyle,TX,78640,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,5461 FM 2770,,Kyle,TX,78640,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,14068 Ranch Rd. 12,,Wimberley,TX,78676,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,14068 Ranch Rd. 12,,Wimberley,TX,78676,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,14068 Ranch Rd. 12,,Wimberley,TX,78676,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,14068 Ranch Rd. 12,,Wimberley,TX,78676,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,700 Student Center Dr.,,San Marcos,TX,78666,11:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-27-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,151 Trinity Hills Dr,,Austin,TX,78737,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,151 Trinity Hills Dr,,Austin,TX,78737,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Hays County,ocd-division/country:us/state:tx/county:hays,http://www.co.hays.tx.us/elections.aspx,(512) 393-7310,virginia.flores@co.hays.tx.us,,,121 N Main St,,Buda,TX,78610,07:00:00 - 05:00,19:00:00 - 05:00,11-01-2016,11-04-2016,,
Hemphill County,ocd-division/country:us/state:tx/county:hemphill,http://www.co.hemphill.tx.us/default.aspx?Hemphill_County/County.Clerk,(806) 323-6212,lisaj@hemphill-clerk.com,,,400 Main Street,Ste 203,Canadian,TX,79014,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,"8:00 a.m. to 5:00 p.m. Monday, October 24, 2016 through Friday, November 4, 2016 at the Hemphill County Courthouse at 400 Main Street, Canadian, TX",
Hemphill County,ocd-division/country:us/state:tx/county:hemphill,http://www.co.hemphill.tx.us/default.aspx?Hemphill_County/County.Clerk,(806) 323-6212,lisaj@hemphill-clerk.com,,,400 Main Street,Ste 203,Canadian,TX,79014,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,201 East Larkin St,,Athens,TX,75751,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-24-2016,See emailed sheet https://secure.helpscout.net/conversation/248615062/0/,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,201 East Larkin St,,Athens,TX,75751,08:00:00 - 05:00,17:00:00 - 05:00,10-25-2016,10-28-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,201 East Larkin St,,Athens,TX,75751,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,201 East Larkin St,,Athens,TX,75751,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-03-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,201 East Larkin St,,Athens,TX,75751,07:00:00 - 05:00,19:00:00 - 05:00,11-04-2016,11-04-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,811 Hwy 31 East,,Chandler,TX,75758,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-24-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,811 Hwy 31 East,,Chandler,TX,75758,08:00:00 - 05:00,17:00:00 - 05:00,10-25-2016,10-28-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,811 Hwy 31 East,,Chandler,TX,75758,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,811 Hwy 31 East,,Chandler,TX,75758,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-03-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,811 Hwy 31 East,,Chandler,TX,75758,07:00:00 - 05:00,19:00:00 - 05:00,11-04-2016,11-04-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,428 E. Cedar Creek Pkwy,,Seven Points,TX,75143,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-24-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,428 E. Cedar Creek Pkwy,,Seven Points,TX,75143,08:00:00 - 05:00,16:00:00 - 05:00,10-25-2016,10-28-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,428 E. Cedar Creek Pkwy,,Seven Points,TX,75143,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,428 E. Cedar Creek Pkwy,,Seven Points,TX,75143,08:00:00 - 05:00,16:00:00 - 05:00,10-31-2016,11-03-2016,,
Henderson County,ocd-division/country:us/state:tx/county:henderson,http://www.henderson-county.com/departments/voter-registration,(903) 675-6149,hcelections@co.henderson.tx.us,,,428 E. Cedar Creek Pkwy,,Seven Points,TX,75143,07:00:00 - 05:00,19:00:00 - 05:00,11-04-2016,11-04-2016,,
Hockley County,ocd-division/country:us/state:tx/county:hockley,http://www.co.hockley.tx.us/default.aspx?Hockley_County/ElectionsHome,(806) 894-4938,csmart@hockleycounty.org,,,911 AUSTIN ST.,,Levelland,TX,79336,09:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,
Hockley County,ocd-division/country:us/state:tx/county:hockley,http://www.co.hockley.tx.us/default.aspx?Hockley_County/ElectionsHome,(806) 894-4938,csmart@hockleycounty.org,,,911 AUSTIN ST.,,Levelland,TX,79336,09:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,,
