office_name,ocd_division,homepage_url,phone,email,directions,location_name,address1,address2,city,state,zip_code,start_time,end_time,start_date,end_date,index,address_line,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,1524 E Mulberry,East Annex (Old Walmart),Angleton,TX,77515,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1541,"1524 E Mulberry, East Annex (Old Walmart), Angleton, TX , 77515",08:00 AM-05:00 PM,,ho20468289,false,true,,,,poll96502976
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,1524 E Mulberry,East Annex (Old Walmart),Angleton,TX,77515,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1542,"1524 E Mulberry, East Annex (Old Walmart), Angleton, TX , 77515",07:00 AM-07:00 PM,,ho20468289,false,true,,,,poll96502976
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,1524 E Mulberry,East Annex (Old Walmart),Angleton,TX,77515,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1543,"1524 E Mulberry, East Annex (Old Walmart), Angleton, TX , 77515",01:00 PM-06:00 PM,,ho20468289,false,true,,,,poll96502976
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,1524 E Mulberry,East Annex (Old Walmart),Angleton,TX,77515,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1544,"1524 E Mulberry, East Annex (Old Walmart), Angleton, TX , 77515",07:00 AM-07:00 PM,,ho20468289,false,true,,,,poll96502976
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,2803 Business Center Dr,#101,Pearland,TX,77584,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1545,"2803 Business Center Dr, #101, Pearland, TX , 77584",08:00 AM-05:00 PM,,ho44582208,false,true,,,,poll98295188
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,2803 Business Center Dr,#101,Pearland,TX,77584,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1546,"2803 Business Center Dr, #101, Pearland, TX , 77584",07:00 AM-07:00 PM,,ho44582208,false,true,,,,poll98295188
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,2803 Business Center Dr,#101,Pearland,TX,77584,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1547,"2803 Business Center Dr, #101, Pearland, TX , 77584",01:00 PM-06:00 PM,,ho44582208,false,true,,,,poll98295188
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,2803 Business Center Dr,#101,Pearland,TX,77584,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1548,"2803 Business Center Dr, #101, Pearland, TX , 77584",07:00 AM-07:00 PM,,ho44582208,false,true,,,,poll98295188
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Alvin Library,105 S Gordon,,Alvin,TX,77511,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1549,"105 S Gordon, Alvin, TX , 77511",08:00 AM-05:00 PM,,ho61780555,false,true,,,,poll6829343
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Alvin Library,105 S Gordon,,Alvin,TX,77511,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1550,"105 S Gordon, Alvin, TX , 77511",07:00 AM-07:00 PM,,ho61780555,false,true,,,,poll6829343
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Alvin Library,105 S Gordon,,Alvin,TX,77511,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1551,"105 S Gordon, Alvin, TX , 77511",01:00 PM-06:00 PM,,ho61780555,false,true,,,,poll6829343
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Alvin Library,105 S Gordon,,Alvin,TX,77511,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1552,"105 S Gordon, Alvin, TX , 77511",07:00 AM-07:00 PM,,ho61780555,false,true,,,,poll6829343
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Brazoria Library,620 S Brooks,,Brazoria,TX,77422,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1553,"620 S Brooks, Brazoria, TX , 77422",08:00 AM-05:00 PM,,ho43621499,false,true,,,,poll94433355
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Brazoria Library,620 S Brooks,,Brazoria,TX,77422,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1554,"620 S Brooks, Brazoria, TX , 77422",07:00 AM-07:00 PM,,ho43621499,false,true,,,,poll94433355
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Brazoria Library,620 S Brooks,,Brazoria,TX,77422,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1555,"620 S Brooks, Brazoria, TX , 77422",01:00 PM-06:00 PM,,ho43621499,false,true,,,,poll94433355
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Brazoria Library,620 S Brooks,,Brazoria,TX,77422,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1556,"620 S Brooks, Brazoria, TX , 77422",07:00 AM-07:00 PM,,ho43621499,false,true,,,,poll94433355
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Freeport Library,410 Brazosport Blvd,,Freeport,TX,77541,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1557,"410 Brazosport Blvd, Freeport, TX , 77541",08:00 AM-05:00 PM,,ho62784691,false,true,,,,poll98193082
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Freeport Library,410 Brazosport Blvd,,Freeport,TX,77541,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1558,"410 Brazosport Blvd, Freeport, TX , 77541",07:00 AM-07:00 PM,,ho62784691,false,true,,,,poll98193082
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Freeport Library,410 Brazosport Blvd,,Freeport,TX,77541,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1559,"410 Brazosport Blvd, Freeport, TX , 77541",01:00 PM-06:00 PM,,ho62784691,false,true,,,,poll98193082
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Freeport Library,410 Brazosport Blvd,,Freeport,TX,77541,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1560,"410 Brazosport Blvd, Freeport, TX , 77541",07:00 AM-07:00 PM,,ho62784691,false,true,,,,poll98193082
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Lake Jackson Civic Center,333 Hwy 332 East,,Lake Jackson,TX,77566,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1561,"333 Hwy 332 East, Lake Jackson, TX , 77566",08:00 AM-05:00 PM,,ho70488873,false,true,,,,poll32602268
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Lake Jackson Civic Center,333 Hwy 332 East,,Lake Jackson,TX,77566,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1562,"333 Hwy 332 East, Lake Jackson, TX , 77566",07:00 AM-07:00 PM,,ho70488873,false,true,,,,poll32602268
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Lake Jackson Civic Center,333 Hwy 332 East,,Lake Jackson,TX,77566,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1563,"333 Hwy 332 East, Lake Jackson, TX , 77566",01:00 PM-06:00 PM,,ho70488873,false,true,,,,poll32602268
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Lake Jackson Civic Center,333 Hwy 332 East,,Lake Jackson,TX,77566,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1564,"333 Hwy 332 East, Lake Jackson, TX , 77566",07:00 AM-07:00 PM,,ho70488873,false,true,,,,poll32602268
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,7313 Corporate Dr,North Annex,Manvel,TX,77578,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1565,"7313 Corporate Dr, North Annex, Manvel, TX , 77578",08:00 AM-05:00 PM,,ho77985864,false,true,,,,poll53272325
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,7313 Corporate Dr,North Annex,Manvel,TX,77578,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1566,"7313 Corporate Dr, North Annex, Manvel, TX , 77578",07:00 AM-07:00 PM,,ho77985864,false,true,,,,poll53272325
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,7313 Corporate Dr,North Annex,Manvel,TX,77578,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1567,"7313 Corporate Dr, North Annex, Manvel, TX , 77578",01:00 PM-06:00 PM,,ho77985864,false,true,,,,poll53272325
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,,7313 Corporate Dr,North Annex,Manvel,TX,77578,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1568,"7313 Corporate Dr, North Annex, Manvel, TX , 77578",07:00 AM-07:00 PM,,ho77985864,false,true,,,,poll53272325
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Tom Reid Library,3522 Liberty Dr,,Pearland,TX,77581,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1569,"3522 Liberty Dr, Pearland, TX , 77581",08:00 AM-05:00 PM,,ho69439231,false,true,,,,poll73222310
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Tom Reid Library,3522 Liberty Dr,,Pearland,TX,77581,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1570,"3522 Liberty Dr, Pearland, TX , 77581",07:00 AM-07:00 PM,,ho69439231,false,true,,,,poll73222310
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Tom Reid Library,3522 Liberty Dr,,Pearland,TX,77581,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1571,"3522 Liberty Dr, Pearland, TX , 77581",01:00 PM-06:00 PM,,ho69439231,false,true,,,,poll73222310
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Tom Reid Library,3522 Liberty Dr,,Pearland,TX,77581,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1572,"3522 Liberty Dr, Pearland, TX , 77581",07:00 AM-07:00 PM,,ho69439231,false,true,,,,poll73222310
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Westside Event Center,2150 Countryplace Pkwy,,Pearland,TX,77584,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1573,"2150 Countryplace Pkwy, Pearland, TX , 77584",08:00 AM-05:00 PM,,ho59148060,false,true,,,,poll73207232
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Westside Event Center,2150 Countryplace Pkwy,,Pearland,TX,77584,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1574,"2150 Countryplace Pkwy, Pearland, TX , 77584",07:00 AM-07:00 PM,,ho59148060,false,true,,,,poll73207232
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Westside Event Center,2150 Countryplace Pkwy,,Pearland,TX,77584,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1575,"2150 Countryplace Pkwy, Pearland, TX , 77584",01:00 PM-06:00 PM,,ho59148060,false,true,,,,poll73207232
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Westside Event Center,2150 Countryplace Pkwy,,Pearland,TX,77584,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1576,"2150 Countryplace Pkwy, Pearland, TX , 77584",07:00 AM-07:00 PM,,ho59148060,false,true,,,,poll73207232
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Precinct 4 Building,121 N 10th St,,West Columbia,TX,77486,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1577,"121 N 10th St, West Columbia, TX , 77486",08:00 AM-05:00 PM,,ho30831456,false,true,,,,poll7450879
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Precinct 4 Building,121 N 10th St,,West Columbia,TX,77486,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1578,"121 N 10th St, West Columbia, TX , 77486",07:00 AM-07:00 PM,,ho30831456,false,true,,,,poll7450879
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Precinct 4 Building,121 N 10th St,,West Columbia,TX,77486,13:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,1579,"121 N 10th St, West Columbia, TX , 77486",01:00 PM-06:00 PM,,ho30831456,false,true,,,,poll7450879
Brazoria County,ocd-division/country:us/state:tx/county:brazoria,http://www.brazoriacountyclerk.net/recorder/content/,(979) 864-1371,susanc@brazoria-county.com,,Precinct 4 Building,121 N 10th St,,West Columbia,TX,77486,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1580,"121 N 10th St, West Columbia, TX , 77486",07:00 AM-07:00 PM,,ho30831456,false,true,,,,poll7450879
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,,200 S Texas Ave,,Bryan,TX,77803,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1581,"200 S Texas Ave, Bryan, TX , 77803",08:00 AM-05:00 PM,,ho21085721,false,true,,,,poll13581136
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,,200 S Texas Ave,,Bryan,TX,77803,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,1582,"200 S Texas Ave, Bryan, TX , 77803",08:00 AM-08:00 PM,,ho21085721,false,true,,,,poll13581136
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,,200 S Texas Ave,,Bryan,TX,77803,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,1583,"200 S Texas Ave, Bryan, TX , 77803",10:00 AM-03:00 PM,,ho21085721,false,true,,,,poll13581136
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,,200 S Texas Ave,,Bryan,TX,77803,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,1584,"200 S Texas Ave, Bryan, TX , 77803",08:00 AM-08:00 PM,,ho21085721,false,true,,,,poll13581136
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Arena Hall,2906 Tabor Road,,Bryan,TX,77803,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1585,"2906 Tabor Road, Bryan, TX , 77803",08:00 AM-05:00 PM,,ho6271202,false,true,,,,poll14795392
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Arena Hall,2906 Tabor Road,,Bryan,TX,77803,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,1586,"2906 Tabor Road, Bryan, TX , 77803",08:00 AM-08:00 PM,,ho6271202,false,true,,,,poll14795392
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Arena Hall,2906 Tabor Road,,Bryan,TX,77803,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,1587,"2906 Tabor Road, Bryan, TX , 77803",10:00 AM-03:00 PM,,ho6271202,false,true,,,,poll14795392
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Arena Hall,2906 Tabor Road,,Bryan,TX,77803,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,1588,"2906 Tabor Road, Bryan, TX , 77803",08:00 AM-08:00 PM,,ho6271202,false,true,,,,poll14795392
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Galilee Baptist Church,804 N Logan,,Bryan,TX,77803,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1589,"804 N Logan, Bryan, TX , 77803",08:00 AM-05:00 PM,,ho97923822,false,true,,,,poll37852548
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Galilee Baptist Church,804 N Logan,,Bryan,TX,77803,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,1590,"804 N Logan, Bryan, TX , 77803",08:00 AM-08:00 PM,,ho97923822,false,true,,,,poll37852548
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Galilee Baptist Church,804 N Logan,,Bryan,TX,77803,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,1591,"804 N Logan, Bryan, TX , 77803",10:00 AM-03:00 PM,,ho97923822,false,true,,,,poll37852548
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Galilee Baptist Church,804 N Logan,,Bryan,TX,77803,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,1592,"804 N Logan, Bryan, TX , 77803",08:00 AM-08:00 PM,,ho97923822,false,true,,,,poll37852548
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,College Station Utilities Meeting & Training Facility,1603 Graham Road,,College Station,TX,77845,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1593,"1603 Graham Road, College Station, TX , 77845",08:00 AM-05:00 PM,,ho25244190,false,true,,,,poll80255266
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,College Station Utilities Meeting & Training Facility,1603 Graham Road,,College Station,TX,77845,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,1594,"1603 Graham Road, College Station, TX , 77845",08:00 AM-08:00 PM,,ho25244190,false,true,,,,poll80255266
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,College Station Utilities Meeting & Training Facility,1603 Graham Road,,College Station,TX,77845,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,1595,"1603 Graham Road, College Station, TX , 77845",10:00 AM-03:00 PM,,ho25244190,false,true,,,,poll80255266
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,College Station Utilities Meeting & Training Facility,1603 Graham Road,,College Station,TX,77845,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,1596,"1603 Graham Road, College Station, TX , 77845",08:00 AM-08:00 PM,,ho25244190,false,true,,,,poll80255266
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Memorial Student Center (MSC) âTexas A&M University,Rm 526,,College Station,TX,77845,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1597,"Rm 526, College Station, TX , 77845",08:00 AM-05:00 PM,,ho7025459,false,true,,,,poll27213126
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Memorial Student Center (MSC) âTexas A&M University,Rm 526,,College Station,TX,77845,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,1598,"Rm 526, College Station, TX , 77845",08:00 AM-08:00 PM,,ho7025459,false,true,,,,poll27213126
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Memorial Student Center (MSC) âTexas A&M University,Rm 526,,College Station,TX,77845,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,1599,"Rm 526, College Station, TX , 77845",10:00 AM-03:00 PM,,ho7025459,false,true,,,,poll27213126
Brazos County,ocd-division/country:us/state:tx/county:brazos,http://www.brazosvotes.org/,(979) 361-5770,thancock@brazoscountytx.gov,,Memorial Student Center (MSC) âTexas A&M University,Rm 526,,College Station,TX,77845,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,1600,"Rm 526, College Station, TX , 77845",08:00 AM-08:00 PM,,ho7025459,false,true,,,,poll27213126
Burnet County,ocd-division/country:us/state:tx/county:burnet,http://www.burnetcountytexas.org/default.aspx?name=elect.home,(512) 715-5288,electadmin@burnetcountytexas.org,,Marble Falls Courthouse South Annex,810 Steve Hawkins Pkwy,,Marble Falls,TX,78654,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-29-2016,1601,"810 Steve Hawkins Pkwy, Marble Falls, TX , 78654",08:00 AM-05:00 PM,,ho1853010,false,true,,,,poll72003462
Burnet County,ocd-division/country:us/state:tx/county:burnet,http://www.burnetcountytexas.org/default.aspx?name=elect.home,(512) 715-5288,electadmin@burnetcountytexas.org,,Marble Falls Courthouse South Annex,810 Steve Hawkins Pkwy,,Marble Falls,TX,78654,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1602,"810 Steve Hawkins Pkwy, Marble Falls, TX , 78654",07:00 AM-07:00 PM,,ho1853010,false,true,,,,poll72003462
Caldwell County,ocd-division/country:us/state:tx/county:caldwell,http://www.co.caldwell.tx.us/default.aspx?Caldwell_County/ElectionInformation,(512) 668-4347,pamela.ohlendorf@co.caldwell.tx.us,,,1403 Blackjack St.,Ste C,Lockhart,TX,78644,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1603,"1403 Blackjack St., Ste C, Lockhart, TX , 78644",08:00 AM-05:00 PM,,ho79105964,false,true,,,,poll46420618
Caldwell County,ocd-division/country:us/state:tx/county:caldwell,http://www.co.caldwell.tx.us/default.aspx?Caldwell_County/ElectionInformation,(512) 668-4347,pamela.ohlendorf@co.caldwell.tx.us,,,1403 Blackjack St.,Ste C,Lockhart,TX,78644,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,1604,"1403 Blackjack St., Ste C, Lockhart, TX , 78644",07:00 AM-07:00 PM,,ho79105964,false,true,,,,poll46420618
Caldwell County,ocd-division/country:us/state:tx/county:caldwell,http://www.co.caldwell.tx.us/default.aspx?Caldwell_County/ElectionInformation,(512) 668-4347,pamela.ohlendorf@co.caldwell.tx.us,,,1403 Blackjack St.,Ste C,Lockhart,TX,78644,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,1605,"1403 Blackjack St., Ste C, Lockhart, TX , 78644",10:00 AM-03:00 PM,,ho79105964,false,true,,,,poll46420618
Caldwell County,ocd-division/country:us/state:tx/county:caldwell,http://www.co.caldwell.tx.us/default.aspx?Caldwell_County/ElectionInformation,(512) 668-4347,pamela.ohlendorf@co.caldwell.tx.us,,,1403 Blackjack St.,Ste C,Lockhart,TX,78644,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,1606,"1403 Blackjack St., Ste C, Lockhart, TX , 78644",07:00 AM-07:00 PM,,ho79105964,false,true,,,,poll46420618
Callahan County,ocd-division/country:us/state:tx/county:callahan,http://www.co.callahan.tx.us/default.aspx?Callahan_County/Election,(325) 854-5815,clerk.info@callahancounty.org,,,100 W. 4th St.,Ste 104,Baird,TX,79504,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,1607,"100 W. 4th St., Ste 104, Baird, TX , 79504",08:00 AM-05:00 PM,,ho35218931,false,true,,,,poll57123029
