office_name,office_title,types,ocd_division,description,homepage,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Kearney County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kearney,Kearney County NE,http://www.kearneycounty.ne.gov/webpages/clerk/clerk.html,(308) 832-2723,clerk@kearney.nacone.org,424 N Colorado Ave.,Minden,NE,68959,08:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,284,"424 N Colorado Ave., Minden, NE 68959",,08:30 AM - 05:00 PM,,ho45399740,false,true,,,,poll57167709
Kearney County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kearney,Kearney County NE,http://www.kearneycounty.ne.gov/webpages/clerk/clerk.html,(308) 832-2723,clerk@kearney.nacone.org,424 N Colorado Ave.,Minden,NE,68959,08:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,285,"424 N Colorado Ave., Minden, NE 68959",,08:30 AM - 05:00 PM,,ho45399740,false,true,,,,poll57167709
Kearney County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kearney,Kearney County NE,http://www.kearneycounty.ne.gov/webpages/clerk/clerk.html,(308) 832-2723,clerk@kearney.nacone.org,424 N Colorado Ave.,Minden,NE,68959,08:30:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,286,"424 N Colorado Ave., Minden, NE 68959",,08:30 AM - 05:00 PM,,ho45399740,false,true,,,,poll57167709
Keith County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keith,Keith County NE,http://www.keithcountyne.gov/residents/election.php,(308) 284-4726,clerk@keithcountyne.gov,"511 N. Spruce, Ste 102",Ogallala,NE,69153,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16,287,"511 N. Spruce, Ste 102, Ogallala, NE 69153",,08:00 AM - 04:00 PM,,ho67178883,false,true,,,,poll79385724
Keith County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keith,Keith County NE,http://www.keithcountyne.gov/residents/election.php,(308) 284-4726,clerk@keithcountyne.gov,"511 N. Spruce, Ste 102",Ogallala,NE,69153,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16,288,"511 N. Spruce, Ste 102, Ogallala, NE 69153",,08:00 AM - 04:00 PM,,ho67178883,false,true,,,,poll79385724
Keith County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keith,Keith County NE,http://www.keithcountyne.gov/residents/election.php,(308) 284-4726,clerk@keithcountyne.gov,"511 N. Spruce, Ste 102",Ogallala,NE,69153,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16,289,"511 N. Spruce, Ste 102, Ogallala, NE 69153",,08:00 AM - 04:00 PM,,ho67178883,false,true,,,,poll79385724
Keith County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keith,Keith County NE,http://www.keithcountyne.gov/residents/election.php,(308) 284-4726,clerk@keithcountyne.gov,"511 N. Spruce, Ste 102",Ogallala,NE,69153,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16,290,"511 N. Spruce, Ste 102, Ogallala, NE 69153",,08:00 AM - 04:00 PM,,ho67178883,false,true,,,,poll79385724
Keith County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keith,Keith County NE,http://www.keithcountyne.gov/residents/election.php,(308) 284-4726,clerk@keithcountyne.gov,"511 N. Spruce, Ste 102",Ogallala,NE,69153,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16,291,"511 N. Spruce, Ste 102, Ogallala, NE 69153",,08:00 AM - 04:00 PM,,ho67178883,false,true,,,,poll79385724
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,08:00:00 - 05:00,12:00:00 - 05:00,10/11/16,10/14/16,292,"310 Courthouse Drive, Springview, NE 68778",,08:00 AM - 12:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,13:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,293,"310 Courthouse Drive, Springview, NE 68778",,01:00 PM - 05:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,08:00:00 - 05:00,12:00:00 - 05:00,10/17/16,10/21/16,294,"310 Courthouse Drive, Springview, NE 68778",,08:00 AM - 12:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,13:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,295,"310 Courthouse Drive, Springview, NE 68778",,01:00 PM - 05:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,08:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,296,"310 Courthouse Drive, Springview, NE 68778",,08:00 AM - 12:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,297,"310 Courthouse Drive, Springview, NE 68778",,01:00 PM - 05:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,08:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,298,"310 Courthouse Drive, Springview, NE 68778",,08:00 AM - 12:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,299,"310 Courthouse Drive, Springview, NE 68778",,01:00 PM - 05:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,08:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,300,"310 Courthouse Drive, Springview, NE 68778",,08:00 AM - 12:00 PM,,ho72185209,false,true,,,,poll76638002
Keya Paha County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:keya_paha,Keya Paha County NE,http://www.co.keya-paha.ne.us/election.html,(402) 497-3791,clerk@keyapaha.nacone.org,310 Courthouse Drive,Springview,NE,68778,13:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,301,"310 Courthouse Drive, Springview, NE 68778",,01:00 PM - 05:00 PM,,ho72185209,false,true,,,,poll76638002
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,302,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 05:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,16:00:00 - 06:00,10/15/16,10/15/16,303,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 04:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/20/16,304,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 05:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,16:00:00 - 06:00,10/21/16,10/21/16,305,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 04:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/27/16,306,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 05:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,16:00:00 - 06:00,10/28/16,10/28/16,307,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 04:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/3/16,308,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 05:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 06:00,16:00:00 - 06:00,11/4/16,11/4/16,309,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 04:00 PM,,ho27051126,false,true,,,,poll81480114
Kimball County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:kimball,Kimball County NE,http://www.co.kimball.ne.us/election.html,(308) 235-2241,clerk@kimball.nacone.org,"114 E Third St., Ste 6",Kimball,NE,69145,08:00:00 - 07:00,17:00:00 - 07:00,11/7/16,11/7/16,310,"114 E Third St., Ste 6, Kimball, NE 69145",,08:00 AM - 05:00 PM,,ho27051126,false,true,,,,poll81480114
Knox County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:knox,Knox County NE,http://www.co.knox.ne.us/election.html,(402) 288-5604,clerk@knox.nacone.org,206 Main St,Center,NE,68724,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,311,"206 Main St, Center, NE 68724",,08:30 AM - 04:30 PM,,ho31249091,false,true,,,,poll21807763
Knox County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:knox,Knox County NE,http://www.co.knox.ne.us/election.html,(402) 288-5604,clerk@knox.nacone.org,206 Main St,Center,NE,68724,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,312,"206 Main St, Center, NE 68724",,08:30 AM - 04:30 PM,,ho31249091,false,true,,,,poll21807763
Knox County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:knox,Knox County NE,http://www.co.knox.ne.us/election.html,(402) 288-5604,clerk@knox.nacone.org,206 Main St,Center,NE,68724,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,313,"206 Main St, Center, NE 68724",,08:30 AM - 04:30 PM,,ho31249091,false,true,,,,poll21807763
Knox County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:knox,Knox County NE,http://www.co.knox.ne.us/election.html,(402) 288-5604,clerk@knox.nacone.org,206 Main St,Center,NE,68724,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,314,"206 Main St, Center, NE 68724",,08:30 AM - 04:30 PM,,ho31249091,false,true,,,,poll21807763
Knox County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:knox,Knox County NE,http://www.co.knox.ne.us/election.html,(402) 288-5604,clerk@knox.nacone.org,206 Main St,Center,NE,68724,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,315,"206 Main St, Center, NE 68724",,08:30 AM - 04:30 PM,,ho31249091,false,true,,,,poll21807763
Lancaster County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:lancaster,Lancaster County NE,http://lancaster.ne.gov/election/,(402) 441-7311,dshively@lancaster.ne.gov,601 N. 46th Street,Lincoln,NE,68503,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,316,"601 N. 46th Street, Lincoln, NE 68503",,08:00 AM - 04:30 PM,,ho59703104,false,true,,,,poll95105262
Lancaster County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:lancaster,Lancaster County NE,http://lancaster.ne.gov/election/,(402) 441-7311,dshively@lancaster.ne.gov,601 N. 46th Street,Lincoln,NE,68503,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,317,"601 N. 46th Street, Lincoln, NE 68503",,08:00 AM - 04:30 PM,,ho59703104,false,true,,,,poll95105262
Lancaster County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:lancaster,Lancaster County NE,http://lancaster.ne.gov/election/,(402) 441-7311,dshively@lancaster.ne.gov,601 N. 46th Street,Lincoln,NE,68503,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,318,"601 N. 46th Street, Lincoln, NE 68503",,08:00 AM - 04:30 PM,,ho59703104,false,true,,,,poll95105262
Lancaster County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:lancaster,Lancaster County NE,http://lancaster.ne.gov/election/,(402) 441-7311,dshively@lancaster.ne.gov,601 N. 46th Street,Lincoln,NE,68503,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,319,"601 N. 46th Street, Lincoln, NE 68503",,08:00 AM - 04:30 PM,,ho59703104,false,true,,,,poll95105262
Lancaster County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:lancaster,Lancaster County NE,http://lancaster.ne.gov/election/,(402) 441-7311,dshively@lancaster.ne.gov,601 N. 46th Street,Lincoln,NE,68503,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,320,"601 N. 46th Street, Lincoln, NE 68503",,08:00 AM - 04:30 PM,,ho59703104,false,true,,,,poll95105262
Lincoln County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:lincoln,Lincoln County NE,http://co.lincoln.ne.us/electioncomm,"(308) 534-4350, ext. 110",clerk@co.lincoln.ne.us,"301 N Jeffers, Room 101",North Platte,NE,69101,09:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,321,"301 N Jeffers, Room 101, North Platte, NE 69101",,09:00 AM - 05:00 PM,,ho13841787,false,true,,,,poll62171490
Lincoln County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:lincoln,Lincoln County NE,http://co.lincoln.ne.us/electioncomm,"(308) 534-4350, ext. 110",clerk@co.lincoln.ne.us,"301 N Jeffers, Room 101",North Platte,NE,69101,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,322,"301 N Jeffers, Room 101, North Platte, NE 69101",,09:00 AM - 05:00 PM,,ho13841787,false,true,,,,poll62171490
Lincoln County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:lincoln,Lincoln County NE,http://co.lincoln.ne.us/electioncomm,"(308) 534-4350, ext. 110",clerk@co.lincoln.ne.us,"301 N Jeffers, Room 101",North Platte,NE,69101,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,323,"301 N Jeffers, Room 101, North Platte, NE 69101",,09:00 AM - 05:00 PM,,ho13841787,false,true,,,,poll62171490
Lincoln County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:lincoln,Lincoln County NE,http://co.lincoln.ne.us/electioncomm,"(308) 534-4350, ext. 110",clerk@co.lincoln.ne.us,"301 N Jeffers, Room 101",North Platte,NE,69101,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,324,"301 N Jeffers, Room 101, North Platte, NE 69101",,09:00 AM - 05:00 PM,,ho13841787,false,true,,,,poll62171490
Lincoln County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:lincoln,Lincoln County NE,http://co.lincoln.ne.us/electioncomm,"(308) 534-4350, ext. 110",clerk@co.lincoln.ne.us,"301 N Jeffers, Room 101",North Platte,NE,69101,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,325,"301 N Jeffers, Room 101, North Platte, NE 69101",,09:00 AM - 05:00 PM,,ho13841787,false,true,,,,poll62171490
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,08:00:00 - 05:00,12:00:00 - 05:00,10/11/16,10/14/16,326,"317 Main St., Stapleton, NE 69163",,08:00 AM - 12:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,13:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16,327,"317 Main St., Stapleton, NE 69163",,01:00 PM - 04:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,08:00:00 - 05:00,12:00:00 - 05:00,10/17/16,10/21/16,328,"317 Main St., Stapleton, NE 69163",,08:00 AM - 12:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,13:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,329,"317 Main St., Stapleton, NE 69163",,01:00 PM - 04:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,08:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,330,"317 Main St., Stapleton, NE 69163",,08:00 AM - 12:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,13:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,331,"317 Main St., Stapleton, NE 69163",,01:00 PM - 04:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,08:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,332,"317 Main St., Stapleton, NE 69163",,08:00 AM - 12:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,13:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,333,"317 Main St., Stapleton, NE 69163",,01:00 PM - 04:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,08:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,334,"317 Main St., Stapleton, NE 69163",,08:00 AM - 12:00 PM,,ho27489913,false,true,,,,poll7150781
Logan County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:logan,Logan County NE,http://www.stapleton-ne.com/logan-county-courthouse,(308) 636-2311,clerk@logan.nacone.org,317 Main St.,Stapleton,NE,69163,13:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,335,"317 Main St., Stapleton, NE 69163",,01:00 PM - 04:00 PM,,ho27489913,false,true,,,,poll7150781
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/11/16,10/13/16,336,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,13:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/13/16,337,"408 4th St., Taylor, NE 68879",,01:00 PM - 05:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/14/16,10/14/16,338,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/17/16,10/20/16,339,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,13:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/20/16,340,"408 4th St., Taylor, NE 68879",,01:00 PM - 05:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/21/16,10/21/16,341,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/24/16,10/24/16,342,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,13:00:00 - 05:00,17:00:00 - 05:00,10/27/16,10/27/16,343,"408 4th St., Taylor, NE 68879",,01:00 PM - 05:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/28/16,10/28/16,344,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,13:00:00 - 05:00,18:00:00 - 05:00,10/28/16,10/28/16,345,"408 4th St., Taylor, NE 68879",,01:00 PM - 06:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/3/16,346,"408 4th St., Taylor, NE 68879",,01:00 PM - 05:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,10/31/16,11/3/16,347,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 05:00,12:00:00 - 05:00,11/4/16,11/4/16,348,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
Loup County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:loup,Loup County NE,http://www.co.loup.ne.us/election.html,(308) 942-3135,clerk@loup.nacone.org,408 4th St.,Taylor,NE,68879,08:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,349,"408 4th St., Taylor, NE 68879",,08:30 AM - 12:00 PM,,ho99475891,false,true,,,,poll48830597
