county,officer,email,blank,phone,fax,address_one,address_two,city,state,zip,times,start_date,end_date,time_zone,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,9:00-12:00 (Mountain),10/11/2016,10/14/2016,mountain,191,"208 E Harper St, Tribune, KS 67879",,9:00 AM-12:00 PM,,ho70110386,false,True,,,,poll0191
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,1:00-5:00 (Mountain),10/11/2016,10/14/2016,mountain,192,"208 E Harper St, Tribune, KS 67879",,1:00 AM-5:00 PM,,ho70110386,false,True,,,,poll0192
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,9:00-12:00 (Mountain),10/17/2016,10/21/2016,mountain,193,"208 E Harper St, Tribune, KS 67879",,9:00 AM-12:00 PM,,ho70110386,false,True,,,,poll0193
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,1:00-5:00 (Mountain),10/17/2016,10/21/2016,mountain,194,"208 E Harper St, Tribune, KS 67879",,1:00 AM-5:00 PM,,ho70110386,false,True,,,,poll0194
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,9:00-12:00 (Mountain),10/24/2016,10/28/2016,mountain,195,"208 E Harper St, Tribune, KS 67879",,9:00 AM-12:00 PM,,ho70110386,false,True,,,,poll0195
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,1:00-5:00 (Mountain),10/24/2016,10/28/2016,mountain,196,"208 E Harper St, Tribune, KS 67879",,1:00 AM-5:00 PM,,ho70110386,false,True,,,,poll0196
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,9:00-12:00 (Mountain),10/31/2016,11/4/2016,mountain,197,"208 E Harper St, Tribune, KS 67879",,9:00 AM-12:00 PM,,ho70110386,false,True,,,,poll0197
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,1:00-5:00 (Mountain),10/31/2016,11/4/2016,mountain,198,"208 E Harper St, Tribune, KS 67879",,1:00 AM-5:00 PM,,ho70110386,false,True,,,,poll0198
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,9:00-12:00 (Mountain),11/7/2016,11/7/2016,mountain,199,"208 E Harper St, Tribune, KS 67879",,9:00 AM-12:00 PM,,ho70110386,false,True,,,,poll0199
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,Tribune,KS,67879,1:00-5:00 (Mountain),11/7/2016,11/7/2016,mountain,200,"208 E Harper St, Tribune, KS 67879",,1:00 AM-5:00 PM,,ho70110386,false,True,,,,poll0200
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,Eureka,KS,67045,8:00-5:00,10/11/2016,10/14/2016,central,201,"311 N Main, Eureka, KS 67045",,8:00 AM-5:00 PM,,ho36479759,false,True,,,,poll0201
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,Eureka,KS,67045,8:00-5:00,10/17/2016,10/21/2016,central,202,"311 N Main, Eureka, KS 67045",,8:00 AM-5:00 PM,,ho36479759,false,True,,,,poll0202
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,Eureka,KS,67045,8:00-5:00,10/24/2016,10/28/2016,central,203,"311 N Main, Eureka, KS 67045",,8:00 AM-5:00 PM,,ho36479759,false,True,,,,poll0203
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,Eureka,KS,67045,8:00-5:00,10/31/2016,11/4/2016,central,204,"311 N Main, Eureka, KS 67045",,8:00 AM-5:00 PM,,ho36479759,false,True,,,,poll0204
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,Eureka,KS,67045,8:00-5:00,11/7/2016,11/7/2016,central,205,"311 N Main, Eureka, KS 67045",,8:00 AM-5:00 PM,,ho36479759,false,True,,,,poll0205
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,Syracuse,KS,67878,8:30-4:30 (Mountain),10/11/2016,10/14/2016,mountain,206,"219 N Main St, Syracuse, KS 67878",,8:30 AM-4:30 PM,,ho73486943,false,True,,,,poll0206
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,Syracuse,KS,67878,8:30-4:30 (Mountain),10/17/2016,10/21/2016,mountain,207,"219 N Main St, Syracuse, KS 67878",,8:30 AM-4:30 PM,,ho73486943,false,True,,,,poll0207
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,Syracuse,KS,67878,8:30-4:30 (Mountain),10/24/2016,10/28/2016,mountain,208,"219 N Main St, Syracuse, KS 67878",,8:30 AM-4:30 PM,,ho73486943,false,True,,,,poll0208
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,Syracuse,KS,67878,8:30-4:30 (Mountain),10/31/2016,11/4/2016,mountain,209,"219 N Main St, Syracuse, KS 67878",,8:30 AM-4:30 PM,,ho73486943,false,True,,,,poll0209
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,Syracuse,KS,67878,8:30-4:30 (Mountain),11/7/2016,11/7/2016,mountain,210,"219 N Main St, Syracuse, KS 67878",,8:30 AM-4:30 PM,,ho73486943,false,True,,,,poll0210
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,8:00-12:00 ,10/11/2016,10/14/2016,central,211,"201 N Jennings Avenue, Anthony, KS 67003",,8:00 AM-12:00 PM,,ho5482228,false,True,,,,poll0211
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,1:00-5:00,10/11/2016,10/14/2016,central,212,"201 N Jennings Avenue, Anthony, KS 67003",,1:00 AM-5:00 PM,,ho5482228,false,True,,,,poll0212
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,8:00-12:00 ,10/17/2016,10/21/2016,central,213,"201 N Jennings Avenue, Anthony, KS 67003",,8:00 AM-12:00 PM,,ho5482228,false,True,,,,poll0213
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,1:00-5:00,10/17/2016,10/21/2016,central,214,"201 N Jennings Avenue, Anthony, KS 67003",,1:00 AM-5:00 PM,,ho5482228,false,True,,,,poll0214
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,8:00-12:00 ,10/24/2016,10/28/2016,central,215,"201 N Jennings Avenue, Anthony, KS 67003",,8:00 AM-12:00 PM,,ho5482228,false,True,,,,poll0215
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,1:00-5:00,10/24/2016,10/28/2016,central,216,"201 N Jennings Avenue, Anthony, KS 67003",,1:00 AM-5:00 PM,,ho5482228,false,True,,,,poll0216
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,8:00-12:00 ,10/31/2016,11/4/2016,central,217,"201 N Jennings Avenue, Anthony, KS 67003",,8:00 AM-12:00 PM,,ho5482228,false,True,,,,poll0217
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,1:00-5:00,10/31/2016,11/4/2016,central,218,"201 N Jennings Avenue, Anthony, KS 67003",,1:00 AM-5:00 PM,,ho5482228,false,True,,,,poll0218
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,8:00-12:00 ,11/7/2016,11/7/2016,central,219,"201 N Jennings Avenue, Anthony, KS 67003",,8:00 AM-12:00 PM,,ho5482228,false,True,,,,poll0219
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,Anthony,KS,67003,1:00-5:00,11/7/2016,11/7/2016,central,220,"201 N Jennings Avenue, Anthony, KS 67003",,1:00 AM-5:00 PM,,ho5482228,false,True,,,,poll0220
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,Newton,KS,67114,8:00-5:00,10/11/2016,11/7/2016,central,221,"800 N Main St, Newton, KS 67114",,8:00 AM-5:00 PM,,ho82388413,false,True,,,,poll0221
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,Newton,KS,67114,8:00-5:00,10/17/2016,10/21/2016,central,223,"800 N Main St, Newton, KS 67114",,8:00 AM-5:00 PM,,ho82388413,false,True,,,,poll0223
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,Newton,KS,67114,8:00-5:00,10/24/2016,10/28/2016,central,224,"800 N Main St, Newton, KS 67114",,8:00 AM-5:00 PM,,ho82388413,false,True,,,,poll0224
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,Newton,KS,67114,8:00-5:00,10/31/2016,11/4/2016,central,225,"800 N Main St, Newton, KS 67114",,8:00 AM-5:00 PM,,ho82388413,false,True,,,,poll0225
HASKELL,Pam Carrion,hspc@unitedwireless.com,,6206752263,6206752681,300 Inman St,,Sublette,KS,67877,9:00-5:00,11/7/2016,11/7/2016,central,226,"300 Inman St, Sublette, KS 67877",,9:00 AM-5:00 PM,,ho24914065,false,True,,,,poll0226
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,9:00-12:00,10/11/2016,10/14/2016,central,227,"500 Main, Jetmore, KS 67854",,9:00 AM-12:00 PM,,ho45754666,false,True,,,,poll0227
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,1:00-5:00,10/11/2016,10/14/2016,central,228,"500 Main, Jetmore, KS 67854",,1:00 AM-5:00 PM,,ho45754666,false,True,,,,poll0228
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,9:00-12:00,10/17/2016,10/21/2016,central,229,"500 Main, Jetmore, KS 67854",,9:00 AM-12:00 PM,,ho45754666,false,True,,,,poll0229
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,1:00-5:00,10/17/2016,10/21/2016,central,230,"500 Main, Jetmore, KS 67854",,1:00 AM-5:00 PM,,ho45754666,false,True,,,,poll0230
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,9:00-12:00,10/24/2016,10/28/2016,central,231,"500 Main, Jetmore, KS 67854",,9:00 AM-12:00 PM,,ho45754666,false,True,,,,poll0231
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,1:00-5:00,10/24/2016,10/28/2016,central,232,"500 Main, Jetmore, KS 67854",,1:00 AM-5:00 PM,,ho45754666,false,True,,,,poll0232
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,9:00-12:00,10/31/2016,11/4/2016,central,233,"500 Main, Jetmore, KS 67854",,9:00 AM-12:00 PM,,ho45754666,false,True,,,,poll0233
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,1:00-5:00,10/31/2016,11/4/2016,central,234,"500 Main, Jetmore, KS 67854",,1:00 AM-5:00 PM,,ho45754666,false,True,,,,poll0234
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,9:00-12:00,11/7/2016,11/7/2016,central,235,"500 Main, Jetmore, KS 67854",,9:00 AM-12:00 PM,,ho45754666,false,True,,,,poll0235
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,Jetmore,KS,67854,1:00-5:00,11/7/2016,11/7/2016,central,236,"500 Main, Jetmore, KS 67854",,1:00 AM-5:00 PM,,ho45754666,false,True,,,,poll0236
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,Holton,KS,66436,8:00-4:30,10/11/2016,10/14/2016,central,237,"400 New York, Holton, KS 66436",,8:00 AM-4:30 PM,,ho85119386,false,True,,,,poll0237
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,Holton,KS,66436,8:00-4:30,10/17/2016,10/21/2016,central,238,"400 New York, Holton, KS 66436",,8:00 AM-4:30 PM,,ho85119386,false,True,,,,poll0238
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,Holton,KS,66436,8:00-4:30,10/24/2016,10/28/2016,central,239,"400 New York, Holton, KS 66436",,8:00 AM-4:30 PM,,ho85119386,false,True,,,,poll0239
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,Holton,KS,66436,8:00-4:30,10/31/2016,11/4/2016,central,240,"400 New York, Holton, KS 66436",,8:00 AM-4:30 PM,,ho85119386,false,True,,,,poll0240
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,Holton,KS,66436,8:00-4:30,11/7/2016,11/7/2016,central,241,"400 New York, Holton, KS 66436",,8:00 AM-4:30 PM,,ho85119386,false,True,,,,poll0241
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,Oskaloosa,KS,66066,8:00-4:30,10/11/2016,10/14/2016,central,242,"300 Jefferson St, Oskaloosa, KS 66066",,8:00 AM-4:30 PM,,ho95871056,false,True,,,,poll0242
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,Oskaloosa,KS,66066,8:00-4:30,10/17/2016,10/21/2016,central,243,"300 Jefferson St, Oskaloosa, KS 66066",,8:00 AM-4:30 PM,,ho95871056,false,True,,,,poll0243
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,Oskaloosa,KS,66066,8:00-4:30,10/24/2016,10/28/2016,central,244,"300 Jefferson St, Oskaloosa, KS 66066",,8:00 AM-4:30 PM,,ho95871056,false,True,,,,poll0244
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,Oskaloosa,KS,66066,8:00-4:30,10/31/2016,11/4/2016,central,245,"300 Jefferson St, Oskaloosa, KS 66066",,8:00 AM-4:30 PM,,ho95871056,false,True,,,,poll0245
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,Oskaloosa,KS,66066,8:00-4:30,11/7/2016,11/7/2016,central,246,"300 Jefferson St, Oskaloosa, KS 66066",,8:00 AM-4:30 PM,,ho95871056,false,True,,,,poll0246
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,8:30-12:00,10/11/2016,10/14/2016,central,247,"307 N Commercial, Mankato, KS 66956",,8:30 AM-12:00 PM,,ho31269569,false,True,,,,poll0247
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,1:00-4:30,10/11/2016,10/14/2016,central,248,"307 N Commercial, Mankato, KS 66956",,1:00 AM-4:30 PM,,ho31269569,false,True,,,,poll0248
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,8:30-12:00,10/17/2016,10/21/2016,central,249,"307 N Commercial, Mankato, KS 66956",,8:30 AM-12:00 PM,,ho31269569,false,True,,,,poll0249
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,1:00-4:30,10/17/2016,10/21/2016,central,250,"307 N Commercial, Mankato, KS 66956",,1:00 AM-4:30 PM,,ho31269569,false,True,,,,poll0250
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,8:30-12:00,10/24/2016,10/28/2016,central,251,"307 N Commercial, Mankato, KS 66956",,8:30 AM-12:00 PM,,ho31269569,false,True,,,,poll0251
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,1:00-4:30,10/24/2016,10/28/2016,central,252,"307 N Commercial, Mankato, KS 66956",,1:00 AM-4:30 PM,,ho31269569,false,True,,,,poll0252
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,8:30-12:00,10/31/2016,11/4/2016,central,253,"307 N Commercial, Mankato, KS 66956",,8:30 AM-12:00 PM,,ho31269569,false,True,,,,poll0253
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,1:00-4:30,10/31/2016,11/4/2016,central,254,"307 N Commercial, Mankato, KS 66956",,1:00 AM-4:30 PM,,ho31269569,false,True,,,,poll0254
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,8:30-12:00,11/7/2016,11/7/2016,central,255,"307 N Commercial, Mankato, KS 66956",,8:30 AM-12:00 PM,,ho31269569,false,True,,,,poll0255
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,Mankato,KS,66956,1:00-4:30,11/7/2016,11/7/2016,central,256,"307 N Commercial, Mankato, KS 66956",,1:00 AM-4:30 PM,,ho31269569,false,True,,,,poll0256
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,Olathe,KS,66061,8:00-5:00,10/11/2016,10/14/2016,central,257,"2101 E Kansas City Rd, Olathe, KS 66061",,8:00 AM-5:00 PM,,ho65784832,false,True,,,,poll0257
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,Olathe,KS,66061,8:00-5:00,10/17/2016,10/21/2016,central,258,"2101 E Kansas City Rd, Olathe, KS 66061",,8:00 AM-5:00 PM,,ho65784832,false,True,,,,poll0258
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,Olathe,KS,66061,8:00-5:00,10/24/2016,10/28/2016,central,259,"2101 E Kansas City Rd, Olathe, KS 66061",,8:00 AM-5:00 PM,,ho65784832,false,True,,,,poll0259
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,Olathe,KS,66061,8:00-5:00,10/31/2016,11/4/2016,central,260,"2101 E Kansas City Rd, Olathe, KS 66061",,8:00 AM-5:00 PM,,ho65784832,false,True,,,,poll0260
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,Olathe,KS,66061,8:00-5:00,11/7/2016,11/7/2016,central,261,"2101 E Kansas City Rd, Olathe, KS 66061",,8:00 AM-5:00 PM,,ho65784832,false,True,,,,poll0261
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,Lakin,KS,67860,8:00-5:00,10/11/2016,10/14/2016,central,262,"304 N Main St, Lakin, KS 67860",,8:00 AM-5:00 PM,,ho48011121,false,True,,,,poll0262
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,Lakin,KS,67860,8:00-5:00,10/17/2016,10/21/2016,central,263,"304 N Main St, Lakin, KS 67860",,8:00 AM-5:00 PM,,ho48011121,false,True,,,,poll0263
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,Lakin,KS,67860,8:00-5:00,10/24/2016,10/28/2016,central,264,"304 N Main St, Lakin, KS 67860",,8:00 AM-5:00 PM,,ho48011121,false,True,,,,poll0264
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,Lakin,KS,67860,8:00-5:00,10/31/2016,11/4/2016,central,265,"304 N Main St, Lakin, KS 67860",,8:00 AM-5:00 PM,,ho48011121,false,True,,,,poll0265
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,Lakin,KS,67860,8:00-5:00,11/7/2016,11/7/2016,central,266,"304 N Main St, Lakin, KS 67860",,8:00 AM-5:00 PM,,ho48011121,false,True,,,,poll0266
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,Kingman,KS,67068,8:00-5:00,10/11/2016,10/14/2016,central,267,"130 N Spruce, Kingman, KS 67068",,8:00 AM-5:00 PM,,ho73638989,false,True,,,,poll0267
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,Kingman,KS,67068,8:00-5:00,10/17/2016,10/21/2016,central,268,"130 N Spruce, Kingman, KS 67068",,8:00 AM-5:00 PM,,ho73638989,false,True,,,,poll0268
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,Kingman,KS,67068,8:00-5:00,10/24/2016,10/28/2016,central,269,"130 N Spruce, Kingman, KS 67068",,8:00 AM-5:00 PM,,ho73638989,false,True,,,,poll0269
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,Kingman,KS,67068,8:00-5:00,10/31/2016,11/4/2016,central,270,"130 N Spruce, Kingman, KS 67068",,8:00 AM-5:00 PM,,ho73638989,false,True,,,,poll0270
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,Kingman,KS,67068,8:00-5:00,11/7/2016,11/7/2016,central,271,"130 N Spruce, Kingman, KS 67068",,8:00 AM-5:00 PM,,ho73638989,false,True,,,,poll0271
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,8:30-12:00,10/11/2016,10/14/2016,central,272,"211 East Florida Avenue, Greensburg, KS 67054",,8:30 AM-12:00 PM,,ho24892030,false,True,,,,poll0272
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,1:00-5:00,10/11/2016,10/14/2016,central,273,"211 East Florida Avenue, Greensburg, KS 67054",,1:00 AM-5:00 PM,,ho24892030,false,True,,,,poll0273
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,8:30-12:00,10/17/2016,10/21/2016,central,274,"211 East Florida Avenue, Greensburg, KS 67054",,8:30 AM-12:00 PM,,ho24892030,false,True,,,,poll0274
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,1:00-5:00,10/17/2016,10/21/2016,central,275,"211 East Florida Avenue, Greensburg, KS 67054",,1:00 AM-5:00 PM,,ho24892030,false,True,,,,poll0275
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,8:30-12:00,10/24/2016,10/28/2016,central,276,"211 East Florida Avenue, Greensburg, KS 67054",,8:30 AM-12:00 PM,,ho24892030,false,True,,,,poll0276
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,1:00-5:00,10/24/2016,10/28/2016,central,277,"211 East Florida Avenue, Greensburg, KS 67054",,1:00 AM-5:00 PM,,ho24892030,false,True,,,,poll0277
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,8:30-12:00,10/31/2016,11/4/2016,central,278,"211 East Florida Avenue, Greensburg, KS 67054",,8:30 AM-12:00 PM,,ho24892030,false,True,,,,poll0278
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,1:00-5:00,10/31/2016,11/4/2016,central,279,"211 East Florida Avenue, Greensburg, KS 67054",,1:00 AM-5:00 PM,,ho24892030,false,True,,,,poll0279
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,8:30-12:00,11/7/2016,11/7/2016,central,280,"211 East Florida Avenue, Greensburg, KS 67054",,8:30 AM-12:00 PM,,ho24892030,false,True,,,,poll0280
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,Greensburg,KS,67054,1:00-5:00,11/7/2016,11/7/2016,central,281,"211 East Florida Avenue, Greensburg, KS 67054",,1:00 AM-5:00 PM,,ho24892030,false,True,,,,poll0281
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,Oswego,KS,67356,8:00-5:00,10/11/2016,10/14/2016,central,282,"501 Merchant St #9, Oswego, KS 67356",,8:00 AM-5:00 PM,,ho87186618,false,True,,,,poll0282
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,Oswego,KS,67356,8:00-5:00,10/17/2016,10/21/2016,central,283,"501 Merchant St #9, Oswego, KS 67356",,8:00 AM-5:00 PM,,ho87186618,false,True,,,,poll0283
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,Oswego,KS,67356,8:00-5:00,10/24/2016,10/28/2016,central,284,"501 Merchant St #9, Oswego, KS 67356",,8:00 AM-5:00 PM,,ho87186618,false,True,,,,poll0284
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,Oswego,KS,67356,8:00-5:00,10/31/2016,11/4/2016,central,285,"501 Merchant St #9, Oswego, KS 67356",,8:00 AM-5:00 PM,,ho87186618,false,True,,,,poll0285
