county,officer,email,blank,phone,fax,address_one,address_two,dirs,city,state,zip,start_time,end_time,start_date,end_date,time_zone,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124.0,311 N Main,,,Eureka,KS,67045,8:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,,161,"311 N Main, Eureka, KS 67045",,08:30 AM - 04:30 PM,,ho36479759,false,true,,,,poll36479759
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124.0,311 N Main,,,Eureka,KS,67045,8:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,,162,"311 N Main, Eureka, KS 67045",,08:30 AM - 04:30 PM,,ho36479759,false,true,,,,poll36479759
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124.0,311 N Main,,,Eureka,KS,67045,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,163,"311 N Main, Eureka, KS 67045",,08:30 AM - 12:00 PM,,ho36479759,false,true,,,,poll36479759
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853.0,219 N Main St,,,Syracuse,KS,67878,8:00:00 - 06:00,16:30:00 - 06:00,10/31/16,11/4/16,mountain,,164,"219 N Main St, Syracuse, KS 67878",,08:00 AM - 04:30 PM,,ho73486943,false,true,,,,poll73486943
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853.0,219 N Main St,,,Syracuse,KS,67878,8:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,mountain,,165,"219 N Main St, Syracuse, KS 67878",,08:00 AM - 12:00 PM,,ho73486943,false,true,,,,poll73486943
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455.0,201 N Jennings Avenue,,,Anthony,KS,67003,8:00:00 - 05:00,17:00:00 - 05:00,11/1/16,11/4/16,central,,166,"201 N Jennings Avenue, Anthony, KS 67003",,08:00 AM - 05:00 PM,,ho5482228,false,true,,,,poll5482228
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455.0,201 N Jennings Avenue,,,Anthony,KS,67003,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,167,"201 N Jennings Avenue, Anthony, KS 67003",,08:00 AM - 12:00 PM,,ho5482228,false,true,,,,poll5482228
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856.0,800 N Main St,,,Newton,KS,67114,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,168,"800 N Main St, Newton, KS 67114",,08:00 AM - 12:00 PM,,ho82388413,false,true,,,,poll82388413
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856.0,800 N Main St,,,Newton,KS,67114,8:00:00 - 05:00,17:00:00 - 05:00,10/25/16,10/28/16,central,,169,"800 N Main St, Newton, KS 67114",,08:00 AM - 05:00 PM,,ho82388413,false,true,,,,poll82388413
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856.0,800 N Main St,,,Newton,KS,67114,9:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,central,,170,"800 N Main St, Newton, KS 67114",,09:00 AM - 02:00 PM,,ho82388413,false,true,,,,poll82388413
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856.0,800 N Main St,,,Newton,KS,67114,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,171,"800 N Main St, Newton, KS 67114",,08:00 AM - 05:00 PM,,ho82388413,false,true,,,,poll82388413
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856.0,800 N Main St,,,Newton,KS,67114,9:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,central,,172,"800 N Main St, Newton, KS 67114",,09:00 AM - 02:00 PM,,ho82388413,false,true,,,,poll82388413
HASKELL,Pam Carrion,hspc@unitedwireless.com,,6206752263,6206752681.0,300 Inman St,,,Sublette,KS,67877,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,173,"300 Inman St, Sublette, KS 67877",,09:00 AM - 12:00 PM,,ho24914065,false,true,,,,poll24914065
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,13:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,begin: 10-19-16. 9 - 12 and 1 - 5. Close at noon on the 7th ,174,"500 Main, Jetmore, KS 67854",,01:00 PM - 05:00 PM,,ho45754666,false,true,,,,poll45754666
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,9:00:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,,175,"500 Main, Jetmore, KS 67854",,09:00 AM - 12:00 PM,,ho45754666,false,true,,,,poll45754666
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,176,"500 Main, Jetmore, KS 67854",,01:00 PM - 05:00 PM,,ho45754666,false,true,,,,poll45754666
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,9:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,,177,"500 Main, Jetmore, KS 67854",,09:00 AM - 12:00 PM,,ho45754666,false,true,,,,poll45754666
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,178,"500 Main, Jetmore, KS 67854",,01:00 PM - 05:00 PM,,ho45754666,false,true,,,,poll45754666
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,9:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,central,,179,"500 Main, Jetmore, KS 67854",,09:00 AM - 12:00 PM,,ho45754666,false,true,,,,poll45754666
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313.0,500 Main,,,Jetmore,KS,67854,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,180,"500 Main, Jetmore, KS 67854",,09:00 AM - 12:00 PM,,ho45754666,false,true,,,,poll45754666
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,400 New York,,,Holton,KS,66436,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,"courthouse begins 10/19 8 - 4:30 and close at noon on the 7th. 2 Satellite sites: Potawatomi Senior Center Reservation 15372 K Rd. Mayetta 66509 on Oct 26 from 10 - 6. Also, Highland Community College Holton Site 430 South Arizona St. Holton 64636 on Nov 1 & 2 from 8 - 8. ",181,"400 New York, Holton, KS 66436",,08:00 AM - 04:30 PM,,ho85119386,false,true,,,,poll85119386
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,400 New York,,,Holton,KS,66436,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,,182,"400 New York, Holton, KS 66436",,08:00 AM - 04:30 PM,,ho85119386,false,true,,,,poll85119386
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,400 New York,,,Holton,KS,66436,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,,183,"400 New York, Holton, KS 66436",,08:00 AM - 04:30 PM,,ho85119386,false,true,,,,poll85119386
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,400 New York,,,Holton,KS,66436,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,184,"400 New York, Holton, KS 66436",,08:00 AM - 12:00 PM,,ho85119386,false,true,,,,poll85119386
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,15372 K Rd.,,,Mayetta,KS,66509,10:00:00 - 05:00,18:00:00 - 05:00,10/26/16,10/26/16,central,,185,"15372 K Rd., Mayetta, KS 66509",,10:00 AM - 06:00 PM,,ho80717808,false,true,,,,poll80717808
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,430 South Arizona St.,,,Holton,KS,64636,8:00:00 - 06:00,18:00:00 - 05:00,11/1/16,11/2/16,central,,186,"430 South Arizona St., Holton, KS 64636",,08:00 AM - 06:00 PM,,ho74278432,false,true,,,,poll74278432
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204.0,606 W Main St,,,Highland,KS,66035,8:00:00 - 06:00,20:00:00 - 05:00,11/2/16,11/3/16,central,,187,"606 W Main St, Highland, KS 66035",,08:00 AM - 08:00 PM,,ho38418722,false,true,,,,poll38418722
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135.0,300 Jefferson St,,,Oskaloosa,KS,66066,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,10-24-2016. 8 - 4:30. end at noon on the 7th ,188,"300 Jefferson St, Oskaloosa, KS 66066",,08:00 AM - 04:30 PM,,ho95871056,false,true,,,,poll95871056
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135.0,300 Jefferson St,,,Oskaloosa,KS,66066,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,,189,"300 Jefferson St, Oskaloosa, KS 66066",,08:00 AM - 04:30 PM,,ho95871056,false,true,,,,poll95871056
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135.0,300 Jefferson St,,,Oskaloosa,KS,66066,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,190,"300 Jefferson St, Oskaloosa, KS 66066",,08:00 AM - 12:00 PM,,ho95871056,false,true,,,,poll95871056
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,Hope to begin on: 10-19-2016. 8:30 - noon and 1:30 - 4:30. On  nov 1 will extend hours from  8 - 530. Close on Nov 7 at noon.  ,191,"307 N Commercial, Mankato, KS 66956",,01:30 PM - 04:30 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,,192,"307 N Commercial, Mankato, KS 66956",,08:30 AM - 12:00 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,,193,"307 N Commercial, Mankato, KS 66956",,01:30 PM - 04:30 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,,194,"307 N Commercial, Mankato, KS 66956",,08:30 AM - 12:00 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,10/31/16,10/31/16,central,,195,"307 N Commercial, Mankato, KS 66956",,01:30 PM - 04:30 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,10/31/16,10/31/16,central,,196,"307 N Commercial, Mankato, KS 66956",,08:30 AM - 12:00 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,11/1/16,11/1/16,central,,197,"307 N Commercial, Mankato, KS 66956",,08:30 AM - 12:00 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,11/1/16,11/1/16,central,,198,"307 N Commercial, Mankato, KS 66956",,01:30 PM - 04:30 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,11/2/16,11/4/16,central,,199,"307 N Commercial, Mankato, KS 66956",,08:30 AM - 12:00 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,11/2/16,11/4/16,central,,200,"307 N Commercial, Mankato, KS 66956",,01:30 PM - 04:30 PM,,ho31269569,false,true,,,,poll31269569
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037.0,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,201,"307 N Commercial, Mankato, KS 66956",,08:30 AM - 12:00 PM,,ho31269569,false,true,,,,poll31269569
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753.0,2101 E Kansas City Rd,,,Olathe,KS,66061,8:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,,202,"2101 E Kansas City Rd, Olathe, KS 66061",,08:00 AM - 07:00 PM,,ho65784832,false,true,,,,poll65784832
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753.0,2101 E Kansas City Rd,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,,203,"2101 E Kansas City Rd, Olathe, KS 66061",,09:00 AM - 03:00 PM,,ho65784832,false,true,,,,poll65784832
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753.0,2101 E Kansas City Rd,,,Olathe,KS,66061,8:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,,204,"2101 E Kansas City Rd, Olathe, KS 66061",,08:00 AM - 07:00 PM,,ho65784832,false,true,,,,poll65784832
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753.0,2101 E Kansas City Rd,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,205,"2101 E Kansas City Rd, Olathe, KS 66061",,09:00 AM - 03:00 PM,,ho65784832,false,true,,,,poll65784832
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753.0,2101 E Kansas City Rd,,,Olathe,KS,66061,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,206,"2101 E Kansas City Rd, Olathe, KS 66061",,08:00 AM - 12:00 PM,,ho65784832,false,true,,,,poll65784832
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,,207,"8788 Metcalf Ave, Overland Park, KS 66212",,10:00 AM - 07:00 PM,,ho1159718,false,true,,,,poll1159718
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,,208,"8788 Metcalf Ave, Overland Park, KS 66212",,09:00 AM - 03:00 PM,,ho1159718,false,true,,,,poll1159718
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,,209,"8788 Metcalf Ave, Overland Park, KS 66212",,10:00 AM - 07:00 PM,,ho1159718,false,true,,,,poll1159718
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,210,"8788 Metcalf Ave, Overland Park, KS 66212",,09:00 AM - 03:00 PM,,ho1159718,false,true,,,,poll1159718
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,211,"8788 Metcalf Ave, Overland Park, KS 66212",,10:00 AM - 12:00 PM,,ho1159718,false,true,,,,poll1159718
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,,212,"7700 W 143rd St, Overland Park, KS 66223",,10:00 AM - 07:00 PM,,ho84167790,false,true,,,,poll84167790
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,,213,"7700 W 143rd St, Overland Park, KS 66223",,09:00 AM - 03:00 PM,,ho84167790,false,true,,,,poll84167790
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,,214,"7700 W 143rd St, Overland Park, KS 66223",,10:00 AM - 07:00 PM,,ho84167790,false,true,,,,poll84167790
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,215,"7700 W 143rd St, Overland Park, KS 66223",,09:00 AM - 03:00 PM,,ho84167790,false,true,,,,poll84167790
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,216,"7700 W 143rd St, Overland Park, KS 66223",,10:00 AM - 12:00 PM,,ho84167790,false,true,,,,poll84167790
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,,217,"6000 Lamar Ave, Mission, KS 66202",,10:00 AM - 07:00 PM,,ho45164239,false,true,,,,poll45164239
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,,218,"6000 Lamar Ave, Mission, KS 66202",,09:00 AM - 03:00 PM,,ho45164239,false,true,,,,poll45164239
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,,219,"6000 Lamar Ave, Mission, KS 66202",,10:00 AM - 07:00 PM,,ho45164239,false,true,,,,poll45164239
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,220,"6000 Lamar Ave, Mission, KS 66202",,09:00 AM - 03:00 PM,,ho45164239,false,true,,,,poll45164239
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,221,"6000 Lamar Ave, Mission, KS 66202",,10:00 AM - 12:00 PM,,ho45164239,false,true,,,,poll45164239
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,,222,"20200 Johnson Dr, Shawnee, KS 66218",,10:00 AM - 07:00 PM,,ho59583963,false,true,,,,poll59583963
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,,223,"20200 Johnson Dr, Shawnee, KS 66218",,09:00 AM - 03:00 PM,,ho59583963,false,true,,,,poll59583963
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,,224,"20200 Johnson Dr, Shawnee, KS 66218",,10:00 AM - 07:00 PM,,ho59583963,false,true,,,,poll59583963
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,225,"20200 Johnson Dr, Shawnee, KS 66218",,09:00 AM - 03:00 PM,,ho59583963,false,true,,,,poll59583963
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,226,"20200 Johnson Dr, Shawnee, KS 66218",,10:00 AM - 12:00 PM,,ho59583963,false,true,,,,poll59583963
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,,227,"11811 South Sunset Drive, Olathe, KS 66061",,10:00 AM - 07:00 PM,,ho32370224,false,true,,,,poll32370224
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,,228,"11811 South Sunset Drive, Olathe, KS 66061",,09:00 AM - 03:00 PM,,ho32370224,false,true,,,,poll32370224
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,,229,"11811 South Sunset Drive, Olathe, KS 66061",,10:00 AM - 07:00 PM,,ho32370224,false,true,,,,poll32370224
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,230,"11811 South Sunset Drive, Olathe, KS 66061",,09:00 AM - 03:00 PM,,ho32370224,false,true,,,,poll32370224
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,231,"11811 South Sunset Drive, Olathe, KS 66061",,10:00 AM - 12:00 PM,,ho32370224,false,true,,,,poll32370224
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382.0,304 N Main St,,,Lakin,KS,67860,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,232,"304 N Main St, Lakin, KS 67860",,08:00 AM - 05:00 PM,,ho48011121,false,true,,,,poll48011121
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382.0,304 N Main St,,,Lakin,KS,67860,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,233,"304 N Main St, Lakin, KS 67860",,08:00 AM - 05:00 PM,,ho48011121,false,true,,,,poll48011121
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382.0,304 N Main St,,,Lakin,KS,67860,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,234,"304 N Main St, Lakin, KS 67860",,08:00 AM - 05:00 PM,,ho48011121,false,true,,,,poll48011121
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382.0,304 N Main St,,,Lakin,KS,67860,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,235,"304 N Main St, Lakin, KS 67860",,08:00 AM - 12:00 PM,,ho48011121,false,true,,,,poll48011121
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037.0,130 N Spruce,,,Kingman,KS,67068,8:00:00 - 05:00,17:00:00 - 05:00,10/25/16,10/28/16,central,,236,"130 N Spruce, Kingman, KS 67068",,08:00 AM - 05:00 PM,,ho73638989,false,true,,,,poll73638989
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037.0,130 N Spruce,,,Kingman,KS,67068,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,237,"130 N Spruce, Kingman, KS 67068",,08:00 AM - 05:00 PM,,ho73638989,false,true,,,,poll73638989
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037.0,130 N Spruce,,,Kingman,KS,67068,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,238,"130 N Spruce, Kingman, KS 67068",,08:00 AM - 12:00 PM,,ho73638989,false,true,,,,poll73638989
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234.0,211 East Florida Avenue,,,Greensburg,KS,67054,13:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,239,"211 East Florida Avenue, Greensburg, KS 67054",,01:00 PM - 05:00 PM,,ho24892030,false,true,,,,poll24892030
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234.0,211 East Florida Avenue,,,Greensburg,KS,67054,8:00:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,,240,"211 East Florida Avenue, Greensburg, KS 67054",,08:00 AM - 12:00 PM,,ho24892030,false,true,,,,poll24892030
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234.0,211 East Florida Avenue,,,Greensburg,KS,67054,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,241,"211 East Florida Avenue, Greensburg, KS 67054",,01:00 PM - 05:00 PM,,ho24892030,false,true,,,,poll24892030
