COUNTY,OFFICER,EMAIL,,PHONE,FAX,ADDRESS1,ADDRESS2,DIRS,CITY,STATE,ZIP,START TIME,END TIME,START,END,TIME ZONE,NOTES 
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,,Oswego,KS,67356,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,,Oswego,KS,67356,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,,Dighton,KS,67839,9:00:00 - 05:00,16:00:00 - 05:00,10/19/16,10/21/16,central,
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,,Dighton,KS,67839,9:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,central,
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,,Dighton,KS,67839,9:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,central,
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,,Dighton,KS,67839,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,,Leavenworth,KS,66048,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,begin: 10-19-2016 8 - 5. Close at noon on the 7th 
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,,Leavenworth,KS,66048,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,,Leavenworth,KS,66048,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,,Leavenworth,KS,66048,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,,Lincoln,KS,67455,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,,Lincoln,KS,67455,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,,Lincoln,KS,67455,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,,Lincoln,KS,67455,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,,Mound City,KS,66056,8:00:00 - 05:00,16:30:00 - 05:00,10/21/16,10/21/16,central,
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,,Mound City,KS,66056,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,,Mound City,KS,66056,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,,Mound City,KS,66056,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,,Oakley,KS,67748,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,Start: 10-19-2016 8 - 5. Close at noon on the 7th 
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,,Oakley,KS,67748,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,,Oakley,KS,67748,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,,Oakley,KS,67748,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,,Emporia,KS,66801,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,10-24-2016 8 - 5 . close at noon on the 7th. 
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,,Emporia,KS,66801,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,,Emporia,KS,66801,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/2/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,8:00:00 - 05:00,19:00:00 - 05:00,11/3/16,11/3/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,8:00:00 - 05:00,17:00:00 - 05:00,11/4/16,11/4/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,13:00:00 - 06:00,15:00:00 - 06:00,11/6/16,11/6/16,central,
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",,Marion,KS,66861,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,,Marysville,KS,66508,8:30:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,10-19-2016 8:30 - 5; close at noon on the 7th 
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,,Marysville,KS,66508,8:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,,Marysville,KS,66508,8:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,,Marysville,KS,66508,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,,McPherson,KS,67460,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,Start: 10-19-2016 8 - 5. Close at noon on the 7th. 
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,,McPherson,KS,67460,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,,McPherson,KS,67460,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,,McPherson,KS,67460,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,,Meade,KS,67864,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,,Meade,KS,67864,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,,Meade,KS,67864,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,,Meade,KS,67864,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/26/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:30:00 - 05:00,19:00:00 - 05:00,10/27/16,10/27/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,16:30:00 - 05:00,10/28/16,10/28/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/2/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:30:00 - 05:00,19:00:00 - 05:00,11/3/16,11/3/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,16:30:00 - 05:00,11/4/16,11/4/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,central,
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,,Paola,KS,66071,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,,Beloit,KS,67420,8:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,,Beloit,KS,67420,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,,Independence,KS,67301,8:30:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,,Independence,KS,67301,8:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,,Independence,KS,67301,8:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,,Independence,KS,67301,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,,Council Grove,KS,66846,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,10-19-2016 8 - 5. On the sat before election open:  9 - 1. closes at noon the 7th . 
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,,Council Grove,KS,66846,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,,Council Grove,KS,66846,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,,Council Grove,KS,66846,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,,Elkhart,KS,67950,9:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,begin: 10-19-2016. 9 - 5. no late nights or saturdays. Closes at noon on the 7th 
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,,Elkhart,KS,67950,9:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,,Elkhart,KS,67950,9:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,,Elkhart,KS,67950,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,,Seneca,KS,66538,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,,Seneca,KS,66538,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,,Seneca,KS,66538,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,,Seneca,KS,66538,8:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,central,
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,,Seneca,KS,66538,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,,Erie,KS,66733,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,begin 10-19-2016. 8 - 4:30 . end at noon on the 7th
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,,Erie,KS,66733,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,,Erie,KS,66733,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,,Erie,KS,66733,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
NESS,Renee Kerr,NS_county_clerk@wan.kdor.state.ks.us,,7857982401,7857983180,202 W Sycamore,,,Ness City,KS,67560,13:00:00 - 05:00,16:00:00 - 05:00,10/25/16,10/28/16,central,
NESS,Renee Kerr,NS_county_clerk@wan.kdor.state.ks.us,,7857982401,7857983180,202 W Sycamore,,,Ness City,KS,67560,09:00:00 - 05:00,12:00:00 - 05:00,10/25/16,10/28/16,central,
NESS,Renee Kerr,NS_county_clerk@wan.kdor.state.ks.us,,7857982401,7857983180,202 W Sycamore,,,Ness City,KS,67560,13:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,central,
NESS,Renee Kerr,NS_county_clerk@wan.kdor.state.ks.us,,7857982401,7857983180,202 W Sycamore,,,Ness City,KS,67560,09:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,central,
NESS,Renee Kerr,NS_county_clerk@wan.kdor.state.ks.us,,7857982401,7857983180,202 W Sycamore,,,Ness City,KS,67560,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
NORTON,Robert D. Wyatt,NT_county_clerk@wan.kdor.state.ks.us,,7858775710,7858775794,105 S Kansas Ave,,,Norton,KS,67654,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,10-19-2016. 8 - 5. close at noon on the 7th 
NORTON,Robert D. Wyatt,NT_county_clerk@wan.kdor.state.ks.us,,7858775710,7858775794,105 S Kansas Ave,,,Norton,KS,67654,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
NORTON,Robert D. Wyatt,NT_county_clerk@wan.kdor.state.ks.us,,7858775710,7858775794,105 S Kansas Ave,,,Norton,KS,67654,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
NORTON,Robert D. Wyatt,NT_county_clerk@wan.kdor.state.ks.us,,7858775710,7858775794,105 S Kansas Ave,,,Norton,KS,67654,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
OSAGE,Rhonda Beets,rbeets@osageco.org,,7858284812,7858284749,717 Topeka Ave,,,Lyndon,KS,66451-0226,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,10-19-2016. 8 - 5. close at noon on the 7th 
OSAGE,Rhonda Beets,rbeets@osageco.org,,7858284812,7858284749,717 Topeka Ave,,,Lyndon,KS,66451-0226,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
OSAGE,Rhonda Beets,rbeets@osageco.org,,7858284812,7858284749,717 Topeka Ave,,,Lyndon,KS,66451-0226,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
OSAGE,Rhonda Beets,rbeets@osageco.org,,7858284812,7858284749,717 Topeka Ave,,,Lyndon,KS,66451-0226,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
OSBORNE,Vienna Janis,OB_county_clerk@wan.kdor.state.ks.us,,7853462431,7853465252,423 W Main St,,,Osborne,KS,67473,8:30:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,
OSBORNE,Vienna Janis,OB_county_clerk@wan.kdor.state.ks.us,,7853462431,7853465252,423 W Main St,,,Osborne,KS,67473,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
OSBORNE,Vienna Janis,OB_county_clerk@wan.kdor.state.ks.us,,7853462431,7853465252,423 W Main St,,,Osborne,KS,67473,8:30:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,central,
OSBORNE,Vienna Janis,OB_county_clerk@wan.kdor.state.ks.us,,7853462431,7853465252,423 W Main St,,,Osborne,KS,67473,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
OSBORNE,Vienna Janis,OB_county_clerk@wan.kdor.state.ks.us,,7853462431,7853465252,423 W Main St,,,Osborne,KS,67473,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,13:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,8:00:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,8:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,8:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,8:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,8:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,13:00:00 - 06:00,15:00:00 - 06:00,11/6/16,11/6/16,central,
OTTAWA,Mary Arganbright,occlerk@nckcn.com,,7853922279,7853922011,307 N Concord Suite 130,,,Minneapolis,KS,67467,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
PAWNEE,Ruth M. Searight,PN_county_clerk@wan.kdor.state.ks.us,,6202853721,6202852559,715 Broadway,,,Larned,KS,67550,8:30:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
PAWNEE,Ruth M. Searight,PN_county_clerk@wan.kdor.state.ks.us,,6202853721,6202852559,715 Broadway,,,Larned,KS,67550,8:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
PAWNEE,Ruth M. Searight,PN_county_clerk@wan.kdor.state.ks.us,,6202853721,6202852559,715 Broadway,,,Larned,KS,67550,8:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
PAWNEE,Ruth M. Searight,PN_county_clerk@wan.kdor.state.ks.us,,6202853721,6202852559,715 Broadway,,,Larned,KS,67550,8:30:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,central,
PAWNEE,Ruth M. Searight,PN_county_clerk@wan.kdor.state.ks.us,,6202853721,6202852559,715 Broadway,,,Larned,KS,67550,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
PHILLIPS,Linda McDowell,PL_county_clerk@wan.kdor.state.ks.us,,7855436825,7855436827,301 State Street,,,Phillipsburg,KS,67661,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,10-19-2016. 8 - 5. close at noon on the 7th 
PHILLIPS,Linda McDowell,PL_county_clerk@wan.kdor.state.ks.us,,7855436825,7855436827,301 State Street,,,Phillipsburg,KS,67661,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
PHILLIPS,Linda McDowell,PL_county_clerk@wan.kdor.state.ks.us,,7855436825,7855436827,301 State Street,,,Phillipsburg,KS,67661,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
PHILLIPS,Linda McDowell,PL_county_clerk@wan.kdor.state.ks.us,,7855436825,7855436827,301 State Street,,,Phillipsburg,KS,67661,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
POTTAWATOMIE,Nancy McCarter,nmccarter@Pottcounty.org,,7854573314,7854573507,207 N 1st St,,,Westmoreland,KS,66549,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,
POTTAWATOMIE,Nancy McCarter,nmccarter@Pottcounty.org,,7854573314,7854573507,207 N 1st St,,,Westmoreland,KS,66549,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
POTTAWATOMIE,Nancy McCarter,nmccarter@Pottcounty.org,,7854573314,7854573507,207 N 1st St,,,Westmoreland,KS,66549,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
POTTAWATOMIE,Nancy McCarter,nmccarter@Pottcounty.org,,7854573314,7854573507,207 N 1st St,,,Westmoreland,KS,66549,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
PRATT,Sherry Kruse,clerk@prattcounty.org,,6206724110,6206729541,300 S Ninnescah St,,,Pratt,KS,67124,8:00:00 - 05:00,17:00:00 - 05:00,10/26/16,10/28/16,central,
PRATT,Sherry Kruse,clerk@prattcounty.org,,6206724110,6206729541,300 S Ninnescah St,,,Pratt,KS,67124,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
PRATT,Sherry Kruse,clerk@prattcounty.org,,6206724110,6206729541,300 S Ninnescah St,,,Pratt,KS,67124,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
RAWLINS,Rachel Finley,rachelfinley12@yahoo.com,,7856263351,7856269019,607 Main,,,Atwood,KS,67730,9:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,# busy
RAWLINS,Rachel Finley,rachelfinley12@yahoo.com,,7856263351,7856269019,607 Main,,,Atwood,KS,67730,9:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
RAWLINS,Rachel Finley,rachelfinley12@yahoo.com,,7856263351,7856269019,607 Main,,,Atwood,KS,67730,9:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
RAWLINS,Rachel Finley,rachelfinley12@yahoo.com,,7856263351,7856269019,607 Main,,,Atwood,KS,67730,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
RENO,Donna Patton,donna.patton@renogov.org,,6206942732,6206942534,125 West 1st,,,Hutchinson,KS,67501,8:00:00 - 05:00,17:00:00 - 05:00,10/20/16,10/21/16,central,
RENO,Donna Patton,donna.patton@renogov.org,,6206942732,6206942534,125 West 1st,,,Hutchinson,KS,67501,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
RENO,Donna Patton,donna.patton@renogov.org,,6206942732,6206942534,125 West 1st,,,Hutchinson,KS,67501,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
RENO,Donna Patton,donna.patton@renogov.org,,6206942732,6206942534,125 West 1st,,,Hutchinson,KS,67501,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
RENO,Donna Patton,donna.patton@renogov.org,,6206942732,6206942534,1300 N Plum St,,,Hutchinson,KS,67501,10:00:00 - 05:00,14:00:00 - 05:00,10/25/16,10/26/16,central,
