spr,title,ocd_division,description,homepage,phone,email,name,adr_1,adr_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,,300 South Drew St.,,,Star City,AR,71667,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,8:00am to 6:00pm Monday through Friday and from 10:00am to 4:00pm on Saturday and 8:00am to 5:30pm on the Monday before election day,253,"300 South Drew St., Star City, AR 71667",,08:00 AM - 05:00 PM,,ho74023367,false,true,,,,poll79196911
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,,Ashdown,AR,71822,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"M-F 8-6 pm, Sats 10-4, Nov 7th 8-5",254,"351 North 2nd St., Ashdown, AR 71822",,08:00 AM - 06:00 PM,,ho98777027,false,true,,,,poll91843750
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,,Ashdown,AR,71822,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,255,"351 North 2nd St., Ashdown, AR 71822",,10:00 AM - 04:00 PM,,ho98777027,false,true,,,,poll91843750
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,,Ashdown,AR,71822,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,256,"351 North 2nd St., Ashdown, AR 71822",,08:00 AM - 06:00 PM,,ho98777027,false,true,,,,poll91843750
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,,Ashdown,AR,71822,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,257,"351 North 2nd St., Ashdown, AR 71822",,10:00 AM - 04:00 PM,,ho98777027,false,true,,,,poll91843750
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,,Ashdown,AR,71822,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,258,"351 North 2nd St., Ashdown, AR 71822",,08:00 AM - 05:00 PM,,ho98777027,false,true,,,,poll91843750
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,,Paris,AR,72855,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,M-F 8-6 Sat 10-4 Nov 7th 8-5,259,"#25 West Walnut St., Paris, AR 72855",,08:00 AM - 06:00 PM,,ho41830180,false,true,,,,poll14955905
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,,Paris,AR,72855,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,M-F 8-6 Sat 10-4 Nov 7th 8-5,260,"#25 West Walnut St., Paris, AR 72855",,10:00 AM - 04:00 PM,,ho41830180,false,true,,,,poll14955905
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,,Paris,AR,72855,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,M-F 8-6 Sat 10-4 Nov 7th 8-5,261,"#25 West Walnut St., Paris, AR 72855",,08:00 AM - 06:00 PM,,ho41830180,false,true,,,,poll14955905
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,,Paris,AR,72855,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,M-F 8-6 Sat 10-4 Nov 7th 8-5,262,"#25 West Walnut St., Paris, AR 72855",,10:00 AM - 04:00 PM,,ho41830180,false,true,,,,poll14955905
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,,Paris,AR,72855,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,M-F 8-6 Sat 10-4 Nov 7th 8-5,263,"#25 West Walnut St., Paris, AR 72855",,08:00 AM - 05:00 PM,,ho41830180,false,true,,,,poll14955905
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,,Lonoke,AR,72086,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"M-F 8-6, Sats, 10-4, Nov 7th 8-5-- Courthouse annex, ",264,"301 North Center St, Lonoke, AR 72086",,08:00 AM - 06:00 PM,,ho22909016,false,true,,,,poll39960625
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,,Lonoke,AR,72086,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,265,"301 North Center St, Lonoke, AR 72086",,10:00 AM - 04:00 PM,,ho22909016,false,true,,,,poll39960625
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,,Lonoke,AR,72086,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,266,"301 North Center St, Lonoke, AR 72086",,08:00 AM - 06:00 PM,,ho22909016,false,true,,,,poll39960625
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,,Lonoke,AR,72086,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,267,"301 North Center St, Lonoke, AR 72086",,10:00 AM - 04:00 PM,,ho22909016,false,true,,,,poll39960625
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,,Lonoke,AR,72086,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,268,"301 North Center St, Lonoke, AR 72086",,08:00 AM - 05:00 PM,,ho22909016,false,true,,,,poll39960625
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St., Suite 202,,Huntsville,AR,72740,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"Monday - Friday 8:00am till 6:00pm  Saturday 10:00am till 4:00pm  Only Exception is Monday, November 7th. 8:00am till 5:00pm",269,"201 West Main St.,  Suite 202, Huntsville, AR 72740",,08:00 AM - 06:00 PM,,ho91181711,false,true,,,,poll85023524
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St., Suite 202,,Huntsville,AR,72740,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"Monday - Friday 8:00am till 6:00pm  Saturday 10:00am till 4:00pm  Only Exception is Monday, November 7th. 8:00am till 5:00pm",270,"201 West Main St.,  Suite 202, Huntsville, AR 72740",,10:00 AM - 04:00 PM,,ho91181711,false,true,,,,poll85023524
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St., Suite 202,,Huntsville,AR,72740,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"Monday - Friday 8:00am till 6:00pm  Saturday 10:00am till 4:00pm  Only Exception is Monday, November 7th. 8:00am till 5:00pm",271,"201 West Main St.,  Suite 202, Huntsville, AR 72740",,08:00 AM - 06:00 PM,,ho91181711,false,true,,,,poll85023524
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St., Suite 202,,Huntsville,AR,72740,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"Monday - Friday 8:00am till 6:00pm  Saturday 10:00am till 4:00pm  Only Exception is Monday, November 7th. 8:00am till 5:00pm",272,"201 West Main St.,  Suite 202, Huntsville, AR 72740",,10:00 AM - 04:00 PM,,ho91181711,false,true,,,,poll85023524
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St., Suite 202,,Huntsville,AR,72740,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"Monday - Friday 8:00am till 6:00pm  Saturday 10:00am till 4:00pm  Only Exception is Monday, November 7th. 8:00am till 5:00pm",273,"201 West Main St.,  Suite 202, Huntsville, AR 72740",,08:00 AM - 05:00 PM,,ho91181711,false,true,,,,poll85023524
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,,Yellville,AR,72687,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"M-F 8-6, S 10-4, 11/7 IS 8-5",274,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 06:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,,Yellville,AR,72687,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,275,"300 East Old Main, Yellville, AR 72687",,10:00 AM - 04:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,,Yellville,AR,72687,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,276,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 06:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,,Yellville,AR,72687,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,277,"300 East Old Main, Yellville, AR 72687",,10:00 AM - 04:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,,Yellville,AR,72687,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,278,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 05:00 PM,,ho60166719,false,true,,,,poll4850804
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St., Room 105,,Texarkana,AR,71854,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6 pm, M-F, Sats 10-4, Nov 8-5 pm",279,"400 Laurel St.,  Room 105, Texarkana, AR 71854",,08:00 AM - 06:00 PM,,ho7360424,false,true,,,,poll53053993
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St., Room 105,,Texarkana,AR,71854,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,280,"400 Laurel St.,  Room 105, Texarkana, AR 71854",,10:00 AM - 04:00 PM,,ho7360424,false,true,,,,poll53053993
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St., Room 105,,Texarkana,AR,71854,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,281,"400 Laurel St.,  Room 105, Texarkana, AR 71854",,08:00 AM - 06:00 PM,,ho7360424,false,true,,,,poll53053993
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St., Room 105,,Texarkana,AR,71854,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,282,"400 Laurel St.,  Room 105, Texarkana, AR 71854",,10:00 AM - 04:00 PM,,ho7360424,false,true,,,,poll53053993
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St., Room 105,,Texarkana,AR,71854,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,283,"400 Laurel St.,  Room 105, Texarkana, AR 71854",,08:00 AM - 05:00 PM,,ho7360424,false,true,,,,poll53053993
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,,Osceola,AR,72370,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",284,"200 West Hale, Osceola, AR 72370",,08:00 AM - 06:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,,Osceola,AR,72370,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",285,"200 West Hale, Osceola, AR 72370",,10:00 AM - 04:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,,Osceola,AR,72370,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",286,"200 West Hale, Osceola, AR 72370",,08:00 AM - 06:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,,Osceola,AR,72370,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",287,"200 West Hale, Osceola, AR 72370",,10:00 AM - 04:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,,Osceola,AR,72370,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m.  Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",288,"200 West Hale, Osceola, AR 72370",,08:00 AM - 05:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Manila Depot,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 NW Dewey,,,Manila,AR,72442,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,289,"105 NW Dewey, Manila, AR 72442",,08:00 AM - 06:00 PM,,ho73362345,false,true,,,,poll88862449
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,,Leachville,AR,72438,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,290,"105 S Main St, Leachville, AR 72438",,08:00 AM - 06:00 PM,,ho73264822,false,true,,,,poll88225428
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,,Leachville,AR,72438,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,291,"105 S Main St, Leachville, AR 72438",,10:00 AM - 04:00 PM,,ho73264822,false,true,,,,poll88225428
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,,Leachville,AR,72438,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,292,"105 S Main St, Leachville, AR 72438",,08:00 AM - 05:00 PM,,ho73264822,false,true,,,,poll88225428
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,,Clarendon,AR,72029,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6 pm, M-F, Sats 10-4, Nov 8-5 pm",293,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 06:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,,Clarendon,AR,72029,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,294,"123 Madison Street, Clarendon, AR 72029",,10:00 AM - 04:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,,Clarendon,AR,72029,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,295,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 06:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,,Clarendon,AR,72029,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,296,"123 Madison Street, Clarendon, AR 72029",,10:00 AM - 04:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,,Clarendon,AR,72029,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,297,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 05:00 PM,,ho42088882,false,true,,,,poll22432008
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,,Mount Ida,AR,71957,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,298,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 06:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,,Mount Ida,AR,71957,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,299,"117 Ray Drive, Mount Ida, AR 71957",,10:00 AM - 04:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,,Mount Ida,AR,71957,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,300,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 06:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,,Mount Ida,AR,71957,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,301,"117 Ray Drive, Mount Ida, AR 71957",,10:00 AM - 04:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,,Mount Ida,AR,71957,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,302,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 05:00 PM,,ho61873543,false,true,,,,poll54444089
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,,Prescott,AR,71857,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",303,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 06:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,,Prescott,AR,71857,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",304,"215 East 2nd St. South, Prescott, AR 71857",,10:00 AM - 04:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,,Prescott,AR,71857,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",305,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 06:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,,Prescott,AR,71857,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",306,"215 East 2nd St. South, Prescott, AR 71857",,10:00 AM - 04:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,,Prescott,AR,71857,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",307,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 05:00 PM,,ho64778144,false,true,,,,poll11276503
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,,Jasper,AR,72641,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6 M-F, 10-4 S, 11/7 until 5pm",308,"100 East Court St, Jasper, AR 72641",,08:00 AM - 06:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,,Jasper,AR,72641,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,309,"100 East Court St, Jasper, AR 72641",,10:00 AM - 04:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,,Jasper,AR,72641,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,310,"100 East Court St, Jasper, AR 72641",,08:00 AM - 06:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,,Jasper,AR,72641,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,311,"100 East Court St, Jasper, AR 72641",,10:00 AM - 04:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,,Jasper,AR,72641,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,312,"100 East Court St, Jasper, AR 72641",,08:00 AM - 05:00 PM,,ho55118536,false,true,,,,poll40276629
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,,Camden,AR,71701,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"M-F 8-6, Sat 10-4, Nov 7 8-5",313,"145 Jefferson St. SW, Camden, AR 71701",,08:00 AM - 06:00 PM,,ho31323678,false,true,,,,poll82424215
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,,Camden,AR,71701,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,314,"145 Jefferson St. SW, Camden, AR 71701",,10:00 AM - 04:00 PM,,ho31323678,false,true,,,,poll82424215
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,,Camden,AR,71701,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,315,"145 Jefferson St. SW, Camden, AR 71701",,08:00 AM - 06:00 PM,,ho31323678,false,true,,,,poll82424215
