county,site,loc_name,adr_1,adr_2,adr_3,city,state,zip,dirs,services,start_date,end_date,start_time,end_time,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Escbia County,Southwest Branch Library,Southwest Branch Library,12248 Gulf Beach Highway,,,Pensacola,FL,32507.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,181,"12248 Gulf Beach Highway, Pensacola, FL 32507",,07:00 AM-07:00 PM,,ho84518649,false,true,,,,poll69934071
Flagler County,Flagler County Public Library,Flagler County Public Library,2500 Palm Coast Parkway NW,,,Palm Coast,FL,32137.0,,,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,182,"2500 Palm Coast Parkway NW, Palm Coast, FL 32137",,10:00 AM-06:00 PM,,ho70511329,false,true,,,,poll14889410
Flagler County,Palm Coast Community Center,Palm Coast Community Center,305 Palm Coast Parkway NE,,,Palm Coast,FL,32137.0,,http://www.flaglerelections.com/,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,183,"305 Palm Coast Parkway NE, Palm Coast, FL 32137",,10:00 AM-06:00 PM,,ho53640135,false,true,,,,poll7722423
Flagler County,Supervisor of Elections Office,Flagler County Goverment Services Building,1769 E Moody Boulevard ,Building 2 STE 101,,Bunnell,FL,32110.0,,http://www.flaglerelections.com/,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,184,"1769 E Moody Boulevard, Bunnell, FL 32110",Building 2 STE 101,10:00 AM-06:00 PM,,ho19566857,false,true,,,,poll21885514
Franklin County,Supervisor of Elections,Carrabelle Annex,912 NW Ave A,Carrabelle Annex,,Carrabelle,FL,32322.0,Corner of Hwy 98 & Avenue A,,10/29/16,11/5/16,08:00  - 04:00,18:00 - 04:00,185,"912 NW Ave A, Carrabelle, FL 32322",Carrabelle Annex Corner of Hwy 98 & Avenue A,08:00 AM-06:00 PM,,ho28607864,false,true,,,,poll79930281
Franklin County,Supervisor of Elections Office,Apalachicola,47 Avenue F,Elections Main Office,,Apalachicola,FL,32320.0,1 Block Off Hwy 98,www.votefranklin.com,10/29/16,11/5/16,08:00  - 04:00,18:00 - 04:00,186,"47 Avenue F, Apalachicola, FL 32320",Elections Main Office 1 Block Off Hwy 98,08:00 AM-06:00 PM,,ho51725328,false,true,,,,poll19522366
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324.0,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00,187,"300 Maple Street, Chattahoochee, FL 32324",,08:00 AM-06:00 PM,,ho32243416,false,true,,,,poll78233753
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333.0,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00,188,"203 E. 5th Ave., Havana, FL 32333",,08:00 AM-06:00 PM,,ho5955495,false,true,,,,poll68642300
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343.0,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00,189,"60 MLK Blvd., Midway, FL 32343",,08:00 AM-06:00 PM,,ho50557937,false,true,,,,poll43474277
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351.0,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00,190,"16 S. Madison Street, Quincy, FL 32351",,08:00 AM-06:00 PM,,ho99818159,false,true,,,,poll25444708
Glades County,Supervisor of Elections,Glades County Courthouse,500 Ave J,,,Moore Haven,FL,33471.0,27 and Ave J,voteglades.com,10/29/16,11/5/16,08:00  - 04:00,16:00 - 04:00,191,"500 Ave J, Moore Haven, FL 33471",27 and Ave J,08:00 AM-04:00 PM,,ho68248841,false,true,,,,poll94669032
Gulf County,Port St. Joe,SOE Office,401 Long Ave,,,Port St. Joe,FL,32456.0,,,11/5/16,11/5/16,8:00  - 04:00,17:00 - 04:00,192,"401 Long Ave, Port St. Joe, FL 32456",,08:00 AM-05:00 PM,,ho25779463,false,true,,,,poll34485295
Gulf County,Wewahitcka,Wewa Branch Library,314 N 2nd St,,,Wewahitchka,FL,32465.0,,,11/5/16,11/5/16,7:00  - 05:00,16:00 - 05:00,193,"314 N 2nd St, Wewahitchka, FL 32465",,07:00 AM-04:00 PM,,ho71295785,false,true,,,,poll58307997
Hilton County,SOE Office,Courthouse Anexx,1153 US HWY 41 NW,,,Jasper,FL,32052.0,,,10/29/16,11/5/16,08:30  - 04:00,17:00 - 04:00,194,"1153 US HWY 41 NW, Jasper, FL 32052",,08:30 AM-05:00 PM,,ho80008261,false,true,,,,poll69488009
Hardee County,Supervisor of Elections,Supervisor of Elections,311 N. 6th Ave.,,,Wauchula,FL,33873.0,,,10/29/16,11/5/16,08:30  - 04:00,17:00 - 04:00,195,"311 N. 6th Ave., Wauchula, FL 33873",,08:30 AM-05:00 PM,,ho7902309,false,true,,,,poll13627416
Hendry County,Clewiston Election Office,Hendry County Government Complex,1100 S. Olympia St.,,In the se building as the Driver`s License Office,Clewiston,FL,33440.0,,http://hendryelections.org,11/5/16,11/5/16,07:00  - 04:00,17:00 - 04:00,196,"1100 S. Olympia St., Clewiston, FL 33440",In the se building as the Driver`s License Office,07:00 AM-05:00 PM,,ho74541436,false,true,,,,poll17200307
Hendry County,LaBelle Election Office,Courthouse Complex,25 E. Hickpochee Ave.,,1st Floor,LaBelle,FL,33935.0,corner of Hickpochee and Bridge St,http://hendryelections.org,11/5/16,11/5/16,07:00  - 04:00,17:00 - 04:00,197,"25 E. Hickpochee Ave., LaBelle, FL 33935",1st Floor corner of Hickpochee and Bridge St,07:00 AM-05:00 PM,,ho72262779,false,true,,,,poll1717524
Hernando County,East Hernando Branch Library,East Hernando Branch Library,6457 Windmere Rd,,,Brooksville,FL,34602.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,198,"6457 Windmere Rd, Brooksville, FL 34602",,07:00 AM-07:00 PM,,ho83319237,false,true,,,,poll29229005
Hernando County,South Brooksville Community Center,South Brooksville Community Center,601 E Dr. Martin Luther King Blvd.,,,Brooksville,FL,34601.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,199,"601 E Dr. Martin Luther King Blvd., Brooksville, FL 34601",,07:00 AM-07:00 PM,,ho87879572,false,true,,,,poll15558798
Hernando County,Spring Hill Branch Library ,Spring Hill Branch Library,9220 Spring Hill Dr,,,Spring Hill,FL,34608.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,200,"9220 Spring Hill Dr, Spring Hill, FL 34608",,07:00 AM-07:00 PM,,ho29703286,false,true,,,,poll99934926
Hernando County,Supervisor of Elections Branch Office,Supervisor of Elections Branch Office Forest Oaks,7443 Forest Oaks Blvd,,,Spring Hill,FL,34606.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,201,"7443 Forest Oaks Blvd, Spring Hill, FL 34606",,07:00 AM-07:00 PM,,ho51115910,false,true,,,,poll83486795
Highlands County,Avon Park City Hall Council Chbers,Avon Park City Hall Council Chbers,123 E Pine St,,,Avon Park,FL,33825.0,,,10/31/16,11/5/16,08:30  - 04:00,18:00 - 04:00,202,"123 E Pine St, Avon Park, FL 33825",,08:30 AM-06:00 PM,,ho5617773,false,true,,,,poll1794822
Highlands County,Kenilworth Operations Center,Kenilworth Operations Center,4500 Kenilworth Blvd,,,Sebring,FL,33870.0,,,10/31/16,11/5/16,08:30  - 04:00,18:00 - 04:00,203,"4500 Kenilworth Blvd, Sebring, FL 33870",,08:30 AM-06:00 PM,,ho88165925,false,true,,,,poll33278917
Highlands County,Lake Placid Town Hall Council Chbers,Lake Placid Town Hall Council Chbers,311 W Interlake Blvd,,,Lake Placid,FL,33852.0,,,10/31/16,11/5/16,08:30  - 04:00,18:00 - 04:00,204,"311 W Interlake Blvd, Lake Placid, FL 33852",,08:30 AM-06:00 PM,,ho30207222,false,true,,,,poll37621139
Holmes County,Supervisor of Elections Office,Holmes County Courthouse,"201 N. Oklahoma St., Suite 102",,,Bonifay,FL,32425.0,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00,205,"201 N. Oklahoma St., Suite 102, Bonifay, FL 32425",,07:00 AM-07:00 PM,,ho20514063,false,true,,,,poll81153422
Indian River County,Sebastian City Hall Council Chbers,Sebastian City Hall Council Chbers,1225 Main Street,,,Sebastian,FL,32958.0,,www.voteindianriver.com,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00,206,"1225 Main Street, Sebastian, FL 32958",,08:00 AM-04:00 PM,,ho51798177,false,true,,,,poll62813891
Indian River County,Supervisor of Elections Office,Supervisor of Elections Office,4375 43rd Avenue,,,Vero Beach,FL,32967.0,,www.voteindianriver.com,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00,207,"4375 43rd Avenue, Vero Beach, FL 32967",,08:00 AM-04:00 PM,,ho20479020,false,true,,,,poll62493858
Indian River County,Vero Beach Main Library,Vero Beach Main Library,1600 21st Street,,,Vero Beach,FL,32960.0,,www.voteindianriver.com,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00,208,"1600 21st Street, Vero Beach, FL 32960",,08:00 AM-04:00 PM,,ho26519171,false,true,,,,poll61769818
Jackson County,Graceville City Hall,Graceville City Hall,5348 Cliff Street,,,Graceville,FL,32440.0,,www.jacksoncountysoe.org,10/31/16,11/5/16,08:00  - 05:00,18:00 - 05:00,209,"5348 Cliff Street, Graceville, FL 32440",,08:00 AM-06:00 PM,,ho17378181,false,true,,,,poll35789186
Jackson County,Sneads City Hall,Sneads City Hall,2028 Third Avenue,,,Sneads,FL,32460.0,,www.jacksoncountysoe.org,10/31/16,11/5/16,08:00  - 05:00,18:00 - 05:00,210,"2028 Third Avenue, Sneads, FL 32460",,08:00 AM-06:00 PM,,ho67937734,false,true,,,,poll55087006
Jackson County,Supervisor of Elections Office,Supervisor of Elections Office,2851 Jefferson Street,,,Marianna,FL,32448.0,,www.jacksoncountysoe.org,10/31/16,11/5/16,08:00  - 05:00,18:00 - 05:00,211,"2851 Jefferson Street, Marianna, FL 32448",,08:00 AM-06:00 PM,,ho24180743,false,true,,,,poll61124016
Jefferson County,Supervisor of Elections Office,Supervisor of Elections,380 W Dogwood Street,,,Monticello,FL,32344.0,,,10/24/16,11/5/16,08:30  - 04:00,16:30 - 04:00,212,"380 W Dogwood Street, Monticello, FL 32344",,08:30 AM-04:30 PM,,ho13466490,false,true,,,,poll84998114
Lafayette County,Supervisor of Elections Office,Lafayette County Courthouse,120 W Main St,RM 129,,Mayo,FL,32066.0,,www.lafayettevotes.net,10/29/16,11/5/16,08:30  - 04:00,17:30 - 04:00,213,"120 W Main St, Mayo, FL 32066",RM 129,08:30 AM-05:30 PM,,ho68975288,false,true,,,,poll58312759
Lake County,Cagan,Cagan Crossings Community Library,16729 Cagan Oaks,,,Clermont,FL,34714.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,214,"16729 Cagan Oaks, Clermont, FL 34714",,09:00 AM-06:00 PM,,ho81056330,false,true,,,,poll89916382
Lake County,Cooper,Cooper Memorial Library,2525 Oakley Seaver Dr,,,Clermont,FL,34711.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,215,"2525 Oakley Seaver Dr, Clermont, FL 34711",,09:00 AM-06:00 PM,,ho1195118,false,true,,,,poll86196405
Lake County,Eustis,Eustis Memorial Library,120 N Center St,,,Eustis,FL,32726.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,216,"120 N Center St, Eustis, FL 32726",,09:00 AM-06:00 PM,,ho79277343,false,true,,,,poll32136429
Lake County,Lady Lake,Lady Lake Public Library,225 W Guava St,,,Lady Lake,FL,32159.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,217,"225 W Guava St, Lady Lake, FL 32159",,09:00 AM-06:00 PM,,ho78279938,false,true,,,,poll30730827
Lake County,Leesburg,Leesburg Public Library,100 E Main St,,,Leesburg,FL,34748.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,218,"100 E Main St, Leesburg, FL 34748",,09:00 AM-06:00 PM,,ho5114459,false,true,,,,poll15960814
Lake County,Minneola,Minneola City Hall,800 N US Hwy 27,,,Minneola,FL,34755.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,219,"800 N US Hwy 27, Minneola, FL 34755",,09:00 AM-06:00 PM,,ho38502100,false,true,,,,poll23166368
Lake County,Mt. Dora,W.T. Bland Public Library,1995 N Donnelly St,,,Mount Dora,FL,32757.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,220,"1995 N Donnelly St, Mount Dora, FL 32757",,09:00 AM-06:00 PM,,ho22066200,false,true,,,,poll24346417
Lake County,Tavares,Lake County Administration Bldg,315 W Main St,2nd Floor,,Tavares,FL,32778.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,221,"315 W Main St, Tavares, FL 32778",2nd Floor,09:00 AM-06:00 PM,,ho25525968,false,true,,,,poll33093143
Lake County,Umatilla,Southside Community Bldg,17107 Ball Park Rd,,,Umatilla,FL,32784.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,222,"17107 Ball Park Rd, Umatilla, FL 32784",,09:00 AM-06:00 PM,,ho78854159,false,true,,,,poll33052750
Lee County,Cape Coral-Lee County Library,Cape Coral-Lee County Library,921 SW 39th  Terrace,,,Cape Coral,FL,33993.0,"The Cape Coral Library is on SW 39th Ter, west of Skyline Blvd and North of Mohawk Pkwy.",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,223,"921 SW 39th  Terrace, Cape Coral, FL 33993","The Cape Coral Library is on SW 39th Ter, west of Skyline Blvd and North of Mohawk Pkwy.",10:00 AM-07:00 PM,,ho53211452,false,true,,,,poll61802958
Lee County,East County Regional Library,East County Regional Library,881 Gunnery Road N,Voting is in the Meeting Room,,Lehigh Acres,FL,33971.0,"The Library is located on the west side of Gunnery Rd, north of Lee Blvd, next to Varsity Lakes Middle School",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,224,"881 Gunnery Road N, Lehigh Acres, FL 33971","Voting is in the Meeting Room The Library is located on the west side of Gunnery Rd, north of Lee Blvd, next to Varsity Lakes Middle School",10:00 AM-07:00 PM,,ho89571497,false,true,,,,poll78434719
Lee County,Estero Recreation Center,Estero Recreation Center,9200 Corkscrew Palms Boulevard,"Vote in Multi-Purpose Room, to right as you enter building",,Estero,FL,33928.0,"Traveling south on Three Oaks Pkwy, turn right onto Corkscrew Road and proceed to Corkscrew Palms Blvd. Turn left onto Corkscrew Palms.  At stop sign, turn right onto road that circles park.  Follow road around left-hand curve to entrance of Rec Center",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,225,"9200 Corkscrew Palms Boulevard, Estero, FL 33928","Vote in Multi-Purpose Room, to right as you enter building Traveling south on Three Oaks Pkwy, turn right onto Corkscrew Road and proceed to Corkscrew Palms Blvd. Turn left onto Corkscrew Palms.  At stop sign, turn right onto road that circles park.  Follow road around left-hand curve to entrance of Rec Center",10:00 AM-07:00 PM,,ho54528662,false,true,,,,poll59426635
Lee County,Lee County Elections,Bonita Springs Branch Office,25987 S Tii Trail #105,Bonita Commons,,Bonita Springs,FL,34134.0,The Bonita Branch Office is located on the east side of S. Tii Trail just beyond Spring Creek across from Bonita Bay Golf Course,www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,226,"25987 S Tii Trail #105, Bonita Springs, FL 34134",Bonita Commons The Bonita Branch Office is located on the east side of S. Tii Trail just beyond Spring Creek across from Bonita Bay Golf Course,10:00 AM-07:00 PM,,ho18120605,false,true,,,,poll51814030
Lee County,Lee County Elections,Cape Coral Branch Office,1039 SE 9th Avenue,Inside the Lee County Government Center,1st Floor,Cape Coral,FL,33990.0,"From the Intersection of Del Prado Blvd and Viscaya Pkwy, drive west on Viscaya Pkwy.  Continue around the curve to the left onto Country Club Blvd and turn right onto either SE 10th St (at traffic light) or SE 12th St. Turn onto SE 9th Ave.",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,227,"1039 SE 9th Avenue, Cape Coral, FL 33990","Inside the Lee County Government Center 1st Floor From the Intersection of Del Prado Blvd and Viscaya Pkwy, drive west on Viscaya Pkwy.  Continue around the curve to the left onto Country Club Blvd and turn right onto either SE 10th St (at traffic light) or SE 12th St. Turn onto SE 9th Ave.",10:00 AM-07:00 PM,,ho16282891,false,true,,,,poll86246500
Lee County,Lee County Elections Center,Lee County Elections Center,13180 S Cleveland Avenue,Accross from the Bell Tower Shops,,Fort Myers,FL,33907.0,"From Cypress Lake Dr/Daniels Pkwy, go north on S. Cleveland Ave to next traffic light (Bell Tower/Cypress Trace). Turn left, by Robb & Stucky. Park in the lot to the right of the Elections Ctr.",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,228,"13180 S Cleveland Avenue, Fort Myers, FL 33907","Accross from the Bell Tower Shops From Cypress Lake Dr/Daniels Pkwy, go north on S. Cleveland Ave to next traffic light (Bell Tower/Cypress Trace). Turn left, by Robb & Stucky. Park in the lot to the right of the Elections Ctr.",10:00 AM-07:00 PM,,ho52753384,false,true,,,,poll3502726
Lee County,North Fort Myers Recreation Center,North Fort Myers Recreation Center,2000 N Recreation Park Way,Just north of the North Fort Myers Public Library,,North Fort Myers,FL,33903.0,The entrance to North Fort Myers Recreation Center is located just north of North Fort Myers Public Library on N. Recreation Way On The west side of N. Tii Trail Just beyond the intersection of N. Tii Trail and Bayshore Rd.,www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,229,"2000 N Recreation Park Way, North Fort Myers, FL 33903",Just north of the North Fort Myers Public Library The entrance to North Fort Myers Recreation Center is located just north of North Fort Myers Public Library on N. Recreation Way On The west side of N. Tii Trail Just beyond the intersection of N. Tii Trail and Bayshore Rd.,10:00 AM-07:00 PM,,ho38923405,false,true,,,,poll51668586
Lee County,Northwest Regional Library,Northwest Regional Library,519 Chiquita Boulevard N,Vote in the Meeting Room,,Cape Coral,FL,33993.0,"From the intersection of Pine Island Rd and Chiquita Blvd, go north on Chiquita, Past Embers Pkwy. The library is on the right side of the road, between Mariner Middle and Mariner High School",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,230,"519 Chiquita Boulevard N, Cape Coral, FL 33993","Vote in the Meeting Room From the intersection of Pine Island Rd and Chiquita Blvd, go north on Chiquita, Past Embers Pkwy. The library is on the right side of the road, between Mariner Middle and Mariner High School",10:00 AM-07:00 PM,,ho34032477,false,true,,,,poll94201023
Lee County,Schandler Hall Community Park,Schandler Hall Community Park,419 Royal Palm Park Road,Reverend Suarez Hall,Voting is in Rev. Suarex Hall,Fort Myers,FL,33905.0,Schandler Hall Community Park Is located on the north side of Palm Beach Blvd. across from the intersection of Ortiz Ave. and Palm Beach Blvd.  The entrance is on Royal Palm Park Rd. off Palm Beach Blvd.,www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,231,"419 Royal Palm Park Road, Fort Myers, FL 33905",Reverend Suarez Hall Voting is in Rev. Suarex Hall Schandler Hall Community Park Is located on the north side of Palm Beach Blvd. across from the intersection of Ortiz Ave. and Palm Beach Blvd.  The entrance is on Royal Palm Park Rd. off Palm Beach Blvd.,10:00 AM-07:00 PM,,ho78036197,false,true,,,,poll26501540
Lee County,Veterans Park Recreation Center,Veterans Park Recreation Center,55 S Homestead Road,,,Lehigh Acres,FL,33936.0,"From the intersection of Alaba Rd and Homestead Rd, go southeast on Homestead, past the intersection with Arthur Ave and past the fire station to Veterans Park, on the left side of Homestead",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00,232,"55 S Homestead Road, Lehigh Acres, FL 33936","From the intersection of Alaba Rd and Homestead Rd, go southeast on Homestead, past the intersection with Arthur Ave and past the fire station to Veterans Park, on the left side of Homestead",10:00 AM-07:00 PM,,ho67490222,false,true,,,,poll41907981
Levy County,Levy County Supervisor of Elections Office,Levy County Supervisor of Elections Office,421 S Court St,,,Bronson,FL,32621.0,,www.votelevy.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00,233,"421 S Court St, Bronson, FL 32621",,08:00 AM-06:00 PM,,ho80990840,false,true,,,,poll5726182
Liberty County,Liberty County Courthouse,Liberty County Courthouse,10818 NW State Rd 20,,Early Voting Office,Bristol,FL,32321.0,,,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00,234,"10818 NW State Rd 20, Bristol, FL 32321",Early Voting Office,08:00 AM-04:00 PM,,ho81128981,false,true,,,,poll39340794
Brevard County,Canova Beach,Canova Beach Park Community Center,2289 A1A,,,Indian Harbour Beach,FL,32937.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,235,"2289 A1A, Indian Harbour Beach, FL 32937",,08:00 AM-06:00 PM,,ho95988246,false,true,,,,poll39806983
Brevard County,Central Reference Library,Central Reference Library,308 Forrest Ave,,,Cocoa,FL,32922.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,236,"308 Forrest Ave, Cocoa, FL 32922",,08:00 AM-06:00 PM,,ho94175109,false,true,,,,poll97061409
Brevard County,Kiwanis Park,Kiwanis Island Park Pavilion Carlton Room ,951 Kiwanis Island Park RD ,,,Merritt Island,FL,32952.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,237,"951 Kiwanis Island Park RD, Merritt Island, FL 32952",,08:00 AM-06:00 PM,,ho30193702,false,true,,,,poll83427922
Brevard County,Max K. Rodes Park,Max K. Rodes Park Community Center ,3410 Flanagan Ave ,,,West Melbourne,FL,32904.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,238,"3410 Flanagan Ave, West Melbourne, FL 32904",,08:00 AM-06:00 PM,,ho96031018,false,true,,,,poll43273912
Brevard County,Palm Bay Community Center,Palm Bay (Tony Rosa) Community Center,1502 Port Malabar RD NE,,,Palm Bay,FL,32905.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,239,"1502 Port Malabar RD NE, Palm Bay, FL 32905",,08:00 AM-06:00 PM,,ho77105210,false,true,,,,poll45599144
Brevard County,Palm Bay Elections Office,Palm Bay Elections Office,450 Cogan Dr SE,,,Palm Bay,FL,32909.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,240,"450 Cogan Dr SE, Palm Bay, FL 32909",,08:00 AM-06:00 PM,,ho3402661,false,true,,,,poll42409803
Brevard County,Space Coast Association of Realtors,Space Coast Association of Realtors,1450 Sarno RD ,,,Melbourne,FL,32935.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,241,"1450 Sarno RD, Melbourne, FL 32935",,08:00 AM-06:00 PM,,ho57677476,false,true,,,,poll87283926
Brevard County,Titusville Elections Office ,Titusville Elections Office ,400 South St ,,,Titusville,FL,32780.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,242,"400 South St, Titusville, FL 32780",,08:00 AM-06:00 PM,,ho9715772,false,true,,,,poll53784459
Brevard County,Viera Regional Park,Viera Regional Community Center ,2300 Judge Fran Jieson Way ,,,Viera,FL,32940.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,243,"2300 Judge Fran Jieson Way, Viera, FL 32940",,08:00 AM-06:00 PM,,ho19520194,false,true,,,,poll95138044
Brevard County,Wickh Park,Wickh Park Community Center,2815 Leisure Way ,,,Melbourne,FL,32935.0,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00,244,"2815 Leisure Way, Melbourne, FL 32935",,08:00 AM-06:00 PM,,ho72096154,false,true,,,,poll69531272
DeSoto County,Supervisor of Elections office,County Administration Building,201 E. Oak Street,Room 104,,Arcadia,FL,34266.0,,www.votedesoto.com,10/31/16,11/4/16,8:00  - 04:00,16:30 - 04:00,245,"201 E. Oak Street, Arcadia, FL 34266",Room 104,08:00 AM-04:30 PM,,ho81222739,false,true,,,,poll85362379
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324.0,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00,246,"300 Maple Street, Chattahoochee, FL 32324",,08:00 AM-07:00 PM,,ho32243416,false,true,,,,poll78233753
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333.0,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00,247,"203 E. 5th Ave., Havana, FL 32333",,08:00 AM-07:00 PM,,ho5955495,false,true,,,,poll68642300
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343.0,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00,248,"60 MLK Blvd., Midway, FL 32343",,08:00 AM-07:00 PM,,ho50557937,false,true,,,,poll43474277
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351.0,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00,249,"16 S. Madison Street, Quincy, FL 32351",,08:00 AM-07:00 PM,,ho99818159,false,true,,,,poll25444708
Gilchrist County,Gilchrist County Supervisor of Elections Office,Courthouse,112 South Main St Room 128,,,Trenton,FL,32693.0,,www.votegilchrist.com,10/31/16,11/4/16,8:00  - 04:00,18:00 - 04:00,250,"112 South Main St Room 128, Trenton, FL 32693",,08:00 AM-06:00 PM,,ho95119891,false,true,,,,poll84919693
Gulf County,Port St. Joe,SOE Office,401 Long Ave,,,Port St. Joe,FL,32456.0,,,10/31/16,11/4/16,7:30  - 04:00,18:00 - 04:00,251,"401 Long Ave, Port St. Joe, FL 32456",,07:30 AM-06:00 PM,,ho25779463,false,true,,,,poll34485295
Gulf County,Wewahitcka,Wewa Branch Library,314 N 2nd St,,,Wewahitchka,FL,32465.0,,,10/31/16,11/4/16,6:30  - 05:00,17:00 - 05:00,252,"314 N 2nd St, Wewahitchka, FL 32465",,06:30 AM-05:00 PM,,ho71295785,false,true,,,,poll58307997
Hendry County,Clewiston Election Office,Hendry County Government Complex,1100 S. Olympia St.,,In the se building as the Driver`s License Office,Clewiston,FL,33440.0,,http://hendryelections.org,10/31/16,11/4/16,07:00  - 04:00,19:00 - 04:00,253,"1100 S. Olympia St., Clewiston, FL 33440",In the se building as the Driver`s License Office,07:00 AM-07:00 PM,,ho74541436,false,true,,,,poll17200307
Hendry County,LaBelle Election Office,Courthouse Complex,25 E. Hickpochee Ave.,,1st Floor,LaBelle,FL,33935.0,corner of Hickpochee and Bridge St,http://hendryelections.org,10/31/16,11/4/16,07:00  - 04:00,19:00 - 04:00,254,"25 E. Hickpochee Ave., LaBelle, FL 33935",1st Floor corner of Hickpochee and Bridge St,07:00 AM-07:00 PM,,ho72262779,false,true,,,,poll1717524
Brevard County,Canova Beach,Canova Beach Park Community Center,2289 A1A,,,Indian Harbour Beach,FL,32937.0,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00,255,"2289 A1A, Indian Harbour Beach, FL 32937",,08:00 AM-04:00 PM,,ho95988246,false,true,,,,poll39806983
Brevard County,Central Reference Library,Central Reference Library,308 Forrest Ave,,,Cocoa,FL,32922.0,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00,256,"308 Forrest Ave, Cocoa, FL 32922",,08:00 AM-04:00 PM,,ho94175109,false,true,,,,poll97061409
