countyname,sitename,location_name,address,address2,address3,city,state,zip,directions,voterservices,start_date,end_date,days_times_open
Miami-Dade County,Kendale Lakes Branch Library,Kendale Lakes Branch Library,15205 SW 88TH Street,,,Miami,FL,33196,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Kendall Branch Library,Kendall Branch Library,9101 SW 97th Avenue ,,,Miami,FL,33176,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Lemon City Library,Lemon City Library,430 NE 61ST Street,,,Miami,FL,33137,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Miami Beach City Hall,Miami Beach City Hall,1700 Convention Center Drive,,,Miami Beach,FL,33139,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Miami Lakes Community Center,Miami Lakes Community Center,15151 NW 82nd Avenue,Mary Collins Community Center,,Miami Lakes,FL,33016,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Model City Library,Model City Library,2211 NW 54th Street,Caleb Center,,Miami,FL,33142,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Naranja Branch Library,Naranja Branch Library,14850 SW 280TH Street,,,Homestead,FL,33032,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,North Dade Regional Library,North Dade Regional Library,2455 NW 183rd Street,,,Miami Gardens,FL,33056,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Northeast Dade-Aventura Branch Library,Northeast Dade-Aventura Branch Library,2930 Aventura Boulevard,,,Aventura,FL,33180,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,North Miami Public Library,North Miami Public Library,835 NE 132nd Street,,,North Miami,FL,33161,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,North Shore Branch Library,North Shore Branch Library,7501 Collins Avenue,,,Miami Beach,FL,33141,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Palmetto Bay Branch Library ,Palmetto Bay Branch Library ,17641 Old Cutler Road,,,Palmetto Bay,FL,33157,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Pinecrest Branch Library ,Pinecrest Branch Library ,5835 SW 111TH Street,,,Pinecrest,FL,33156,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Shenandoah Branch Library,Shenandoah Branch Library,2111 SW 19TH Street,,,Miami,FL,33145,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,South Dade Regional Library,South Dade Regional Library,10750 SW 211th Street,,,Cutler Bay,FL,33189,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,Stephen P. Clark Gov`t Center,Stephen P. Clark Gov`t Center,111 NW 1ST Street ,Elections Branch Office - Lobby,,Miami,FL,33128,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,West Dade Regional Library,West Dade Regional Library,9445 SW 24th Street,,,Miami,FL,33165,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,West End Regional Library,West End Regional Library,10201 Hammocks Boulevard,,,Miami,FL,33196,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Miami-Dade County,West Miami Community Center,West Miami Community Center,901 SW 62nd Avenue,,,West Miami,FL,33144,,http://www.miamidade.gov/elections/voter-registration.asp,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Monroe County,Big Pine Key Community Park,End of Sands Rd,31009 Atlantis Dr.,,,Big Pine Key,FL,33043,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 05:00 PM EDT
Monroe County,Islamorada Branch Library,MM 81.7,81830 Overseas Hwy,,,Islamorada,FL,33036,,www.KeysElections.org,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 05:00 PM EDT
Monroe County,Supervisor of Elections office,100 Street Center MM 52,10015 Overseas Highway,,,Marathon,FL,33050,,www.KeysElections.org,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 05:00 PM EDT
Monroe County,Supervisor of Elections office,Mile Marker 0,530 Whitehead St. #101,,,Key West,FL,33040,,www.KeysElections.org,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 05:00 PM EDT
Monroe County,Supervisor of Elections office,Murray Nelson Center MM 102,102050 Overseas Highway,,,Key Largo,FL,33037,,www.KeysElections.org,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 05:00 PM EDT
Nassau County,Callahan County Building,Callahan County Building,45401 Mickler Street,,,Callahan,FL,32011,"From the intersection of US Hwy 1/301 and SR200/A1A go south .3 miles on US Hwy 301, turn right on Mickler Street (at First Baptist Church), go .1 miles, County Building is on left.",www.VoteNassau.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Nassau County,County Commission Chambers,James S. Page Governmental Complex,96135 Nassau Place,,,Yulee,FL,32097,"From intersection of SR 200 and Nassau Place, go north on Nassau Place for .2 miles.",www.VoteNassau.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Nassau County,Hilliard Community Center,Hilliard Community Center,37177 Pecan Street,,,Hilliard,FL,32046,"From intersection of US Hwy 1 and CR 108, go west on CR 108 for .1 miles, turn right on Pecan Street, Community Center is on right.",www.VoteNassau.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Nassau County,MLK/Elm Street Recreation Center,MLK/Elm Street Recreation Center,1200 Elm Street,,,Fernandina Beach,FL,32034,"From intersection of South 14th Street and Elm Street (Martin Luther King, Jr. St.) go west on Elm Street for .2 miles, Recreation Center is on left.",www.VoteNassau.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Okaloosa County,County Administration Building,Okaloosa County Adminsitration Building,1250 Eglin Pkwy,,,Shalimar,FL,32579,,www.govote-okaloosa.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CDT to 07:00 PM CDT
Okaloosa County,Crestview Community Center,Crestview Community Center,1446 Commerce Dr,,,Crestview,FL,32539,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CDT to 07:00 PM CDT
Okaloosa County,Destin Community Center,Destin Community Center,101 Stahlman Ave,,,Destin,FL,32541,,www.govote-okaloosa.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CDT to 07:00 PM CDT
Okaloosa County,Niceville City Hall,Niceville City Hall,208 Partin Dr N,,,Niceville,FL,32578,,www.govote-okaloosa.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CDT to 07:00 PM CDT
Okaloosa County,Supervisor of Elections Main Office,"Newman C. ""Buddy"" Brackin Bldg.",302 Wilson St. N,Suite 102,,Cretview,FL,32536,,www.govote-okaloosa.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CDT to 07:00 PM CDT
Okeechobee County,Elections Office,Historic Courthouse,304 NW 2nd St,,,Okeechobee,FL,34972,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 04:30 PM EDT
Orange County,Acacia Florida Centro Borinqueno,Acacia Florida Centro Borinqueno,1865 North Econlockhatchee Trail,,,Orlando,FL,32817,Corner of Colonial Dr.,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Alafaya Branch Library,Alafaya Branch Library,12000 East Colonial Drive ,,,Orlando,FL,32826,East of Alafaya Trail,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Apopka Community Center,Apopka Community Center,519 S Central Ave.,,,Apopka,FL,32703,On the Apopka City Hall Complex,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Chickasaw Library,Chickasaw Library,870 North Chickasaw Trail,,,Orlando,FL,32825,North of Valencia College Lane,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Edgewater Library,Edgewater Library,5049 Edgewater Drive,,,Orlando,FL,32810,North of Lee Road,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Herndon Branch Library,Herndon Branch Library,4324 East Colonial Drive,,,Orlando,FL,32803,East of Bennet Road,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Hiawassee Branch Library,Hiawassee Branch Library,7391 W. Colonial Drive,,,Orlando,FL,32818,West of Hiawassee Road,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Maitland Community Park,Maitland Community Park,1400 Mayo Avenue,,,Maitland,FL,32751,Corner of Mayo Ave and Indian Dance Ct.,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Orange County National Golf Center and Lodge,Orange County National Golf Center and Lodge,16301 Phil Ritson Way,,,Winter Garden,FL,34787,New exit off 429 at Schofield Rd,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Renaissance Senior Center (South Econ Community Park),Renaissance Senior Center (South Econ Community Park),3800 S. Econlockhatchee Trail ,,,Orlando,FL,32829,South of Curry Ford Road,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,South Creek Branch Library,South Creek Branch Library,1702 Deerfield Blvd. ,,,Orlando,FL,32837,East of South Orange Blossom Trail,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Southeast Branch Library,Southeast Branch Library,5575 S. Semoran Blvd.,,,Orlando,FL,32822,Corner of SR. 436 and Hoffner,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Southwest Branch Library,Southwest Branch Library,7255 Della Drive ,,,Orlando,FL,32819,"Off Dr. Phillips Blvd., north of Sand Lake Road",Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Supervisor of Elections Office,Supervisor of Elections Office,119 W. Kaley Street,,,Orlando,FL,32806,Between Orange Ave. and I-4.,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Washington Park Branch Library,Washington Park Branch Library,"5151 Raleigh Street, Suite A ",,,Orlando,FL,32811,In the Lila Mitchell Community Center,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,West Oaks Branch Library,West Oaks Branch Library,1821 E. Silver Star Road ,,,Ocoee,FL,34761,East of Clarke Road,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Orange County,Winter Park Library,Winter Park Library,460 East New England Avenue ,,,Winter Park,FL,32789,Across from Rollins College,Early voting is available,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Osceola County,17th Street Civic Center,St Cloud,3001 17th Street,,,St Cloud,FL,34769,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 8:00 AM EDT to 8:00 PM EDT
Osceola County,Kissimmee Civic Center,Downtown Kissimmee,201 E Dakin Avenue,,,Kissimmee,FL,34741,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 08:00 AM EDT to 08:00 PM EDT
Osceola County,Poinciana Branch Library,Poinciana,101 N Doverplum Avenue,,,Kissimmee,FL,34758,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 08:00 AM EDT to 08:00 PM EDT
Osceola County,Robert Guevara Community Center,Buenaventura Lakes,501 Florida Parkway,,,Kissimmee,FL,34743,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 08:00 AM EDT to 08:00 PM EDT
Osceola County,Supervisor of Elections Office,Main Office,2509 E Irlo Bronson Memorial Highway,,,Kissimmee,FL,34744,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 08:00 AM EDT to 08:00 PM EDT
Osceola County,West Osceola Branch Library,Celebration,305 Campus Street,,,Celebration,FL,34747,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 08:00 AM EDT to 08:00 PM EDT
Palm Beach County,,Acreage Branch Library,15801 Orange Boulevard,,,Loxahatchee,FL,33470,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Belle Glade Branch Library,725 NW 4th Street,,,Belle Glade,FL,33430,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Boca Raton Downtown Library,400 NW 2nd Avenue,,,Boca Raton,FL,33432,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,City of West Palm Beach Police Community Room,600 Banyan Boulevard,,,West Palm Beach,FL,33401,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Ezell Hester Community Center,1901 N Seacrest Boulevard ,,,Boynton Beach,FL,33435,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Gardens Branch Library,11303 Campus Drive,,,Palm Beach Gardens,FL,33410,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Hagen Ranch Road Library,14350 Hagen Ranch Road,,,Delray Beach,FL,33446,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Jupiter Community Center,200 Military Trail,,,Jupiter,FL,33458,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Lantana Branch Library,4020 Lantana Road,,,Lantana,FL,33462,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,South County Civic Center,16700 Jog Road,,,Delray Beach,FL,33446,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,South Florida Fairgrounds,9067 Southern Boulevard,,,West Palm Beach,FL,33411,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Supervisor of Elections Main Office,240 S Military Trail,,,West Palm Beach,FL,33415,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Wellington Branch Library,1951 Royal Fern Drive,,,Wellington,FL,33414,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,Wells Recreation and Community Center,2409 Avenue H West,,,Riviera Beach,FL,33404,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Palm Beach County,,West Boca Branch Library,18685 State Road 7 (441),,,Boca Raton,FL,33498,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,East Pasco Government Center,East Pasco Government Center,14236 6th St,,,Dade City,FL,33523,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDTFrom 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,Hudson Library,Hudson Library,8012 Library Rd ,,,Hudson,FL,34667,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,Land O` Lakes Library,Land O` Lakes Library,2818 Collier Pky ,,,Land O` Lakes,FL,34639,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,New River Library,New River Library,34043 State Road 54 ,,,Zephyrhills,FL,33543,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,Quail Hollow Country Club,Quail Hollow Country Club,6225 Old Pasco Rd ,,,Wesley Chapel,FL,33544,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,Regency Park Library,Regency Park Library,9701 Little Rd ,,,New Port Richey,FL,34654,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,South Holiday Library,South Holiday Library,4649 Mile Stretch Dr ,,,Holiday,FL,34690,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pasco County,West Pasco Government Center,West Pasco Government Center,8731 Citizens Dr ,,,New Port Richey,FL,34654,,http://www.pascovotes.com/Voter-Registration/Am-I-Registered,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Pinellas County,Centre of Palm Harbor,Centre of Palm Harbor,1500 16th St.,,,Palm Harbor,FL,34683,,VotePinellas.com,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Pinellas County,County Building,County Building,501 First Ave. N,,,St. Petersburg,FL,33701,,VotePinellas.com,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Pinellas County,County Courthouse,County Courthouse,315 Court St.,Room 117,,Clearwater,FL,33756,,VotePinellas.com,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Pinellas County,Election Service Center,Starkey Lakes Corporate Center,13001 Starkey Rd.,,,Largo,FL,33773,,VotePinellas.com,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Pinellas County,Gulfport Neighborhood Center,Gulfport Neighborhood Center,1617 49th St. S,,,Gulfport,FL,33707,,VotePinellas.com,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Elections Branch Office at Deer Creek Crossings,,42653 Highway 27,,,Davenport,FL,33837,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Elections Branch Office at Orange Grove Shopping Center,,1376 State Road 60 E,,,Lake Wales,FL,33853,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Gill Jones Center NE Polk County Government Center,,3425 Lake Alfred Road,,,Winter Haven,FL,33881,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Haines City Library,,111 N 6th Street,,,Haines City,FL,33844,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Mulberry Civic Center,,901 NE 5th Street,,,Mulberry,FL,33860,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Poinciana Community Center,,395 Marigold Avenue,,,Poinciana,FL,34759,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Polk County Government Center,,930 E Parker Street,,,Lakeland,FL,33801,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Polk Street Community Center,,1255 Polk Street,,,Bartow,FL,33830,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Polk County,Simpson Park Community Center,,1725 Martin L King Jr Avenue,,,Lakeland,FL,33805,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Putnam County,Interlachen Community Center,EV2,135 S. CR 315,Former CB Club,,Interlachen,FL,32148,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:00 PM EDT
Putnam County,South Putnam Government Center,EV3,115 N. Summit St.,,,Crescent City,FL,32112,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:00 PM EDT
Putnam County,Supervisor of Elections - Main Office,EV1,"2509 Crill Ave., Suite 900",,,Palatka,FL,32177,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:00 PM EDT
Santa Rosa County,Main Elections Office,County Administrative Building,"6495 Caroline St, Suite F",Behind McDonalds on Hwy 90 in Milton,,Milton,FL,32570,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 7:00 AM CST to 7:00 PM CST
Santa Rosa County,Pace Community Center,Pace Community Center,5976 Chumuckla Hwy,Just North of Five Points at Ball Field,,Pace,FL,32571,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CST to 07:00 PM CST
Santa Rosa County,South Service Center,South Service Center,5841 Gulf Breeze Pkwy (Hwy 98),1 block east of the Zoo on Hwy 98,1 block east of the Zoo on Hwy 98,Gulf Breeze,FL,32563,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CST to 07:00 PM CST
Santa Rosa County,Tiger Point Community Center,Tiger Point Community Center,1370 Tiger Park Lane,Next to Lowe`s at Ball Field,,Gulf Breeze,FL,32563,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM CST to 07:00 PM CST
Sarasota County,Fruitville Library,Fruitville Library,100 Coburn Road,Library Meeting Room,,Sarasota,FL,34240,East of I-75; Just of off Fruitville Rd,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Sarasota County,Nokomis Park Community Center,Nokomis Park Community Center,234 Nippino Trail E.,Game Room,,Nokomis,FL,34275,East of U.S. 41; Near Nippino Trail E. and Nash Ave ,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Sarasota County,North Sarasota Library,North Sarasota Library,2801 Newtown Boulevard,Library Meeting Room,,Sarasota,FL,34234,East of U.S. 301; Near Dr. Martin Luther King Way and Newtown Blvd,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Sarasota County,Supervisor of Elections Office - North Port,Biscayne Plaza,13640 Tamiami Trail,,,North Port,FL,34287,Near U.S. 41 and S. Biscayne Dr ,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Sarasota County,Supervisor of Elections Office - Sarasota,Terrace Building,2001 Adams Lane,1st Floor,,Sarasota,FL,34237,Near S. Washington Blvd and Adams Ln,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Sarasota County,Supervisor of Elections Office - Venice,R.L. Anderson Administration Building,4000 Tamiami Trail S.,Room 114,,Venice,FL,34293,Near U.S. 41 and Jacaranda Blvd ,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Sarasota County,Westfield Sarasota Square Mall,Westfield Sarasota Square Mall,8201 S. Tamiami Trail,Center Court,,Sarasota,FL,34238,Near U.S. 41 and Beneva Rd; Early Voting location is near center court of mall ,www.SarasotaVotes.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:30 AM EDT to 06:30 PM EDT
Seminole County,Casselberry Library,Central Branch Library,215 N. Oxford Rd.,,,Casselberry,FL,32707,"On Oxford Road, just north of SR 436.",VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Seminole County,Lake Mary Library,Northwest Branch Library,580 Greenway Blvd.,,,Lake Mary,FL,32746,On greenwood between the high school and the middle school,VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Seminole County,Longwood Library,West Branch Library,245 N. Hunt Club Blvd.,,,Longwood,FL,32779,"On Hunt Club, south of Wekiva Springs Rd, north of Sand Lake Rd.",VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Seminole County,Old Longwood Elementary School,Old Longwood Elementary School,840 Orange Ave.,,,Longwood,FL,32750,"On Orange Ave., just west of the Mazda dealership",VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
