countyne,sitene,location_ne,address,address2,address3,city,state,zip,directions,voterservices,start_date,end_date,start_time,end_time
Brevard County,Kiwanis Park,Kiwanis Island Park Pavilion Carlton Room ,951 Kiwanis Island Park RD ,,,Merritt Island,FL,32952,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Max K. Rodes Park,Max K. Rodes Park Community Center ,3410 Flanagan Ave ,,,West Melbourne,FL,32904,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Palm Bay Community Center,Palm Bay (Tony Rosa) Community Center,1502 Port Malabar RD NE,,,Palm Bay,FL,32905,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Palm Bay Elections Office,Palm Bay Elections Office,450 Cogan Dr SE,,,Palm Bay,FL,32909,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Space Coast Association of Realtors,Space Coast Association of Realtors,1450 Sarno RD ,,,Melbourne,FL,32935,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Titusville Elections Office ,Titusville Elections Office ,400 South St ,,,Titusville,FL,32780,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Viera Regional Park,Viera Regional Community Center ,2300 Judge Fran Jieson Way ,,,Viera,FL,32940,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Wickh Park,Wickh Park Community Center,2815 Leisure Way ,,,Melbourne,FL,32935,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
DeSoto County,Supervisor of Elections office,County Administration Building,201 E. Oak Street,Room 104,,Arcadia,FL,34266,,www.votedesoto.com,10/24/16,10/28/16,8:00  - 04:00,16:30 - 04:00
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324,,,10/24/16,10/28/16,08:00  - 04:00,19:00 - 04:00
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333,,,10/24/16,10/28/16,08:00  - 04:00,19:00 - 04:00
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343,,,10/24/16,10/28/16,08:00  - 04:00,19:00 - 04:00
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351,,,10/24/16,10/28/16,08:00  - 04:00,19:00 - 04:00
Hendry County,Clewiston Election Office,Hendry County Government Complex,1100 S. Olympia St.,,In the se building as the Driver`s License Office,Clewiston,FL,33440,,http://hendryelections.org,10/24/16,10/28/16,07:00  - 04:00,19:00 - 04:00
Hendry County,LaBelle Election Office,Courthouse Complex,25 E. Hickpochee Ave.,,1st Floor,LaBelle,FL,33935,corner of Hickpochee and Bridge St,http://hendryelections.org,10/24/16,10/28/16,07:00  - 04:00,19:00 - 04:00
Marion County,Belleview,Belleview Public Library,13145 SE HWY 484,,,Belleview,FL,34420,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Deputy Litz Building,Deputy Brian Litz Building,9048 SW HWY 200,,,Ocala,FL,34481,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Dunnellon,Dunnellon Public Library,20351 Robinson Road,,,Dunnellon,FL,34431,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Election Center,Marion County Election Center,981 NE 16th Street,,,Ocala,FL,34470,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Forest,Forest Public Library,905 S HWY 314A,,,Ocklawaha,FL,32179,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Freedom,Freedom Public Library,5870 SW 95th Street,,,Ocala,FL,34476,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Reddick,Reddick Community Center,4345 NW 152nd Street,,,Reddick,FL,32686,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Shores,Silver Springs Shores Community Center,590 Silver Road,,,Ocala,FL,34472,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Marion County,Villages,The Villages Mulberry Center,8445 SE 165th Mulberry Lane,,,The Villages,FL,32162,,www.VoteMarion.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Martin County,County Line Civic Center,County Line Civic Center,18530 SE County Line Rd,,,Tequesta,FL,33469,,,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Martin County,Elections Center,Elections Center,"135 SE Martin Luther King, Jr. Blvd",,,Stuart,FL,34994,,MartinVotes.com,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Martin County,Elisabeth Lahti Library,Elisabeth Lahti Library,15200 SW Ads Ave,,,Indiantown,FL,34956,,,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Martin County,Hobe Sound Library,Hobe Sound Library,10595 SE Federal Hwy,,,Hobe Sound,FL,33455,,,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Martin County,Hoke Library,Hoke Library,1150 NE Jack Willis Way,,,Jensen Beach,FL,34957,,,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Martin County,Peter & Julie Cummings Library,Peter & Jule Cummings Library,2551 SW Matheson Ave,,,Palm City,FL,34990,,,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Martin County,Robert Morgade Library,Robert Morgade Library,5851 SE Community Dr,,,Stuart,FL,34997,,,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00
Miami-Dade County,Adrienne Arsht Center ,Adrienne Arsht Center ,1300 Biscayne Blvd,,,Mii,FL,33132,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Adrienne Arsht Center ,Adrienne Arsht Center ,1300 Biscayne Blvd,,,Mii,FL,33132,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Arcola Lakes Branch Library ,Arcola Lakes Branch Library ,8240 NW 7TH  Avenue,,,Mii,FL,33150,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Arcola Lakes Branch Library ,Arcola Lakes Branch Library ,8240 NW 7TH  Avenue,,,Mii,FL,33150,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Betty T. Ferguson,Betty T. Ferguson,3000 NW 199TH St,,,Mii Gardens,FL,33056,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Betty T. Ferguson,Betty T. Ferguson,3000 NW 199TH St,,,Mii Gardens,FL,33056,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Carrie P. Meek Senior & Cultural Center,Carrie P. Meek Senior & Cultural Center,1350 NW 50TH Street,,,Mii,FL,33142,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Carrie P. Meek Senior & Cultural Center,Carrie P. Meek Senior & Cultural Center,1350 NW 50TH Street,,,Mii,FL,33142,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Coral Gables Branch Library,Coral Gables Branch Library,3443 Segovia Street,,,Coral Gables,FL,33134,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Coral Gables Branch Library,Coral Gables Branch Library,3443 Segovia Street,,,Coral Gables,FL,33134,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Coral Reef Branch Library,Coral Reef Branch Library,9211 SW 152nd Street,,,Mii,FL,33157,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Coral Reef Branch Library,Coral Reef Branch Library,9211 SW 152nd Street,,,Mii,FL,33157,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Elections Department - Main Office,Elections Department - Main Office,2700 NW 87th Avenue ,,,Doral,FL,33172,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Elections Department - Main Office,Elections Department - Main Office,2700 NW 87th Avenue ,,,Doral,FL,33172,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Historic Garage ,Historic Garage ,3250 S Mii Avenue,Se property as the old museum of science,,Mii,FL,33129,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Historic Garage ,Historic Garage ,3250 S Mii Avenue,Se property as the old museum of science,,Mii,FL,33129,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Homestead Community Center,Homestead Community Center,1601 N. Krome Avenue,"Willi F. ""Bill"" Dickinson Comm. Center",,Homestead,FL,33030,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Homestead Community Center,Homestead Community Center,1601 N. Krome Avenue,"Willi F. ""Bill"" Dickinson Comm. Center",,Homestead,FL,33030,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,International Mall Branch Library ,International Mall Branch Library ,10315 NW 12TH Street,,,Doral,FL,33172,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,International Mall Branch Library ,International Mall Branch Library ,10315 NW 12TH Street,,,Doral,FL,33172,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,John F. Kennedy Library,John F. Kennedy Library,190 W 49th Street,,,Hialeah,FL,33012,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,John F. Kennedy Library,John F. Kennedy Library,190 W 49th Street,,,Hialeah,FL,33012,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Kendale Lakes Branch Library,Kendale Lakes Branch Library,15205 SW 88TH Street,,,Mii,FL,33196,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Kendale Lakes Branch Library,Kendale Lakes Branch Library,15205 SW 88TH Street,,,Mii,FL,33196,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Kendall Branch Library,Kendall Branch Library,9101 SW 97th Avenue ,,,Mii,FL,33176,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Kendall Branch Library,Kendall Branch Library,9101 SW 97th Avenue ,,,Mii,FL,33176,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Lemon City Library,Lemon City Library,430 NE 61ST Street,,,Mii,FL,33137,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Lemon City Library,Lemon City Library,430 NE 61ST Street,,,Mii,FL,33137,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Mii Beach City Hall,Mii Beach City Hall,1700 Convention Center Drive,,,Mii Beach,FL,33139,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Mii Beach City Hall,Mii Beach City Hall,1700 Convention Center Drive,,,Mii Beach,FL,33139,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Mii Lakes Community Center,Mii Lakes Community Center,15151 NW 82nd Avenue,Mary Collins Community Center,,Mii Lakes,FL,33016,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Mii Lakes Community Center,Mii Lakes Community Center,15151 NW 82nd Avenue,Mary Collins Community Center,,Mii Lakes,FL,33016,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Model City Library,Model City Library,2211 NW 54th Street,Caleb Center,,Mii,FL,33142,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Model City Library,Model City Library,2211 NW 54th Street,Caleb Center,,Mii,FL,33142,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Naranja Branch Library,Naranja Branch Library,14850 SW 280TH Street,,,Homestead,FL,33032,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Naranja Branch Library,Naranja Branch Library,14850 SW 280TH Street,,,Homestead,FL,33032,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,North Dade Regional Library,North Dade Regional Library,2455 NW 183rd Street,,,Mii Gardens,FL,33056,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,North Dade Regional Library,North Dade Regional Library,2455 NW 183rd Street,,,Mii Gardens,FL,33056,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Northeast Dade-Aventura Branch Library,Northeast Dade-Aventura Branch Library,2930 Aventura Boulevard,,,Aventura,FL,33180,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Northeast Dade-Aventura Branch Library,Northeast Dade-Aventura Branch Library,2930 Aventura Boulevard,,,Aventura,FL,33180,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,North Mii Public Library,North Mii Public Library,835 NE 132nd Street,,,North Mii,FL,33161,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,North Mii Public Library,North Mii Public Library,835 NE 132nd Street,,,North Mii,FL,33161,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,North Shore Branch Library,North Shore Branch Library,7501 Collins Avenue,,,Mii Beach,FL,33141,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,North Shore Branch Library,North Shore Branch Library,7501 Collins Avenue,,,Mii Beach,FL,33141,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Palmetto Bay Branch Library ,Palmetto Bay Branch Library ,17641 Old Cutler Road,,,Palmetto Bay,FL,33157,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Palmetto Bay Branch Library ,Palmetto Bay Branch Library ,17641 Old Cutler Road,,,Palmetto Bay,FL,33157,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Pinecrest Branch Library ,Pinecrest Branch Library ,5835 SW 111TH Street,,,Pinecrest,FL,33156,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Pinecrest Branch Library ,Pinecrest Branch Library ,5835 SW 111TH Street,,,Pinecrest,FL,33156,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Shenandoah Branch Library,Shenandoah Branch Library,2111 SW 19TH Street,,,Mii,FL,33145,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Shenandoah Branch Library,Shenandoah Branch Library,2111 SW 19TH Street,,,Mii,FL,33145,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,South Dade Regional Library,South Dade Regional Library,10750 SW 211th Street,,,Cutler Bay,FL,33189,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,South Dade Regional Library,South Dade Regional Library,10750 SW 211th Street,,,Cutler Bay,FL,33189,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,Stephen P. Clark Gov`t Center,Stephen P. Clark Gov`t Center,111 NW 1ST Street ,Elections Branch Office - Lobby,,Mii,FL,33128,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,Stephen P. Clark Gov`t Center,Stephen P. Clark Gov`t Center,111 NW 1ST Street ,Elections Branch Office - Lobby,,Mii,FL,33128,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,West Dade Regional Library,West Dade Regional Library,9445 SW 24th Street,,,Mii,FL,33165,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,West Dade Regional Library,West Dade Regional Library,9445 SW 24th Street,,,Mii,FL,33165,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,West End Regional Library,West End Regional Library,10201 Hmocks Boulevard,,,Mii,FL,33196,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,West End Regional Library,West End Regional Library,10201 Hmocks Boulevard,,,Mii,FL,33196,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Miami-Dade County,West Mii Community Center,West Mii Community Center,901 SW 62nd Avenue,,,West Mii,FL,33144,,http://www.miidade.gov/elections/voter-registration.asp,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Miami-Dade County,West Mii Community Center,West Mii Community Center,901 SW 62nd Avenue,,,West Mii,FL,33144,,http://www.miidade.gov/elections/voter-registration.asp,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Monroe County,Big Pine Key Community Park,End of Sands Rd,31009 Atlantis Dr.,,,Big Pine Key,FL,33043,,,10/24/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Monroe County,Islorada Branch Library,MM 81.7,81830 Overseas Hwy,,,Islorada,FL,33036,,www.KeysElections.org,10/24/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Monroe County,Supervisor of Elections office,100 Street Center MM 52,10015 Overseas Highway,,,Marathon,FL,33050,,www.KeysElections.org,10/24/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Monroe County,Supervisor of Elections office,Mile Marker 0,530 Whitehead St. #101,,,Key West,FL,33040,,www.KeysElections.org,10/24/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Monroe County,Supervisor of Elections office,Murray Nelson Center MM 102,102050 Overseas Highway,,,Key Largo,FL,33037,,www.KeysElections.org,10/24/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Nassau County,Callahan County Building,Callahan County Building,45401 Mickler Street,,,Callahan,FL,32011,"From the intersection of US Hwy 1/301 and SR200/A1A go south .3 miles on US Hwy 301, turn right on Mickler Street (at First Baptist Church), go .1 miles, County Building is on left.",www.VoteNassau.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Nassau County,County Commission Chbers,Jes S. Page Governmental Complex,96135 Nassau Place,,,Yulee,FL,32097,"From intersection of SR 200 and Nassau Place, go north on Nassau Place for .2 miles.",www.VoteNassau.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Nassau County,Hilliard Community Center,Hilliard Community Center,37177 Pecan Street,,,Hilliard,FL,32046,"From intersection of US Hwy 1 and CR 108, go west on CR 108 for .1 miles, turn right on Pecan Street, Community Center is on right.",www.VoteNassau.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Nassau County,MLK/Elm Street Recreation Center,MLK/Elm Street Recreation Center,1200 Elm Street,,,Fernandina Beach,FL,32034,"From intersection of South 14th Street and Elm Street (Martin Luther King, Jr. St.) go west on Elm Street for .2 miles, Recreation Center is on left.",www.VoteNassau.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Okaloosa County,County Administration Building,Okaloosa County Adminsitration Building,1250 Eglin Pkwy,,,Shalimar,FL,32579,,www.govote-okaloosa.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Okaloosa County,Crestview Community Center,Crestview Community Center,1446 Commerce Dr,,,Crestview,FL,32539,,,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Okaloosa County,Destin Community Center,Destin Community Center,101 Stahlman Ave,,,Destin,FL,32541,,www.govote-okaloosa.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Okaloosa County,Niceville City Hall,Niceville City Hall,208 Partin Dr N,,,Niceville,FL,32578,,www.govote-okaloosa.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Okaloosa County,Supervisor of Elections Main Office,"Newman C. ""Buddy"" Brackin Bldg.",302 Wilson St. N,Suite 102,,Cretview,FL,32536,,www.govote-okaloosa.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Okeechobee County,Elections Office,Historic Courthouse,304 NW 2nd St,,,Okeechobee,FL,34972,,,10/24/16,11/5/16,08:30  - 04:00,16:30 - 04:00
Orange County,Acacia Florida Centro Borinqueno,Acacia Florida Centro Borinqueno,1865 North Econlockhatchee Trail,,,Orlando,FL,32817,Corner of Colonial Dr.,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Acacia Florida Centro Borinqueno,Acacia Florida Centro Borinqueno,1865 North Econlockhatchee Trail,,,Orlando,FL,32817,Corner of Colonial Dr.,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Alafaya Branch Library,Alafaya Branch Library,12000 East Colonial Drive ,,,Orlando,FL,32826,East of Alafaya Trail,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Alafaya Branch Library,Alafaya Branch Library,12000 East Colonial Drive ,,,Orlando,FL,32826,East of Alafaya Trail,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Apopka Community Center,Apopka Community Center,519 S Central Ave.,,,Apopka,FL,32703,On the Apopka City Hall Complex,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Apopka Community Center,Apopka Community Center,519 S Central Ave.,,,Apopka,FL,32703,On the Apopka City Hall Complex,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Chickasaw Library,Chickasaw Library,870 North Chickasaw Trail,,,Orlando,FL,32825,North of Valencia College Lane,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Chickasaw Library,Chickasaw Library,870 North Chickasaw Trail,,,Orlando,FL,32825,North of Valencia College Lane,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Edgewater Library,Edgewater Library,5049 Edgewater Drive,,,Orlando,FL,32810,North of Lee Road,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Edgewater Library,Edgewater Library,5049 Edgewater Drive,,,Orlando,FL,32810,North of Lee Road,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Herndon Branch Library,Herndon Branch Library,4324 East Colonial Drive,,,Orlando,FL,32803,East of Bennet Road,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Herndon Branch Library,Herndon Branch Library,4324 East Colonial Drive,,,Orlando,FL,32803,East of Bennet Road,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Hiawassee Branch Library,Hiawassee Branch Library,7391 W. Colonial Drive,,,Orlando,FL,32818,West of Hiawassee Road,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Hiawassee Branch Library,Hiawassee Branch Library,7391 W. Colonial Drive,,,Orlando,FL,32818,West of Hiawassee Road,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Maitland Community Park,Maitland Community Park,1400 Mayo Avenue,,,Maitland,FL,32751,Corner of Mayo Ave and Indian Dance Ct.,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Maitland Community Park,Maitland Community Park,1400 Mayo Avenue,,,Maitland,FL,32751,Corner of Mayo Ave and Indian Dance Ct.,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Orange County National Golf Center and Lodge,Orange County National Golf Center and Lodge,16301 Phil Ritson Way,,,Winter Garden,FL,34787,New exit off 429 at Schofield Rd,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Orange County National Golf Center and Lodge,Orange County National Golf Center and Lodge,16301 Phil Ritson Way,,,Winter Garden,FL,34787,New exit off 429 at Schofield Rd,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Renaissance Senior Center (South Econ Community Park),Renaissance Senior Center (South Econ Community Park),3800 S. Econlockhatchee Trail ,,,Orlando,FL,32829,South of Curry Ford Road,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Renaissance Senior Center (South Econ Community Park),Renaissance Senior Center (South Econ Community Park),3800 S. Econlockhatchee Trail ,,,Orlando,FL,32829,South of Curry Ford Road,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,South Creek Branch Library,South Creek Branch Library,1702 Deerfield Blvd. ,,,Orlando,FL,32837,East of South Orange Blossom Trail,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,South Creek Branch Library,South Creek Branch Library,1702 Deerfield Blvd. ,,,Orlando,FL,32837,East of South Orange Blossom Trail,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Southeast Branch Library,Southeast Branch Library,5575 S. Semoran Blvd.,,,Orlando,FL,32822,Corner of SR. 436 and Hoffner,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
