Spr,Name,ocd-division,division - description,homepage - url,phone,email,name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,notes
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us."
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us."
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us."
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us."
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us."
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,,320 West Court Street,Room 102,Paragould,AR,72450,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"We are open 8 a.m. - 6 p.m. with the exception of November 7th, on that day we close at 5 p.m.
 We are also open on Saturdays during those two weeks from 10 a.m.- 4p.m."
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,,320 West Court Street,Room 102,Paragould,AR,72450,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,,320 West Court Street,Room 102,Paragould,AR,72450,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,,320 West Court Street,Room 102,Paragould,AR,72450,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,,320 West Court Street,Room 102,Paragould,AR,72450,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,,400 South Washington,,Hope,AR,71801,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,,400 South Washington,,Hope,AR,71801,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,,400 South Washington,,Hope,AR,71801,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,,400 South Washington,,Hope,AR,71801,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,,400 South Washington,,Hope,AR,71801,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,,230 W 2nd,,Malvern,AR,72104,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,,230 W 2nd,,Malvern,AR,72104,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,,230 W 2nd,,Malvern,AR,72104,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,,230 W 2nd,,Malvern,AR,72104,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,,230 W 2nd,,Malvern,AR,72104,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,,200 Lake Nichols Dr,,Nashville,AR,71852,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,,200 Lake Nichols Dr,,Nashville,AR,71852,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,,200 Lake Nichols Dr,,Nashville,AR,71852,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,,200 Lake Nichols Dr,,Nashville,AR,71852,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,,200 Lake Nichols Dr,,Nashville,AR,71852,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,,192 East Main Street,,Batesville,AR,72501,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,,192 East Main Street,,Batesville,AR,72501,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,,192 East Main Street,,Batesville,AR,72501,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,,192 East Main Street,,Batesville,AR,72501,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,,192 East Main Street,,Batesville,AR,72501,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,,218 College Drive,,Melbourne,AR,72556,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,,218 College Drive,,Melbourne,AR,72556,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,,218 College Drive,,Melbourne,AR,72556,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,,218 College Drive,,Melbourne,AR,72556,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,,218 College Drive,,Melbourne,AR,72556,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Jackson County,County Clerk,ocd-division/country:us/state:ar/county:jackson,Jackson County AR,,(870) 523-7420,jacksonclerk@arkansasclerks.com,Village Mall,2119 Malcolm Avenue,,Newport,AR,72112,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Jackson County,County Clerk,ocd-division/country:us/state:ar/county:jackson,Jackson County AR,,(870) 523-7420,jacksonclerk@arkansasclerks.com,Village Mall,2119 Malcolm Avenue,,Newport,AR,72112,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Jackson County,County Clerk,ocd-division/country:us/state:ar/county:jackson,Jackson County AR,,(870) 523-7420,jacksonclerk@arkansasclerks.com,Village Mall,2119 Malcolm Avenue,,Newport,AR,72112,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Jackson County,County Clerk,ocd-division/country:us/state:ar/county:jackson,Jackson County AR,,(870) 523-7420,jacksonclerk@arkansasclerks.com,Village Mall,2119 Malcolm Avenue,,Newport,AR,72112,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Jackson County,County Clerk,ocd-division/country:us/state:ar/county:jackson,Jackson County AR,,(870) 523-7420,jacksonclerk@arkansasclerks.com,Village Mall,2119 Malcolm Avenue,,Newport,AR,72112,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,,101 East Barraque Street,,Pine Bluff,AR,71601,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,8:00 am- 6:00 pm Monday - Friday and 10 am until 4pm on Saturdays with the exception of Monday November 7 day before election will be normal office hours 8:00 am until 5:00 pm.
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,,101 East Barraque Street,,Pine Bluff,AR,71601,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,8:00 am- 6:00 pm Monday - Friday and 10 am until 4pm on Saturdays with the exception of Monday November 7 day before election will be normal office hours 8:00 am until 5:00 pm.
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,,101 East Barraque Street,,Pine Bluff,AR,71601,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,8:00 am- 6:00 pm Monday - Friday and 10 am until 4pm on Saturdays with the exception of Monday November 7 day before election will be normal office hours 8:00 am until 5:00 pm.
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,,101 East Barraque Street,,Pine Bluff,AR,71601,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,8:00 am- 6:00 pm Monday - Friday and 10 am until 4pm on Saturdays with the exception of Monday November 7 day before election will be normal office hours 8:00 am until 5:00 pm.
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,,101 East Barraque Street,,Pine Bluff,AR,71601,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,8:00 am- 6:00 pm Monday - Friday and 10 am until 4pm on Saturdays with the exception of Monday November 7 day before election will be normal office hours 8:00 am until 5:00 pm.
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,,215 West Main Street,,Clarksville,AR,72830,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,8-6 M-F and 10-4 pm on Saturday. It will end on Monday 11-7-16 at 5:00 pm
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,,215 West Main Street,,Clarksville,AR,72830,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,8-6 M-F and 10-4 pm on Saturday. It will end on Monday 11-7-16 at 5:00 pm
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,,215 West Main Street,,Clarksville,AR,72830,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,8-6 M-F and 10-4 pm on Saturday. It will end on Monday 11-7-16 at 5:00 pm
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,,215 West Main Street,,Clarksville,AR,72830,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,8-6 M-F and 10-4 pm on Saturday. It will end on Monday 11-7-16 at 5:00 pm
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,,215 West Main Street,,Clarksville,AR,72830,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,8-6 M-F and 10-4 pm on Saturday. It will end on Monday 11-7-16 at 5:00 pm
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,,116 W 3rd St,,Lewisville,AR,71845,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5 "
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,,116 W 3rd St,,Lewisville,AR,71845,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,,116 W 3rd St,,Lewisville,AR,71845,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,,116 W 3rd St,,Lewisville,AR,71845,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,,116 W 3rd St,,Lewisville,AR,71845,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,,315 West Main Street,,Walnut Ridge,AR,72476,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"m-f 8-6, Sats 10-4, Nov 7th 8-5"
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,,315 West Main Street,,Walnut Ridge,AR,72476,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,,315 West Main Street,,Walnut Ridge,AR,72476,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,,315 West Main Street,,Walnut Ridge,AR,72476,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,,315 West Main Street,,Walnut Ridge,AR,72476,08:00:00 - 05:00,17:00:00 - 05:00,11/7/2016,11/7/2016,
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,,15 East Chestnut Street,Room 4,Marianna,AR,72360,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,Monday thru Friday 8:00 a.m. 6:00 p.m. and on Saturdays 10:00 a.m. to 4:00 p.m
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,,15 East Chestnut Street,Room 4,Marianna,AR,72360,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,Monday thru Friday 8:00 a.m. 6:00 p.m. and on Saturdays 10:00 a.m. to 4:00 p.m
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,,15 East Chestnut Street,Room 4,Marianna,AR,72360,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,Monday thru Friday 8:00 a.m. 6:00 p.m. and on Saturdays 10:00 a.m. to 4:00 p.m
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,,15 East Chestnut Street,Room 4,Marianna,AR,72360,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,Monday thru Friday 8:00 a.m. 6:00 p.m. and on Saturdays 10:00 a.m. to 4:00 p.m
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,,15 East Chestnut Street,Room 4,Marianna,AR,72360,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,Monday thru Friday 8:00 a.m. 6:00 p.m. and on Saturdays 10:00 a.m. to 4:00 p.m
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,,300 South Drew St.,,Star City,AR,71667,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,8:00am to 6:00pm Monday through Friday and from 10:00am to 4:00pm on Saturday and 8:00am to 5:30pm on the Monday before election day
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,,300 South Drew St.,,Star City,AR,71667,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,8:00am to 6:00pm Monday through Friday and from 10:00am to 4:00pm on Saturday and 8:00am to 5:30pm on the Monday before election day
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,,300 South Drew St.,,Star City,AR,71667,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,8:00am to 6:00pm Monday through Friday and from 10:00am to 4:00pm on Saturday and 8:00am to 5:30pm on the Monday before election day
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,,300 South Drew St.,,Star City,AR,71667,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,8:00am to 6:00pm Monday through Friday and from 10:00am to 4:00pm on Saturday and 8:00am to 5:30pm on the Monday before election day
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,,300 South Drew St.,,Star City,AR,71667,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,8:00am to 6:00pm Monday through Friday and from 10:00am to 4:00pm on Saturday and 8:00am to 5:30pm on the Monday before election day
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,Ashdown,AR,71822,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6 pm, Sats 10-4, Nov 7th 8-5"
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,Ashdown,AR,71822,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,Ashdown,AR,71822,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,Ashdown,AR,71822,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,,351 North 2nd St.,,Ashdown,AR,71822,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,Paris,AR,72855,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,M-F 8-6 Sat 10-4 Nov 7th 8-5
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,Paris,AR,72855,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,M-F 8-6 Sat 10-4 Nov 7th 8-5
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,Paris,AR,72855,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,M-F 8-6 Sat 10-4 Nov 7th 8-5
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,Paris,AR,72855,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,M-F 8-6 Sat 10-4 Nov 7th 8-5
