office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,owner,contacted?,start_time,end_time,start_date,end_date,notes
Minot Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:minot,Minot Town ME,,(207) 345-3305,,329 Woodman Hill Road,Minot,ME,4258,,,8:00:00,13:00:00,10/28/16,10/28/16,
Minot Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:minot,Minot Town ME,,(207) 345-3305,,329 Woodman Hill Road,Minot,ME,4258,,,8:00:00,16:00:00,10/31/16,11/2/16,
Minot Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:minot,Minot Town ME,,(207) 345-3305,,329 Woodman Hill Road,Minot,ME,4258,,,10:00:00,18:00:00,11/3/16,11/3/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,yes,15:00:00,18:00:00,10/6/16,10/7/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/10/16,10/10/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/13/16,10/14/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/17/17,10/17/17,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/20/16,10/21/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/24/16,10/24/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/27/16,10/28/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,10/31/16,10/31/16,
Moose River Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:moose_river,Moose River Town ME,,(207) 668-4019,,705 Main Street,Moose River,ME,4945,,,15:00:00,18:00:00,11/3/16,11/3/16,
Newry Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:newry,Newry Town ME,,(207) 824-3123,,422 Bear River Road,Newry Town,ME,4261,,yes,7:00:00,17:00:00,10/10/16,10/13/16,
Newry Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:newry,Newry Town ME,,(207) 824-3123,,422 Bear River Road,Newry Town,ME,4261,,,7:00:00,17:00:00,10/17/16,10/20/16,
Newry Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:newry,Newry Town ME,,(207) 824-3123,,422 Bear River Road,Newry Town,ME,4261,,,7:00:00,17:00:00,10/24/16,10/27/16,
Newry Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:newry,Newry Town ME,,(207) 824-3123,,422 Bear River Road,Newry Town,ME,4261,,,7:00:00,17:00:00,10/31/16,11/3/16,
Orono Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:orono,Orono Town ME,,(207) 866-2556,,59 Main Street,Orono,ME,4473,,yes,8:30:00,16:30:00,10/7/16,10/7/16,
Orono Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:orono,Orono Town ME,,(207) 866-2556,,59 Main Street,Orono,ME,4473,,,8:30:00,16:30:00,10/10/16,10/14/16,
Orono Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:orono,Orono Town ME,,(207) 866-2556,,59 Main Street,Orono,ME,4473,,,8:30:00,16:30:00,10/17/16,10/21/16,
Orono Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:orono,Orono Town ME,,(207) 866-2556,,59 Main Street,Orono,ME,4473,,,8:30:00,16:30:00,10/24/16,10/28/16,
Orono Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:orono,Orono Town ME,,(207) 866-2556,,59 Main Street,Orono,ME,4473,,,8:30:00,16:30:00,10/31/16,11/3/16,
Phippsburg Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:phippsburg,Phippsburg Town ME,,(207) 389-2653,,1042 Main Road,Phippsburg,ME,4562,,yes,9:00:00,17:00:00,10/10/16,10/14/16,
Phippsburg Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:phippsburg,Phippsburg Town ME,,(207) 389-2653,,1042 Main Road,Phippsburg,ME,4562,,,9:00:00,17:00:00,10/17/16,10/21/16,
Phippsburg Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:phippsburg,Phippsburg Town ME,,(207) 389-2653,,1042 Main Road,Phippsburg,ME,4562,,,9:00:00,17:00:00,10/24/16,10/28/16,
Phippsburg Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:phippsburg,Phippsburg Town ME,,(207) 389-2653,,1042 Main Road,Phippsburg,ME,4562,,,9:00:00,17:00:00,10/31/16,11/3/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,16:00:00,10/7/16,10/7/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,19:00:00,10/10/16,10/10/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,16:00:00,10/11/16,10/14/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,19:00:00,10/17/16,10/17/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,16:00:00,10/18/16,10/21/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,19:00:00,10/24/16,10/24/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,16:00:00,10/25/16,10/28/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,19:00:00,10/31/16,10/31/16,
Poland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:poland,Poland Town ME,,(207) 998-4601,,1231 Maine Street,Poland,ME,4274,,,9:00:00,16:00:00,11/1/16,11/3/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,yes,9:00:00,18:00:00,10/7/16,10/7/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,10/11/16,10/11/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,15:00:00,10/12/16,10/13/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,10/14/16,10/14/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,10/18/16,10/18/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,15:00:00,10/19/16,10/20/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,10/21/16,10/21/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,10/25/16,10/25/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,15:00:00,10/26/16,10/27/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,10/28/16,10/28/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,18:00:00,11/1/16,11/1/16,
Porter Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:porter,Porter Town ME,,(207) 625-8344,,71 Main Street,Porter,ME,4068,,,9:00:00,15:00:00,11/2/16,11/3/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,14:00:00,10/7/16,10/7/16,Ballots are available Oct 7-Nov 3. Office hours: M 9-1 // T 9-7 // W R 9-5 // F 9-2
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,13:00:00,10/10/16,10/10/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,19:00:00,10/11/16,10/11/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,17:00:00,10/12/16,10/13/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,14:00:00,10/14/16,10/14/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,13:00:00,10/17/16,10/17/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,19:00:00,10/18/16,10/18/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,17:00:00,10/19/16,10/20/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,14:00:00,10/21/16,10/21/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,13:00:00,10/24/16,10/24/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,19:00:00,10/25/16,10/25/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,17:00:00,10/26/16,10/27/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,14:00:00,10/28/16,10/28/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,13:00:00,10/31/16,10/31/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,19:00:00,11/1/16,11/1/16,
Randolph Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:randolph,Randolph Town ME,,(207) 582-5808,,121 Kinderhook Street,Randolph,ME,4346,,yes,9:00:00,17:00:00,11/2/16,11/3/16,
Rockland City,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rockland,Rockland City ME,,(207) 594-0304,,270 Pleasant,Rockland,ME,4841,,yes,8:00:00,16:30:00,10/7/16,10/7/16,
Rockland City,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rockland,Rockland City ME,,(207) 594-0304,,270 Pleasant,Rockland,ME,4841,,yes,8:00:00,16:30:00,10/10/16,10/14/16,
Rockland City,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rockland,Rockland City ME,,(207) 594-0304,,270 Pleasant,Rockland,ME,4841,,yes,8:00:00,16:30:00,10/17/16,10/21/16,
Rockland City,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rockland,Rockland City ME,,(207) 594-0304,,270 Pleasant,Rockland,ME,4841,,yes,8:00:00,16:30:00,10/24/16,10/28/16,
Rockland City,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rockland,Rockland City ME,,(207) 594-0304,,270 Pleasant,Rockland,ME,4841,,yes,8:00:00,16:30:00,10/31/16,11/3/16,
Rumford Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,4276,,yes,8:00:00,16:00:00,10/7/16,10/7/16,
Rumford Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,4276,,,8:00:00,16:00:00,10/10/16,10/14/16,
Rumford Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,4276,,,8:00:00,16:00:00,10/17/16,10/21/16,
Rumford Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,4276,,,8:00:00,16:00:00,10/24/16,10/28/16,
Rumford Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,4276,,,8:00:00,16:00:00,10/31/16,11/3/16,
Shapleigh Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,,yes,8:30:00,16:00:00,10/3/16,10/7/16,
Shapleigh Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,,,8:30:00,16:00:00,10/10/16,10/14/16,
Shapleigh Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,,,8:30:00,16:00:00,10/17/16,10/21/16,
Shapleigh Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,,,8:30:00,16:00:00,10/24/16,10/28/16,
Shapleigh Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,,,8:30:00,16:00:00,10/31/16,11/3/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,yes,8:00:00,16:00:00,10/7/16,10/7/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/10/16,10/10/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,10/11/16,10/11/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/12/16,10/12/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,10/13/16,10/14/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/17/16,10/17/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,10/18/16,10/18/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/19/16,10/19/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,10/20/16,10/21/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/24/16,10/24/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,10/25/16,10/25/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/26/16,10/26/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,10/27/16,10/28/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,10/31/16,10/31/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,11/1/16,11/1/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,17:00:00,11/2/16,11/2/16,
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,207-365-4260,,36 School St Suite 1,Sherman,ME,4776,,,8:00:00,16:00:00,11/3/16,11/3/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/7/16,10/7/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/10/16,10/10/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/11/16,10/11/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/12/16,10/12/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/13/16,10/14/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/17/16,10/17/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/18/16,10/18/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/19/16,10/19/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/20/16,10/21/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/24/16,10/24/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/25/16,10/25/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/26/16,10/26/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,10/27/16,10/28/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,10/31/16,10/31/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,11/1/16,11/1/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,17:00:00,11/2/16,11/2/16,
Solon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,4776,,,8:00:00,16:00:00,11/3/16,11/3/16,
Stockton Springs Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:stockton_springs,Stockton Springs Town ME,,(207) 567-3404,,217 Main Street,Stockton Springs,ME,4981,,yes,9:00:00,16:30:00,10/10/16,10/13/16,
Stockton Springs Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:stockton_springs,Stockton Springs Town ME,,(207) 567-3404,,217 Main Street,Stockton Springs,ME,4981,,,9:00:00,16:30:00,10/17/16,10/20/16,
Stockton Springs Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:stockton_springs,Stockton Springs Town ME,,(207) 567-3404,,217 Main Street,Stockton Springs,ME,4981,,,9:00:00,16:30:00,10/24/16,10/27/16,
Stockton Springs Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:stockton_springs,Stockton Springs Town ME,,(207) 567-3404,,217 Main Street,Stockton Springs,ME,4981,,,9:00:00,16:30:00,10/31/16,11/3/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,yes,8:00:00,12:00:00,10/7/16,10/7/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,16:00:00,10/10/16,10/13/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,12:00:00,10/14/16,10/14/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,16:00:00,10/17/16,10/20/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,12:00:00,10/21/16,10/21/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,16:00:00,10/24/16,10/27/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,12:00:00,10/28/16,10/28/16,
Sullivan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,4664,,,8:00:00,16:00:00,10/31/16,11/3/16,
Tremont Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:tremont,Tremont Town ME,,(207) 244-7204,,20 Harbor Dr,Bass Harbor,ME,4653,,yes,8:00:00,16:00:00,10/10/16,10/14/16,
Tremont Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:tremont,Tremont Town ME,,(207) 244-7204,,20 Harbor Dr,Bass Harbor,ME,4653,,,8:00:00,16:00:00,10/17/16,10/21/16,
Tremont Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:tremont,Tremont Town ME,,(207) 244-7204,,20 Harbor Dr,Bass Harbor,ME,4653,,,8:00:00,16:00:00,10/24/16,10/28/16,
Tremont Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:tremont,Tremont Town ME,,(207) 244-7204,,20 Harbor Dr,Bass Harbor,ME,4653,,,8:00:00,16:00:00,10/31/16,11/4/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,yes,8:00:00,16:30:00,10/7/16,10/7/16,
