ocd-division,email,County,Location Name,Address 1,Address 2,City,State,coZip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 6:00,12:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,13:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:haakon,haakon2@gwtc.net,Haakon County,Haakon County Courthouse,140 South Howard,,Philip,SD,57567,8:00:00 - 7:00,12:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hamlin,dixie.opdahl@state.sd.us,Hamlin County,Hamlin County Courthouse,300 4th St,2nd Floor,Hayti,SD,57241,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,12:30:00 - 6:00,17:00:00 - 5:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hand,auditor.handcoem@midconetwork.com,Hand County,Hand County Courthouse,415 W. 1st Ave.,,Miller,SD,57362,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
