office-name,title,ocd_division,description,homepage,phone,email,loc_name,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,subject_to_change,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Johnson County,County Voter Registration,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,Main Courthouse,5 E. Jefferson St.,Basement,Franklin,IN,46131,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,TRUE,,595,"5 E. Jefferson St., Franklin, IN 46131",Basement,08:00 AM - 12:00 PM,,ho46491385,FALSE,TRUE,,,,poll47234797
Johnson County,County Voter Registration,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,Main Courthouse,5 E. Jefferson St.,Basement,Franklin,IN,46131,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,FALSE,,600,"5 E. Jefferson St., Franklin, IN 46131",Basement,08:00 AM - 04:30 PM,,ho46491385,FALSE,TRUE,,,,poll47234797
Johnson County,Mt. Pleasant Christian Church,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,381 N. Bluff Road,,Greenwood,IN,46143,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,603,"381 N. Bluff Road, Greenwood, IN 46143",,08:00 AM - 03:00 PM,,ho3296221,FALSE,TRUE,,,,poll88914030
Johnson County,Mt. Pleasant Christian Church,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,381 N. Bluff Road,,Greenwood,IN,46143,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,,604,"381 N. Bluff Road, Greenwood, IN 46143",,10:00 AM - 07:00 PM,,ho3296221,FALSE,TRUE,,,,poll88914030
Johnson County,Mt. Pleasant Christian Church,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,381 N. Bluff Road,,Greenwood,IN,46143,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,605,"381 N. Bluff Road, Greenwood, IN 46143",,08:00 AM - 03:00 PM,,ho3296221,FALSE,TRUE,,,,poll88914030
Johnson County,Trafalgar Public Library,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,424 S. Tower Street,,Trafalgar,IN,46481,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,606,"424 S. Tower Street, Trafalgar, IN 46481",,08:00 AM - 03:00 PM,,ho556240,FALSE,TRUE,,,,poll49633186
Johnson County,Trafalgar Public Library,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,424 S. Tower Street,,Trafalgar,IN,46481,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,,607,"424 S. Tower Street, Trafalgar, IN 46481",,10:00 AM - 07:00 PM,,ho556240,FALSE,TRUE,,,,poll49633186
Johnson County,Trafalgar Public Library,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,424 S. Tower Street,,Trafalgar,IN,46481,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,608,"424 S. Tower Street, Trafalgar, IN 46481",,08:00 AM - 03:00 PM,,ho556240,FALSE,TRUE,,,,poll49633186
Johnson County,Jonathon ByrdÂ‰Ã›Âªs Cafeteria,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,100 Byrd Way,,Greenwood,IN,46413,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,609,"100 Byrd Way, Greenwood, IN 46413",,08:00 AM - 03:00 PM,,ho10302425,FALSE,TRUE,,,,poll89864042
Johnson County,Jonathon ByrdÂ‰Ã›Âªs Cafeteria,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,100 Byrd Way,,Greenwood,IN,46413,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,,610,"100 Byrd Way, Greenwood, IN 46413",,10:00 AM - 07:00 PM,,ho10302425,FALSE,TRUE,,,,poll89864042
Johnson County,Jonathon ByrdÂ‰Ã›Âªs Cafeteria,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,100 Byrd Way,,Greenwood,IN,46413,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,611,"100 Byrd Way, Greenwood, IN 46413",,08:00 AM - 03:00 PM,,ho10302425,FALSE,TRUE,,,,poll89864042
Johnson County,Edinburgh Public Library,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,119 W. Main Cross St,,Edinburgh,IN,46124,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,612,"119 W. Main Cross St, Edinburgh, IN 46124",,08:00 AM - 03:00 PM,,ho29966637,FALSE,TRUE,,,,poll64851545
Johnson County,Edinburgh Public Library,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,119 W. Main Cross St,,Edinburgh,IN,46124,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,613,"119 W. Main Cross St, Edinburgh, IN 46124",,08:00 AM - 03:00 PM,,ho29966637,FALSE,TRUE,,,,poll64851545
Johnson County,Franklin Community Center,ocd-division/country:us/state:in/county:johnson,Johnson County IN,http://co.johnson.in.us/community/voter-registration/,(317) 346-4467,johnsoncountyvoter@co.johnson.in.us,,396 Branigan Boulevard and State Street,,Franklin,IN,46181,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,,614,"396 Branigan Boulevard and State Street, Franklin, IN 46181",,10:00 AM - 07:00 PM,,ho94588455,FALSE,TRUE,,,,poll41310023
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,Oct 12 - Nov 4 8am - 4pm; Nov 7 - 8 - noon; Oct 29 and Nov 5 - 8 - 3. No satellite,615,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 04:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,,616,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 04:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,,617,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 04:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,618,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 03:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,,619,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 04:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,620,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 03:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Knox County,County Voter Registration,ocd-division/country:us/state:in/county:knox,Knox County IN,http://www.knoxcounty.in.gov/departments/financial/voter-registration,(812) 895-4928,lcbenock@knoxcounty.in.gov or voters@co.knox.in.us,,111 North 7th Street,Suite 27,Vincennes,IN,47591-2022,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,621,"111 North 7th Street, Vincennes, IN 47591",Suite 27,08:00 AM - 12:00 PM,,ho67019080,FALSE,TRUE,,,,poll45167584
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 04:00,16:30:00 - 04:00,10/12/16,10/14/16,FALSE,"Oct 12 - Nov 4 8:00 - 4:30; Nov 7 - 8:00 - noon; Oct 29 & Nov 5 - 8 - 4:00, No satellite",622,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 04:30 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,FALSE,,623,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 04:30 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,FALSE,,624,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 04:30 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,,625,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 04:00 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,FALSE,,626,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 04:30 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,,627,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 04:00 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
Kosciusko County,Circuit Court Clerk,ocd-division/country:us/state:in/county:kosciusko,Kosciusko County IN,http://www.kcgov.com/department/index.php?structureid=32,(574) 372-2332,atorpy@kcgov.com or kosciuskoco@elections.in.gov,,121 North Lake Street,D162,Warsaw,IN,46580,08:00:00 - 05:00 ,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,628,"121 North Lake Street, Warsaw, IN 46580",D162,08:00 AM - 12:00 PM,,ho12178045,FALSE,TRUE,,,,poll94394901
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,08:30:00 - 04:00,12:00:00 - 04:00,10/12/16,10/14/16,FALSE,Oct 12 - Nov 4 (M - F) 8:30 - 12:00 and 1:00 - 3:30pm; Nov 7 - 8:30 - 12:00. Oct 29 & Nov 5: 9:00 - 4:00. No satellite,629,"105 North Detroit Street, LaGrange, IN 46761",,08:30 AM - 12:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,13:00:00 - 04:00,15:30:00 - 04:00,10/12/16,10/14/16,FALSE,,630,"105 North Detroit Street, LaGrange, IN 46761",,01:00 PM - 03:30 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,08:30:00 - 04:00,12:00:00 - 04:00,10/17/16,10/21/16,FALSE,,631,"105 North Detroit Street, LaGrange, IN 46761",,08:30 AM - 12:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,13:00:00 - 04:00,15:30:00 - 04:00,10/17/16,10/21/16,FALSE,,632,"105 North Detroit Street, LaGrange, IN 46761",,01:00 PM - 03:30 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,08:30:00 - 04:00,12:00:00 - 04:00,10/24/16,10/28/16,FALSE,,633,"105 North Detroit Street, LaGrange, IN 46761",,08:30 AM - 12:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,13:00:00 - 04:00,15:30:00 - 04:00,10/24/16,10/28/16,FALSE,,634,"105 North Detroit Street, LaGrange, IN 46761",,01:00 PM - 03:30 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,,635,"105 North Detroit Street, LaGrange, IN 46761",,09:00 AM - 04:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,08:30:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16,FALSE,,636,"105 North Detroit Street, LaGrange, IN 46761",,08:30 AM - 12:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,13:00:00 - 04:00,15:30:00 - 04:00,10/31/16,11/4/16,FALSE,,637,"105 North Detroit Street, LaGrange, IN 46761",,01:00 PM - 03:30 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,09:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,,638,"105 North Detroit Street, LaGrange, IN 46761",,09:00 AM - 04:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
LaGrange County,County Voter Registration,ocd-division/country:us/state:in/county:lagrange,LaGrange County IN,http://www.lagrangecounty.org/index.php/goverment/clerk/16-clerk-contact-information,(260) 499-6392,dbontrager@lagrangecounty.org or voterregistration@lagrangecounty.org,,105 North Detroit Street,,LaGrange,IN,46761,08:30:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,639,"105 North Detroit Street, LaGrange, IN 46761",,08:30 AM - 12:00 PM,,ho11985579,FALSE,TRUE,,,,poll82163875
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/12/16,10/12/16,FALSE,"THIS LOCATION: Oct 12 - Nov 4 (M - F) M, T, W, F 8:30 - 4:30 and TH: 8:30 - 7:00p.m.  2 Saturdays prior: 8 - 3; SEE THIS WEBSITE FOR SATELLITE LOCATIONS (same as primary EXCEPT for Gary County which is not included) https://www.lakecountyin.org/portal/media-type/html/group/voters/page/default.psml/js_pane/P-13b9cba7c46-107fa. The times for ALL the 9 satellites are as follows: M, T, W, F 9:00 - 3:00pm. THURSDAYS 9:00 - 7:00 and 2 Saturdays prior to election: 9:00 - 2:00. ALL LOCATIONS Nov 7 END AT NOON",640,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,19:00:00 - 05:00,10/13/16,10/13/16,FALSE,,641,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 07:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/14/16,10/14/16,FALSE,,642,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/19/16,FALSE,,643,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,19:00:00 - 05:00,10/20/16,10/20/16,FALSE,,644,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 07:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/21/16,10/21/16,FALSE,,645,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/26/16,FALSE,,646,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,19:00:00 - 05:00,10/27/16,10/27/16,FALSE,,647,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 07:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/28/16,10/28/16,FALSE,,648,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,FALSE,,649,"2293 North Main Street, Crown Point, IN 46307",A-205,08:00 AM - 03:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/2/16,FALSE,,650,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,19:00:00 - 05:00,11/3/16,11/3/16,FALSE,,651,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 07:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 05:00,16:30:00 - 05:00,11/4/16,11/4/16,FALSE,,652,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 04:30 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,FALSE,,653,"2293 North Main Street, Crown Point, IN 46307",A-205,08:00 AM - 03:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,County Board of Elections and Registration,ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,2293 North Main Street,A-205,Crown Point,IN,46307,08:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,FALSE,,654,"2293 North Main Street, Crown Point, IN 46307",A-205,08:30 AM - 12:00 PM,,ho48112326,FALSE,TRUE,,,,poll51621740
Lake County,L.A.J.C. (EC County CT HSE),ocd-division/country:us/state:in/county:lake,Lake County IN,https://www.lakecountyin.org/portal/group/voters,(219) 755-3795,lakecoabsentee@elections.in.gov,,3711 Main St. ,,East Chicago,IN,46312,09:00:00 - 05:00,15:00:00 - 05:00,10/12/16,10/12/16,FALSE,,655,"3711 Main St., East Chicago, IN 46312",,09:00 AM - 03:00 PM,,ho39273425,FALSE,TRUE,,,,poll70042320
