spr,title,ocd_division,description,homepage,phone,email,loc_name,adr_1,adr_2,city,state,zip,start_time,end_time,start_date,end_date,notes,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,266,,"301 North Center St, Lonoke, AR 72086",,08:00 AM - 06:00 PM,,ho22909016,false,true,,,,poll39960625
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,267,,"301 North Center St, Lonoke, AR 72086",,10:00 AM - 04:00 PM,,ho22909016,false,true,,,,poll39960625
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,268,,"301 North Center St, Lonoke, AR 72086",,08:00 AM - 05:00 PM,,ho22909016,false,true,,,,poll39960625
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm",269,,"201 West Main St., Huntsville, AR 72740",Suite 202,08:00 AM - 06:00 PM,,ho7468424,false,true,,,,poll82046659
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm",270,,"201 West Main St., Huntsville, AR 72740",Suite 202,10:00 AM - 04:00 PM,,ho7468424,false,true,,,,poll82046659
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm",271,,"201 West Main St., Huntsville, AR 72740",Suite 202,08:00 AM - 06:00 PM,,ho7468424,false,true,,,,poll82046659
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm",272,,"201 West Main St., Huntsville, AR 72740",Suite 202,10:00 AM - 04:00 PM,,ho7468424,false,true,,,,poll82046659
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm",273,,"201 West Main St., Huntsville, AR 72740",Suite 202,08:00 AM - 05:00 PM,,ho7468424,false,true,,,,poll82046659
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, S 10-4, 11/7 IS 8-5",274,,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 06:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,275,,"300 East Old Main, Yellville, AR 72687",,10:00 AM - 04:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,276,,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 06:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,277,,"300 East Old Main, Yellville, AR 72687",,10:00 AM - 04:00 PM,,ho60166719,false,true,,,,poll4850804
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,278,,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 05:00 PM,,ho60166719,false,true,,,,poll4850804
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 pm, M-F, Sats 10-4, Nov 8-5 pm",279,,"400 Laurel St., Texarkana, AR 71854",Room 105,08:00 AM - 06:00 PM,,ho66142751,false,true,,,,poll23565801
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,280,,"400 Laurel St., Texarkana, AR 71854",Room 105,10:00 AM - 04:00 PM,,ho66142751,false,true,,,,poll23565801
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,281,,"400 Laurel St., Texarkana, AR 71854",Room 105,08:00 AM - 06:00 PM,,ho66142751,false,true,,,,poll23565801
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,282,,"400 Laurel St., Texarkana, AR 71854",Room 105,10:00 AM - 04:00 PM,,ho66142751,false,true,,,,poll23565801
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,283,,"400 Laurel St., Texarkana, AR 71854",Room 105,08:00 AM - 05:00 PM,,ho66142751,false,true,,,,poll23565801
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",284,,"200 West Hale, Osceola, AR 72370",,08:00 AM - 06:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",285,,"200 West Hale, Osceola, AR 72370",,10:00 AM - 04:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",286,,"200 West Hale, Osceola, AR 72370",,08:00 AM - 06:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",287,,"200 West Hale, Osceola, AR 72370",,10:00 AM - 04:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m.  Satellite locations are Manila Depot for one week and the Leachville Library for one week.*",288,,"200 West Hale, Osceola, AR 72370",,08:00 AM - 05:00 PM,,ho46233656,false,true,,,,poll69126721
Mississippi County,Manila Depot,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 NW Dewey,,Manila,AR,72442,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,,289,,"105 NW Dewey, Manila, AR 72442",,08:00 AM - 06:00 PM,,ho73362345,false,true,,,,poll88862449
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,Leachville,AR,72438,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,290,,"105 S Main St, Leachville, AR 72438",,08:00 AM - 06:00 PM,,ho73264822,false,true,,,,poll88225428
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,Leachville,AR,72438,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,291,,"105 S Main St, Leachville, AR 72438",,10:00 AM - 04:00 PM,,ho73264822,false,true,,,,poll88225428
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,Leachville,AR,72438,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,292,,"105 S Main St, Leachville, AR 72438",,08:00 AM - 05:00 PM,,ho73264822,false,true,,,,poll88225428
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 pm, M-F, Sats 10-4, Nov 8-5 pm",293,,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 06:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,294,,"123 Madison Street, Clarendon, AR 72029",,10:00 AM - 04:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,295,,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 06:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,296,,"123 Madison Street, Clarendon, AR 72029",,10:00 AM - 04:00 PM,,ho42088882,false,true,,,,poll22432008
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,297,,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 05:00 PM,,ho42088882,false,true,,,,poll22432008
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,298,,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 06:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,299,,"117 Ray Drive, Mount Ida, AR 71957",,10:00 AM - 04:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,300,,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 06:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,301,,"117 Ray Drive, Mount Ida, AR 71957",,10:00 AM - 04:00 PM,,ho61873543,false,true,,,,poll54444089
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm,302,,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 05:00 PM,,ho61873543,false,true,,,,poll54444089
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",303,,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 06:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",304,,"215 East 2nd St. South, Prescott, AR 71857",,10:00 AM - 04:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",305,,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 06:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",306,,"215 East 2nd St. South, Prescott, AR 71857",,10:00 AM - 04:00 PM,,ho64778144,false,true,,,,poll11276503
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat",307,,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 05:00 PM,,ho64778144,false,true,,,,poll11276503
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, 10-4 S, 11/7 until 5pm",308,,"100 East Court St, Jasper, AR 72641",,08:00 AM - 06:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,309,,"100 East Court St, Jasper, AR 72641",,10:00 AM - 04:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,310,,"100 East Court St, Jasper, AR 72641",,08:00 AM - 06:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,311,,"100 East Court St, Jasper, AR 72641",,10:00 AM - 04:00 PM,,ho55118536,false,true,,,,poll40276629
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,312,,"100 East Court St, Jasper, AR 72641",,08:00 AM - 05:00 PM,,ho55118536,false,true,,,,poll40276629
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sat 10-4, Nov 7 8-5",313,,"145 Jefferson St. SW, Camden, AR 71701",,08:00 AM - 06:00 PM,,ho31323678,false,true,,,,poll82424215
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,314,,"145 Jefferson St. SW, Camden, AR 71701",,10:00 AM - 04:00 PM,,ho31323678,false,true,,,,poll82424215
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,315,,"145 Jefferson St. SW, Camden, AR 71701",,08:00 AM - 06:00 PM,,ho31323678,false,true,,,,poll82424215
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,316,,"145 Jefferson St. SW, Camden, AR 71701",,10:00 AM - 04:00 PM,,ho31323678,false,true,,,,poll82424215
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,317,,"145 Jefferson St. SW, Camden, AR 71701",,08:00 AM - 05:00 PM,,ho31323678,false,true,,,,poll82424215
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, Sats 10-4, Nov 7th 8-5",318,,"204 West Main, Perryville, AR 72126",,08:00 AM - 06:00 PM,,ho51893557,false,true,,,,poll32232372
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,319,,"204 West Main, Perryville, AR 72126",,10:00 AM - 04:00 PM,,ho51893557,false,true,,,,poll32232372
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,320,,"204 West Main, Perryville, AR 72126",,08:00 AM - 06:00 PM,,ho51893557,false,true,,,,poll32232372
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,321,,"204 West Main, Perryville, AR 72126",,10:00 AM - 04:00 PM,,ho51893557,false,true,,,,poll32232372
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,322,,"204 West Main, Perryville, AR 72126",,08:00 AM - 05:00 PM,,ho51893557,false,true,,,,poll32232372
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, 10-4 saturdays, Nov 7th 8-5",323,,"620 Cherry St., Helena, AR 72342",Suite 202,08:00 AM - 06:00 PM,,ho90515483,false,true,,,,poll92020142
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,324,,"620 Cherry St., Helena, AR 72342",Suite 202,10:00 AM - 04:00 PM,,ho90515483,false,true,,,,poll92020142
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,325,,"620 Cherry St., Helena, AR 72342",Suite 202,08:00 AM - 06:00 PM,,ho90515483,false,true,,,,poll92020142
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,326,,"620 Cherry St., Helena, AR 72342",Suite 202,10:00 AM - 04:00 PM,,ho90515483,false,true,,,,poll92020142
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,327,,"620 Cherry St., Helena, AR 72342",Suite 202,08:00 AM - 05:00 PM,,ho90515483,false,true,,,,poll92020142
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,,328,,"112 North Washington, Murfeesboro, AR 71958",,08:00 AM - 06:00 PM,,ho59115341,false,true,,,,poll64570149
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,329,,"112 North Washington, Murfeesboro, AR 71958",,10:00 AM - 04:00 PM,,ho59115341,false,true,,,,poll64570149
