office-name,ocd-division,phone,email,precinct,directions,name,address 1,address 2,city,state,zip,start_time,end_time
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,31 - Isbell TWP,,Humnoke School Home Ec. Bldg.,50 N. 5th St.,,Humnoke,AR,72072,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,32 - Lafayette TWP,,,,,,AR,,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,33 - Keo City,,Keo Fire Department,226 Main St,,Keo,AR,72083,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,34 - Lonoke City Ward 1,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,35 - Lonoke City Ward 2,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,36 - Lonoke City Ward 3,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,37 - Lonoke City Ward 4,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,38 - Lonoke TWP,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,39 - Magness TWP,,16th. Section Community Building,8733 Hwy 319 W,,Austin,AR,72007,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,40 - Oak Grove TWP,,Tri-Comm.Fire Dept.Station #1,6544 Hwy 321 E,,Austin,AR,72007,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,41 - Pettus TWp,,Caney Creek Baptist Church,7969 Ar Hwy 31 S,,England,AR,72046,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,42 - Prairie TWP,,Woodlawn Community Center,170 Hwy 31-North,,Austin,AR,72007,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,43 - Pulaski TWP,,St. Matthews Church,6411 S Kerr Rd,,Scott,AR,72142,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,44 - Richwood TWP,,Caney Creek Baptist Church,7969 Ar Hwy 31 S,,England,AR,72046,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,45 - Totten TWP,,Woodlawn Community Center,170 Hwy 31 North,,Austin,AR,72007,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,46 - Walls TWP,,Keo Fire Department,226 Main St.,,Keo,AR,72083,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,47 - Ward City Ward 1,,Ward Chamber of Commerce Building,80 W 2nd St,,Ward,AR,72176,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,48 - Ward City Ward 2,,Ward Chamber of Commerce Building,80 W 2nd St,,Ward,AR,72176,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,49 - Ward City Ward 3,,Ward Chamber of Commerce Building,80 W 2nd St,,Ward,AR,72176,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,50 - Ward TWP,,Ward Chamber of Commerce Building,80 W 2nd St,,Ward,AR,72176,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,51 - Williams TWP,,Keo Fire Department,226 Main St.,,Keo,AR,72083,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,52,,,,,,AR,,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,53 - Lonoke City Ward 5,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,54 - Lonoke City Ward 6,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,55 - Lonoke City Ward 7,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Lonoke County,ocd-division/country:us/state:ar/county:lonoke,(501) 676-2368,lonokeclerk@arkansasclerks.com,56 - Lonoke City Ward 8,,Lonoke Community Center,1344 W. Front St.,,Lonoke,AR,72086,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Alabam,,Old Alabam Church,303 N Hwy 127,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Boston,,Boston Church,417 Madison 3175,,Pettigrew,AR,72752,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Bowen,,Aurora Community Building,21046 Hwy 23,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,California,,Clifty Fire Station,182 Madison 8248,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Hilburn,,St. Paul Community Building,371 Madison Ave,,St. Paul,AR,72760,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Japton,,Japton Fire Station,10085 Madison 5395,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Kings River,,American Legion Building,32807 Hwy 74,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Lamar,,Wesley Community Building,1648 Hwy 74,,Wesley,AR,72773,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Lincoln,,Witter - Smith Chapel Church,16430 Hwy 23,,Witter,AR,72776,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Marble,,Marble Fire Station,9752 Madison 2405,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Mill Creek,,Combs First Baptist Church,200 Madison 5321,,Combs,AR,72721,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Prairie,,Hindsville Community Building,231 School St,,Hindsville,AR,72738,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Richland,,Evangel Church Basement,8139 Hwy 74,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Valley,,Crosses Community Building,5157 Hwy 295,,Elkins,AR,72727,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,War Eagle,,Harmony Baptist Church,5328 Business Hwy 412,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Huntsville Ward 1,,Assembly of God Church,102 Grace Way,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Huntsville Ward 2,,Church of Christ,812 N Gaskill St,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Huntsville Ward 3,,Freewill Baptist Church,702 N College St,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Huntsville Ward 4,,First Baptist Church,805 Governor Rd,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Madison County,ocd-division/country:us/state:ar/county:madison,(479) 738-2747,madisonclerk@arkansasclerks.com,Wharton,,Upper Wharton Church,25506 Hwy 74,,Huntsville,AR,72740,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 01,,Lazy Acres Fire House,4354 McBride Rd,,Protem,AR,65733,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 02,,Oakland Community Building,6093 Oakland Rd,,Oakland,AR,72661,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 03,,Peel Fire House,7820 Hwy 125 NW,,Peel,AR,72668,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 05,,Promiseland Community Building,6178 Promiseland Rd,,Mountain Home,AR,72653,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 08,,Fairview Fire House,29 MC 8064,,Flippin,AR,72634,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 17,,Flippin City Hall,239 E Main,,Flippin,AR,72634,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 25,,Bruno Fire House,8804 Hwy 235 S,,Bruno,AR,72682,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 26,,Eros Community Building 1,4754 Hwy 125 S,,Eros,AR,72633,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 30,,Creekside Health and Rehab,620 N Panther,,Yellville,AR,72687,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 04,,Lakeway Fire House,55 MC 3055,,Yellville,AR,72687,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 09,,Lakeway Fire House,55 MC 3055,,Yellville,AR,72687,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 06,,Bull Shoals Community Building,706 CS Woods Blvd,,Bull Shoals,AR,72619,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 07,,Bull Shoals Community Building,706 CS Woods Blvd,,Bull Shoals,AR,72619,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 10,,Pyatt Fire House,"156 E Bradford, PO Box 107",,Pyatt,AR,72672,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 11,,Pyatt Fire House,"156 E Bradford, PO Box 107",,Pyatt,AR,72672,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 12,,Pyatt Fire House,"156 E Bradford, PO Box 107",,Pyatt,AR,72672,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 13,,Pyatt Fire House,"156 E Bradford, PO Box 107",,Pyatt,AR,72672,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 14,,Pyatt Fire House,"156 E Bradford, PO Box 107",,Pyatt,AR,72672,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 15,,Pyatt Fire House,"156 E Bradford, PO Box 107",,Pyatt,AR,72672,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 16,,Marion County Fairgrounds,513 E Seawell,,Summit,AR,72677,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 27,,Marion County Fairgrounds,513 E Seawell,,Summit,AR,72677,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 28,,Marion County Fairgrounds,513 E Seawell,,Summit,AR,72677,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 29,,Marion County Fairgrounds,513 E Seawell,,Summit,AR,72677,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 31,,Marion County Fairgrounds,513 E Seawell,,Summit,AR,72677,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 18,,First Baptist Church of Flippin,721 Alford St,,Flippin,AR,72634,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 19,,First Baptist Church of Flippin,721 Alford St,,Flippin,AR,72634,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 20,,Real Valley Fire House,2479 MC 6077,,Flippin,AR,72634,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 21,,Real Valley Fire House,2479 MC 6077,,Flippin,AR,72634,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 22,,Ralph Fire House,4213 Hwy 14 S,,Yellville,AR,72687,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 23,,Ralph Fire House,4213 Hwy 14 S,,Yellville,AR,72687,07:30:00 - 06:00,19:30:00 - 06:00
Marion County,ocd-division/country:us/state:ar/county:marion,(870) 449-6226,marionclerk@arkansasclerks.com,Precinct 24,,Ralph Fire House,4213 Hwy 14 S,,Yellville,AR,72687,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,BRIGHT STAR,,BRIGHT STAR SCHOOL,4019 SH 160,,DODDRIDGE,AR,71834,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,CENTRAL,,CENTRAL SCHOOL,12472 SH 196,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,COLLEGE HILL,,HIGHLAND CHURCH OF CHRIST,1705 HIGHLAND AVE,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,DODDRIDGE,,DODDRIDGE DODDRIDGE VOLUNTEER FIRE STATION,145 MC 201,,DODDRIDGE,AR,71834,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,FOUKE,,FOUKE COMMUNITY CENTER,203 EAST REDCUT RD,,FOUKE,AR,71837,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,GARLAND,,GARLAND CITY HALL,104 5TH ST,,GARLAND,AR,71839,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,GENOA,,FIRST BAPTIST CHURCH GENOA,70 MC 289,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,GREENWICH VILLAGE,,CHRIST UNITED METHODIST CHURCH,5204 SOUTH RONDO RD,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,HICKORY ST,,HICKORY STREET BAPTIST CHURCH,2923 HICKORY ST,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,HICKORY ST SOUTH,,HICKORY STREET BAPTIST CHURCH,2923 HICKORY ST,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,MANDEVILLE,,MANDEVILLE BAPTIST CHURCH,76 MC 144,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,NORTH HEIGHTS,,CENTRAL BAPTIST CHURCH,2117 E 35TH,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,Ozan Inghram,,OZAN INGHRAM CENTER,1101 COUCH,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,RONDO,,RONDO UNITED METHODIST CHURCH,2335 NORTH RONDO RD,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,SANDFLAT,,SANDFLAT NEIGHBORHOOD CENTER,209 EAST 14TH,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,SUGAR HILL,,SUGAR HILL METHODIST CHURCH,1621 SUGAR HILL RD,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,TRICE,,FAITH ASSEMBLEY OF GOD CHURCH,2001 AR BLVD,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,UNION,,CORNERSTONE BAPTIST CHURCH,3900 UNION RD,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Miller County,ocd-division/country:us/state:ar/county:miller,(870) 774-1501,millerclerk@arkansasclerks.com,WASHINGTON,,WASHINGTON SCHOOL,1900 MARIETTA,,TEXARKANA,AR,71854,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,01 - Brinkley Ward 1,,Brinkley Convention Center,1501 Weatherby Drive,Pintail Room,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,02 - Brinkley Ward 2,,Marian Anderson Building,209 S Grand Ave,,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,03 - Brinkley Ward 3,,Brinkley First Baptist Church,215 W Elm St,,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,08 - Brinkley Township,,Brinkley Convention Center,1501 Weatherby Drive,Teal Room,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,17 - Dixon Township,,Brinkley Convention Center,1501 Weatherby Drive,Teal Room,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,11 - Clarendon Ward 1,,Clarendon Executive Hall,630 Madison St,,Clarendon,AR,72029,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,10 - Cache,,Clarendon Executive Hall,630 Madison St,,Clarendon,AR,72029,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,25 - Keevil Township,,Clarendon Executive Hall,630 Madison St,,Clarendon,AR,72029,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,12 - Clarendon Ward 2,,Clarendon American Legion,120 N Main St,,Clarendon,AR,72029,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,13 - Clarendon Ward 3,,First Presbyterian Church,220 N Main St,,Clarendon,AR,72029,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,22 - Holly Grove Township,,Holly Grove CC,119 W Ralph Abramson St,,Holly Grove,AR,72069,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,18 - Duncan Township,,Holly Grove CC,119 W Ralph Abramson St,,Holly Grove,AR,72069,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,24 - Jackson Township,,Holly Grove CC,119 W Ralph Abramson St,,Holly Grove,AR,72069,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,15 - Cleburne,,Holly Grove CC,119 W Ralph Abramson St,,Holly Grove,AR,72069,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,26 - Montgomery/Smalley Townsh,,Holly Grove CC,119 W Ralph Abramson St,,Holly Grove,AR,72069,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,30 - Roc-Roe Township,,Roe CC,366 Williams St,,Roe,AR,72134,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,31 - Roc-Roe Township/City,,Roe CC,366 Williams St,,Roe,AR,72134,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,19 - Fargo,,Fargo Community Center,28434 Hwy 49,,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
Monroe County,ocd-division/country:us/state:ar/county:monroe,(870) 747-3632,monroeclerk@arkansasclerks.com,29 - Richland Township,,Fargo Community Center,28434 Hwy 49,,Brinkley,AR,72021,07:30:00 - 06:00,19:30:00 - 06:00
