office_name,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3075 North Walnut Road ,,Las Vegas,NV,89115,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16,134,"3075 North Walnut Road, Las Vegas, NV 89115",,09:00 AM - 07:00 PM,,ho60822203,false,true,,,,poll86658831
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6301 W. Charleston Blvd.,,Las Vegas,NV,89146,10:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16,135,"6301 W. Charleston Blvd., Las Vegas, NV 89146",,10:00 AM - 07:00 PM,,ho84178060,false,true,,,,poll20891911
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16,136,"7290 W Lake Mead Blvd, Las Vegas, NV 89128",,09:00 AM - 07:00 PM,,ho69813537,false,true,,,,poll71208103
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3010 West Ann Road,,North Las Vegas,NV,89031,08:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16,137,"3010 West Ann Road, North Las Vegas, NV 89031",,08:00 AM - 06:00 PM,,ho60308813,false,true,,,,poll9802224
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 North Buffalo Drive,,Las Vegas,NV,89128,08:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16,138,"1650 North Buffalo Drive, Las Vegas, NV 89128",,08:00 AM - 06:00 PM,,ho22534302,false,true,,,,poll87909063
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1001 S. Rainbow Blvd,,Las Vegas,NV,89145,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,139,"1001 S. Rainbow Blvd, Las Vegas, NV 89145",,09:00 AM - 07:00 PM,,ho32546515,false,true,,,,poll38577627
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4421 E Bonanza Rd,,Las Vegas,NV,89110,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,140,"4421 E Bonanza Rd, Las Vegas, NV 89110",,09:00 AM - 07:00 PM,,ho68224165,false,true,,,,poll65525406
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6601 N Buffalo Dr,,Las Vegas,NV,89131,08:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16,141,"6601 N Buffalo Dr, Las Vegas, NV 89131",,08:00 AM - 06:00 PM,,ho86156047,false,true,,,,poll14918830
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),,Las Vegas,NV,89106,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,142,"1950 J St (Lake Mead Blvd), Las Vegas, NV 89106",,09:00 AM - 07:00 PM,,ho18610126,false,true,,,,poll60198549
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2797 N Green Valley Pkwy,,Henderson,NV,89014,10:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,143,"2797 N Green Valley Pkwy, Henderson, NV 89014",,10:00 AM - 07:00 PM,,ho87842823,false,true,,,,poll12418358
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",,North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,144,"2570 E Craig Rd, North Las Vegas, NV 89030",,09:00 AM - 07:00 PM,,ho4315632,false,true,,,,poll63244356
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4025 Allen Lane,,North Las Vegas,NV,89031,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,145,"4025 Allen Lane, North Las Vegas, NV 89031",,09:00 AM - 07:00 PM,,ho46136884,false,true,,,,poll68568067
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1350 Flat Top Mesa Drive,,Mesquite,NV,89034,08:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,146,"1350 Flat Top Mesa Drive, Mesquite, NV 89034",,08:00 AM - 07:00 PM,,ho73868267,false,true,,,,poll38826303
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8750 W Charleston Blvd,, Las Vegas ,NV ,89117,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,147,"8750 W Charleston Blvd,  Las Vegas , NV 89117",,09:00 AM - 07:00 PM,,ho63929035,false,true,,,,poll42102693
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4505 S. Maryland Pkwy,, Las Vegas ,NV ,89154,08:00:00 - 07:00,17:00:00 - 07:00,11/2/16,11/2/16,148,"4505 S. Maryland Pkwy,  Las Vegas , NV 89154",,08:00 AM - 05:00 PM,,ho95800987,false,true,,,,poll24446165
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,101 N Pavilion Center Dr ,, Las Vegas ,NV ,89144,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,149,"101 N Pavilion Center Dr,  Las Vegas , NV 89144",,09:00 AM - 07:00 PM,,ho32364418,false,true,,,,poll85355125
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3075 North Walnut Road ,,Las Vegas,NV,89115,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,150,"3075 North Walnut Road, Las Vegas, NV 89115",,09:00 AM - 07:00 PM,,ho60822203,false,true,,,,poll86658831
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16,151,"7290 W Lake Mead Blvd, Las Vegas, NV 89128",,09:00 AM - 07:00 PM,,ho69813537,false,true,,,,poll71208103
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3010 West Ann Road,,North Las Vegas,NV,89031,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16,152,"3010 West Ann Road, North Las Vegas, NV 89031",,08:00 AM - 06:00 PM,,ho60308813,false,true,,,,poll9802224
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 North Buffalo Drive,,Las Vegas,NV,89128,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16,153,"1650 North Buffalo Drive, Las Vegas, NV 89128",,08:00 AM - 06:00 PM,,ho22534302,false,true,,,,poll87909063
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1001 S. Rainbow Blvd,,Las Vegas,NV,89145,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,154,"1001 S. Rainbow Blvd, Las Vegas, NV 89145",,09:00 AM - 07:00 PM,,ho32546515,false,true,,,,poll38577627
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4421 E Bonanza Rd,,Las Vegas,NV,89110,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,155,"4421 E Bonanza Rd, Las Vegas, NV 89110",,09:00 AM - 07:00 PM,,ho68224165,false,true,,,,poll65525406
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8275 Spring Mountain Rd,,Las Vegas,NV,89102,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,156,"8275 Spring Mountain Rd, Las Vegas, NV 89102",,09:00 AM - 07:00 PM,,ho43630041,false,true,,,,poll22195118
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),,Las Vegas,NV,89106,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,157,"1950 J St (Lake Mead Blvd), Las Vegas, NV 89106",,09:00 AM - 07:00 PM,,ho18610126,false,true,,,,poll60198549
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2797 N Green Valley Pkwy,,Henderson,NV,89014,10:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,158,"2797 N Green Valley Pkwy, Henderson, NV 89014",,10:00 AM - 07:00 PM,,ho87842823,false,true,,,,poll12418358
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 S Hollywood Blvd,,Las Vegas,NV,89142,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16,159,"1650 S Hollywood Blvd, Las Vegas, NV 89142",,08:00 AM - 06:00 PM,,ho36389925,false,true,,,,poll95435922
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",,North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,160,"2570 E Craig Rd, North Las Vegas, NV 89030",,09:00 AM - 07:00 PM,,ho4315632,false,true,,,,poll63244356
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8750 W Charleston Blvd,, Las Vegas ,NV ,89117,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,161,"8750 W Charleston Blvd,  Las Vegas , NV 89117",,09:00 AM - 07:00 PM,,ho63929035,false,true,,,,poll42102693
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4505 S. Maryland Pkwy,, Las Vegas ,NV ,89154,08:00:00 - 07:00,17:00:00 - 07:00,11/3/16,11/3/16,162,"4505 S. Maryland Pkwy,  Las Vegas , NV 89154",,08:00 AM - 05:00 PM,,ho95800987,false,true,,,,poll24446165
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,101 N Pavilion Center Dr ,, Las Vegas ,NV ,89144,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,163,"101 N Pavilion Center Dr,  Las Vegas , NV 89144",,09:00 AM - 07:00 PM,,ho32364418,false,true,,,,poll85355125
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,45 E Horizon Ridge Pkwy,, Las Vegas ,NV ,89101,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16,164,"45 E Horizon Ridge Pkwy,  Las Vegas , NV 89101",,08:00 AM - 06:00 PM,,ho28369422,false,true,,,,poll23902308
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6255 W Flamingo Rd,,Las Vegas,NV ,89103,8:30:00 - 07:00,17:30:00 - 07:00,11/3/16,11/3/16,165,"6255 W Flamingo Rd, Las Vegas, NV 89103",,08:30 AM - 05:30 PM,,ho31126682,false,true,,,,poll16427932
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16,166,"7290 W Lake Mead Blvd, Las Vegas, NV 89128",,09:00 AM - 07:00 PM,,ho69813537,false,true,,,,poll71208103
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3010 West Ann Road,,North Las Vegas,NV,89031,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16,167,"3010 West Ann Road, North Las Vegas, NV 89031",,08:00 AM - 07:00 PM,,ho60308813,false,true,,,,poll9802224
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 North Buffalo Drive,,Las Vegas,NV,89128,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16,168,"1650 North Buffalo Drive, Las Vegas, NV 89128",,08:00 AM - 07:00 PM,,ho22534302,false,true,,,,poll87909063
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1001 S. Rainbow Blvd,,Las Vegas,NV,89145,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,169,"1001 S. Rainbow Blvd, Las Vegas, NV 89145",,09:00 AM - 08:00 PM,,ho32546515,false,true,,,,poll38577627
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4421 E Bonanza Rd,,Las Vegas,NV,89110,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,170,"4421 E Bonanza Rd, Las Vegas, NV 89110",,09:00 AM - 08:00 PM,,ho68224165,false,true,,,,poll65525406
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8275 Spring Mountain Rd,,Las Vegas,NV,89102,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,171,"8275 Spring Mountain Rd, Las Vegas, NV 89102",,09:00 AM - 08:00 PM,,ho43630041,false,true,,,,poll22195118
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),,Las Vegas,NV,89106,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,172,"1950 J St (Lake Mead Blvd), Las Vegas, NV 89106",,09:00 AM - 08:00 PM,,ho18610126,false,true,,,,poll60198549
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2797 N Green Valley Pkwy,,Henderson,NV,89014,10:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16,173,"2797 N Green Valley Pkwy, Henderson, NV 89014",,10:00 AM - 07:00 PM,,ho87842823,false,true,,,,poll12418358
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 S Hollywood Blvd,,Las Vegas,NV,89142,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16,174,"1650 S Hollywood Blvd, Las Vegas, NV 89142",,08:00 AM - 07:00 PM,,ho36389925,false,true,,,,poll95435922
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",,North Las Vegas,NV,89030,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,175,"2570 E Craig Rd, North Las Vegas, NV 89030",,09:00 AM - 08:00 PM,,ho4315632,false,true,,,,poll63244356
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8750 W Charleston Blvd,, Las Vegas ,NV ,89117,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,176,"8750 W Charleston Blvd,  Las Vegas , NV 89117",,09:00 AM - 08:00 PM,,ho63929035,false,true,,,,poll42102693
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4505 S. Maryland Pkwy,, Las Vegas ,NV ,89154,08:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,177,"4505 S. Maryland Pkwy,  Las Vegas , NV 89154",,08:00 AM - 05:00 PM,,ho95800987,false,true,,,,poll24446165
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,101 N Pavilion Center Dr ,, Las Vegas ,NV ,89144,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,178,"101 N Pavilion Center Dr,  Las Vegas , NV 89144",,09:00 AM - 08:00 PM,,ho32364418,false,true,,,,poll85355125
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,45 E Horizon Ridge Pkwy,, Las Vegas ,NV ,89101,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16,179,"45 E Horizon Ridge Pkwy,  Las Vegas , NV 89101",,08:00 AM - 07:00 PM,,ho28369422,false,true,,,,poll23902308
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6255 W Flamingo Rd,,Las Vegas,NV ,89103,8:30:00 - 07:00,17:30:00 - 07:00,11/4/16,11/4/16,180,"6255 W Flamingo Rd, Las Vegas, NV 89103",,08:30 AM - 05:30 PM,,ho31126682,false,true,,,,poll16427932
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,,Las Vegas,NV,89128,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,181,"7290 W Lake Mead Blvd, Las Vegas, NV 89128",,09:00 AM - 08:00 PM,,ho69813537,false,true,,,,poll71208103
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,,Las Vegas,NV,89169,10:00:00 - 07:00,20:00:00 - 07:00,10/22/16,10/22/16,182,"3528 S Maryland Pkwy BOULEVARD MALL, Las Vegas, NV 89169",,10:00 AM - 08:00 PM,,ho30141069,false,true,,,,poll26474823
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,,Las Vegas,NV,89169,11:00:00 - 07:00,18:00:00 - 07:00,10/23/16,10/23/16,183,"3528 S Maryland Pkwy BOULEVARD MALL, Las Vegas, NV 89169",,11:00 AM - 06:00 PM,,ho30141069,false,true,,,,poll26474823
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,,Las Vegas,NV,89169,10:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/28/16,184,"3528 S Maryland Pkwy BOULEVARD MALL, Las Vegas, NV 89169",,10:00 AM - 08:00 PM,,ho30141069,false,true,,,,poll26474823
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,,Las Vegas,NV,89169,10:00:00 - 07:00,21:00:00 - 07:00,10/29/16,10/29/16,185,"3528 S Maryland Pkwy BOULEVARD MALL, Las Vegas, NV 89169",,10:00 AM - 09:00 PM,,ho30141069,false,true,,,,poll26474823
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,,Las Vegas,NV,89169,11:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16,186,"3528 S Maryland Pkwy BOULEVARD MALL, Las Vegas, NV 89169",,11:00 AM - 06:00 PM,,ho30141069,false,true,,,,poll26474823
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,,Las Vegas,NV,89169,10:00:00 - 07:00,21:00:00 - 07:00,10/31/16,11/4/16,187,"3528 S Maryland Pkwy BOULEVARD MALL, Las Vegas, NV 89169",,10:00 AM - 09:00 PM,,ho30141069,false,true,,,,poll26474823
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,,Henderson,NV,89014,10:00:00 - 07:00,20:00:00 - 07:00,10/22/16,10/22/16,188,"1300 W SUNSET RD Kohl's Court, Henderson, NV 89014",,10:00 AM - 08:00 PM,,ho82646189,false,true,,,,poll17624771
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,,Henderson,NV,89014,11:00:00 - 07:00,18:00:00 - 07:00,10/23/16,10/23/16,189,"1300 W SUNSET RD Kohl's Court, Henderson, NV 89014",,11:00 AM - 06:00 PM,,ho82646189,false,true,,,,poll17624771
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,,Henderson,NV,89014,10:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/28/16,190,"1300 W SUNSET RD Kohl's Court, Henderson, NV 89014",,10:00 AM - 08:00 PM,,ho82646189,false,true,,,,poll17624771
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,,Henderson,NV,89014,10:00:00 - 07:00,21:00:00 - 07:00,10/29/16,10/29/16,191,"1300 W SUNSET RD Kohl's Court, Henderson, NV 89014",,10:00 AM - 09:00 PM,,ho82646189,false,true,,,,poll17624771
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,,Henderson,NV,89014,11:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16,192,"1300 W SUNSET RD Kohl's Court, Henderson, NV 89014",,11:00 AM - 06:00 PM,,ho82646189,false,true,,,,poll17624771
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,,Henderson,NV,89014,10:00:00 - 07:00,21:00:00 - 07:00,10/31/16,11/4/16,193,"1300 W SUNSET RD Kohl's Court, Henderson, NV 89014",,10:00 AM - 09:00 PM,,ho82646189,false,true,,,,poll17624771
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,,Las Vegas,NV,89107,10:00:00 - 07:00,20:00:00 - 07:00,10/22/16,10/22/16,194,"4300 Meadows Ln Sears Court, Las Vegas, NV 89107",,10:00 AM - 08:00 PM,,ho35883559,false,true,,,,poll60413605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,,Las Vegas,NV,89107,11:00:00 - 07:00,18:00:00 - 07:00,10/23/16,10/23/16,195,"4300 Meadows Ln Sears Court, Las Vegas, NV 89107",,11:00 AM - 06:00 PM,,ho35883559,false,true,,,,poll60413605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,,Las Vegas,NV,89107,10:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/28/16,196,"4300 Meadows Ln Sears Court, Las Vegas, NV 89107",,10:00 AM - 08:00 PM,,ho35883559,false,true,,,,poll60413605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,,Las Vegas,NV,89107,10:00:00 - 07:00,21:00:00 - 07:00,10/29/16,10/29/16,197,"4300 Meadows Ln Sears Court, Las Vegas, NV 89107",,10:00 AM - 09:00 PM,,ho35883559,false,true,,,,poll60413605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,,Las Vegas,NV,89107,11:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16,198,"4300 Meadows Ln Sears Court, Las Vegas, NV 89107",,11:00 AM - 06:00 PM,,ho35883559,false,true,,,,poll60413605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,,Las Vegas,NV,89107,10:00:00 - 07:00,21:00:00 - 07:00,10/31/16,11/4/16,199,"4300 Meadows Ln Sears Court, Las Vegas, NV 89107",,10:00 AM - 09:00 PM,,ho35883559,false,true,,,,poll60413605
