officename,Name,Address,Address2,directions,city,state,zip,start time,end time,Start date,End date,Is by appointment,ocdid
PORT LIONS,PORT LIONS CLERK'S OFFICE,207 SPRUCE DR,,,PORT LIONS,AK,99550,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
PORT LIONS,PORT LIONS CLERK'S OFFICE,207 SPRUCE DR,,,PORT LIONS,AK,99550,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
PORT LIONS,PORT LIONS CLERK'S OFFICE,207 SPRUCE DR,,,PORT LIONS,AK,99550,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
TYONEK,TYONEK COMMUNITY HALL,100 A STREET,,,Tyonek,AK,99682,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
TYONEK,TYONEK COMMUNITY HALL,100 A STREET,,,Tyonek,AK,99682,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
TYONEK,TYONEK COMMUNITY HALL,100 A STREET,,,Tyonek,AK,99682,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
YAKUTAT,YAKUTAT BOROUGH CLERK'S OFFICE,309 MAX ITALIO DR,,,Yakutat,AK,99689,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
YAKUTAT,YAKUTAT BOROUGH CLERK'S OFFICE,309 MAX ITALIO DR,,,Yakutat,AK,99689,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
YAKUTAT,YAKUTAT BOROUGH CLERK'S OFFICE,309 MAX ITALIO DR,,,Yakutat,AK,99689,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
KLUKWAN,CHILKAT INDIAN VILLAGE OFFICE,32 CHILKAT AVE,,,Haines,AK,99827,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:33
KLUKWAN,CHILKAT INDIAN VILLAGE OFFICE,32 CHILKAT AVE,,,Haines,AK,99827,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:33
KLUKWAN,CHILKAT INDIAN VILLAGE OFFICE,32 CHILKAT AVE,,,Haines,AK,99827,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:33
Gustavus City ,GUSTAVUS CITY CLERK'S OFFICE,1802 GUSTAVUS RD,,,Gustavus,AK,99826,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:33
Gustavus City ,GUSTAVUS CITY CLERK'S OFFICE,1802 GUSTAVUS RD,,,Gustavus,AK,99826,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:33
Gustavus City ,GUSTAVUS CITY CLERK'S OFFICE,1802 GUSTAVUS RD,,,Gustavus,AK,99826,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:33
Angoon City,ANGOON CITY CLERK'S OFFICE, 700 Aandeinaatt St.,,,Angoon,AK,99820,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
Angoon City,ANGOON CITY CLERK'S OFFICE, 700 Aandeinaatt St.,,,Angoon,AK,99820,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
Angoon City,ANGOON CITY CLERK'S OFFICE, 700 Aandeinaatt St.,,,Angoon,AK,99820,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
Elfin Cove City,ELFIN COVE POST OFFICE, 1 MAIN ST,,,Elfin Cove,AK,99825,09:00:00 - 08:00,16:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
Elfin Cove City,ELFIN COVE POST OFFICE, 1 MAIN ST,,,Elfin Cove,AK,99825,09:00:00 - 08:00,16:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
Elfin Cove City,ELFIN COVE POST OFFICE, 1 MAIN ST,,,Elfin Cove,AK,99825,09:00:00 - 08:00,16:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
Kake City ,KAKE CITY CLERK'S OFFICE,200 3RD AVE,,,Kake City,AK,99830,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
Kake City ,KAKE CITY CLERK'S OFFICE,200 3RD AVE,,,Kake City,AK,99830,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
Kake City ,KAKE CITY CLERK'S OFFICE,200 3RD AVE,,,Kake City,AK,99830,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
KLAWOCK,KLAWOCK CITY CLERK'S OFFICE,550 SUMMIT ST,,,Klawock,AK,99925,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
KLAWOCK,KLAWOCK CITY CLERK'S OFFICE,550 SUMMIT ST,,,Klawock,AK,99925,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
KLAWOCK,KLAWOCK CITY CLERK'S OFFICE,550 SUMMIT ST,,,Klawock,AK,99925,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
TENAKEE SPRINGS,TENAKEE CITY CLERK'S OFFICE,707 E Tenakee Ave,,,Tenakee Springs,AK,99841,09:00:00 - 08:00,14:00:00 - 08:00,10/24/16,10/26/16,,ocd-division/country:us/state:ak/sldl:35
TENAKEE SPRINGS,TENAKEE CITY CLERK'S OFFICE,707 E Tenakee Ave,,,Tenakee Springs,AK,99841,09:00:00 - 08:00,14:00:00 - 08:00,10/31/16,11/2/16,,ocd-division/country:us/state:ak/sldl:35
TENAKEE SPRINGS,TENAKEE CITY CLERK'S OFFICE,707 E Tenakee Ave,,,Tenakee Springs,AK,99841,09:00:00 - 08:00,14:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
THORNE BAY,THORNE BAY CITY CLERK'S OFFICE,120 FREEMAN DR,,,Thorne Bay,AK,99919,09:00:00 - 08:00,12:00:00 - 08:00,11/4/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
THORNE BAY,THORNE BAY CITY CLERK'S OFFICE,120 FREEMAN DR,,,Thorne Bay,AK,99919,09:00:00 - 08:00,12:00:00 - 08:00,10/28/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
THORNE BAY,THORNE BAY CITY CLERK'S OFFICE,120 FREEMAN DR,,,Thorne Bay,AK,99919,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/27/16,,ocd-division/country:us/state:ak/sldl:35
THORNE BAY,THORNE BAY CITY CLERK'S OFFICE,120 FREEMAN DR,,,Thorne Bay,AK,99919,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/3/16,,ocd-division/country:us/state:ak/sldl:35
THORNE BAY,THORNE BAY CITY CLERK'S OFFICE,120 FREEMAN DR,,,Thorne Bay,AK,99919,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
Hydaburg City ,HYDABURG CITY CLERK'S OFFICE,8TH STREET EXTENSION,,,Hydaburg,AK,99922,09:00:00 - 08:00,16:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:36
Hydaburg City ,HYDABURG CITY CLERK'S OFFICE,8TH STREET EXTENSION,,,Hydaburg,AK,99922,09:00:00 - 08:00,16:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:36
Hydaburg City ,HYDABURG CITY CLERK'S OFFICE,8TH STREET EXTENSION,,,Hydaburg,AK,99922,09:00:00 - 08:00,16:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:36
Koliganek,NEW KOLIGANEK VILLAGE COUNCIL BUILDING,MAIN STREET,,,Koliganek,AK,99576,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Koliganek,NEW KOLIGANEK VILLAGE COUNCIL BUILDING,MAIN STREET,,,Koliganek,AK,99576,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Koliganek,NEW KOLIGANEK VILLAGE COUNCIL BUILDING,MAIN STREET,,,Koliganek,AK,99576,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Kipnuk,QANGNAQ BUILDING,101 Council Drive,,,Kipnuk,AK,99614,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Kipnuk,QANGNAQ BUILDING,101 Council Drive,,,Kipnuk,AK,99614,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Kipnuk,QANGNAQ BUILDING,101 Council Drive,,,Kipnuk,AK,99614,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Kaltag City ,KALTAG CITY OFFICE,12th Ave,,,KALTAG,AK,99748,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Kaltag City ,KALTAG CITY OFFICE,12th Ave,,,KALTAG,AK,99748,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Kaltag City ,KALTAG CITY OFFICE,12th Ave,,,KALTAG,AK,99748,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Kivalina,CITY OF KIVALINA CONFERENCE ROOM,BERING STREET,,,Kivalina,AK,99750,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Kivalina,CITY OF KIVALINA CONFERENCE ROOM,BERING STREET,,,Kivalina,AK,99750,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Kivalina,CITY OF KIVALINA CONFERENCE ROOM,BERING STREET,,,Kivalina,AK,99750,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Birch Creek City,BIRCH CREEK TRIBAL COUNCIL OFFICE, 909 Cushman Street, Suite 207,,Fairbanks,AK,99701,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak
Birch Creek City,BIRCH CREEK TRIBAL COUNCIL OFFICE, 909 Cushman Street, Suite 207,,Fairbanks,AK,99701,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak
Birch Creek City,BIRCH CREEK TRIBAL COUNCIL OFFICE, 909 Cushman Street, Suite 207,,Fairbanks,AK,99701,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak
Holy Cross City ,HOLY CROSS CITY OFFICE,"REGION III ELECTIONS OFFICE, 675 7TH AVE",Suite H3,,Fairbanks,AK,99701,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak
Holy Cross City ,HOLY CROSS CITY OFFICE,"REGION III ELECTIONS OFFICE, 675 7TH AVE",Suite H3,,Fairbanks,AK,99701,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak
Holy Cross City ,HOLY CROSS CITY OFFICE,"REGION III ELECTIONS OFFICE, 675 7TH AVE",Suite H3,,Fairbanks,AK,99701,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak
Delta Junction City,BUSY BEE OFFICE SUPPLY, 1647 RICHARDSON HWY,,,Delta Junction,AK,99737,09:30:00 - 08:00,16:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:9
Delta Junction City,BUSY BEE OFFICE SUPPLY, 1647 RICHARDSON HWY,,,Delta Junction,AK,99737,09:30:00 - 08:00,16:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:9
Delta Junction City,BUSY BEE OFFICE SUPPLY, 1647 RICHARDSON HWY,,,Delta Junction,AK,99737,09:30:00 - 08:00,16:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:9
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,10:00:00 - 08:00,15:00:00 - 08:00,10/27/16,10/27/16,,ocd-division/country:us/state:ak/sldl:10
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,10:00:00 - 08:00,15:00:00 - 08:00,11/3/16,11/3/16,,ocd-division/country:us/state:ak/sldl:10
NANWALEK,NANWALEK COMMUNITY CENTER,700 N Main St,,,Nanwalek ,AK,99603,10:00:00 - 08:00,14:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
NANWALEK,NANWALEK COMMUNITY CENTER,700 N Main St,,,Nanwalek ,AK,99603,10:00:00 - 08:00,14:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
NANWALEK,NANWALEK COMMUNITY CENTER,700 N Main St,,,Nanwalek ,AK,99603,10:00:00 - 08:00,14:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
OUZINKIE,OUZINKIE CLERK'S OFFICE,3RD AND C ST,,,OUZINKIE,AK,99644,10:00:00 - 08:00,12:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
OUZINKIE,OUZINKIE CLERK'S OFFICE,3RD AND C ST,,,OUZINKIE,AK,99644,10:00:00 - 08:00,12:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
OUZINKIE,OUZINKIE CLERK'S OFFICE,3RD AND C ST,,,OUZINKIE,AK,99644,10:00:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
SELDOVIA,SELDOVIA CITY CLERK'S OFFICE,235 DOCK ST,,,SELDOVIA,AK,99663,10:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
SELDOVIA,SELDOVIA CITY CLERK'S OFFICE,235 DOCK ST,,,SELDOVIA,AK,99663,10:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
Coffman Cove City,COFFMAN COVE CITY CLERK'S OFFICE, 310 HARBOR AVE,,,Coffman Cove,AK,99918,10:00:00 - 08:00,14:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
Coffman Cove City,COFFMAN COVE CITY CLERK'S OFFICE, 310 HARBOR AVE,,,Coffman Cove,AK,99918,10:00:00 - 08:00,14:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
Coffman Cove City,COFFMAN COVE CITY CLERK'S OFFICE, 310 HARBOR AVE,,,Coffman Cove,AK,99918,10:00:00 - 08:00,14:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
SELDOVIA,SELDOVIA CITY CLERK'S OFFICE,235 DOCK ST,,,SELDOVIA,AK,99663,10:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:36
WRANGELL,WRANGELL BOROUGH CLERK'S OFFICE,205 BRUEGER,,,Wrangell,AK,99929,10:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:36
WRANGELL,WRANGELL BOROUGH CLERK'S OFFICE,205 BRUEGER,,,Wrangell,AK,99929,10:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:36
WRANGELL,WRANGELL BOROUGH CLERK'S OFFICE,205 BRUEGER,,,Wrangell,AK,99929,10:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:36
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,10:00:00 - 08:00,16:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak
Anchorage Municipality,Region II Elections Office,2525 Gambell Street, Suite 100,,Anchorage,AK,99503-2838,10:00:00 - 08:00,16:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak
WASILLA,REGION II ELECTIONS OFFICE MAT-SU,1700 E BOGARD ROAD,,,Wasilla,AK,99654,10:00:00 - 08:00,16:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak
Fairbanks City,Region III Elections Office,675 7th Avenue, Suite H3,,Fairbanks,AK,99701-4542,10:00:00 - 08:00,16:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,10:00:00 - 08:00,16:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,10:00:00 - 08:00,16:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak
TALKEETNA,TALKEETNA PUBLIC LIBRARY,23151 S TALKEETNA SPUR RD,,,Talkeetna,AK,99676,11:00:00 - 08:00,18:00:00 - 08:00,10/24/16,10/29/16,,ocd-division/country:us/state:ak/sldl:10
TALKEETNA,TALKEETNA PUBLIC LIBRARY,23151 S TALKEETNA SPUR RD,,,Talkeetna,AK,99676,11:00:00 - 08:00,18:00:00 - 08:00,10/31/16,11/5/16,,ocd-division/country:us/state:ak/sldl:10
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,11:00:00 - 08:00,18:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak/sldl:6
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,11:00:00 - 08:00,18:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak/sldl:6
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,11:00:00 - 08:00,18:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak/sldl:9
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,11:00:00 - 08:00,18:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak/sldl:9
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,18:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak/sldl:10
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,18:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak/sldl:10
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,10/24/16,10/24/16,,ocd-division/country:us/state:ak/sldl:10
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,10/26/16,10/26/16,,ocd-division/country:us/state:ak/sldl:10
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,10/31/16,10/31/16,,ocd-division/country:us/state:ak/sldl:10
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,11/2/16,11/2/16,,ocd-division/country:us/state:ak/sldl:10
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,12:00:00 - 08:00,16:00:00 - 08:00,11/6/16,11/6/16,,ocd-division/country:us/state:ak
Anchorage Municipality,Region II Elections Office,2525 Gambell Street, Suite 100,,Anchorage,AK,99503-2838,12:00:00 - 08:00,16:00:00 - 08:00,11/6/16,11/6/16,,ocd-division/country:us/state:ak
WASILLA,REGION II ELECTIONS OFFICE MAT-SU,1700 E BOGARD ROAD,,,Wasilla,AK,99654,12:00:00 - 08:00,16:00:00 - 08:00,11/6/16,11/6/16,,ocd-division/country:us/state:ak
Fairbanks City,Region III Elections Office,675 7th Avenue, Suite H3,,Fairbanks,AK,99701-4542,12:00:00 - 08:00,16:00:00 - 08:00,11/6/16,11/6/16,,ocd-division/country:us/state:ak
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,12:00:00 - 08:00,16:00:00 - 08:00,10/30/16,10/30/16,,ocd-division/country:us/state:ak
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,12:00:00 - 08:00,16:00:00 - 08:00,10/30/16,10/30/16,,ocd-division/country:us/state:ak
Eagle City,EAGLE VILLAGE TRIBAL COUNCIL TRIBAL COUNCIL OFFICE,1901 Chamberlain St,,,Eagle,AK,99738,13:00:00 - 08:00,16:00:00 - 08:00,10/25/16,10/27/16,,ocd-division/country:us/state:ak/sldl:6
Eagle City,EAGLE VILLAGE TRIBAL COUNCIL TRIBAL COUNCIL OFFICE,1901 Chamberlain St,,,Eagle,AK,99738,13:00:00 - 08:00,16:00:00 - 08:00,11/1/16,11/3/16,,ocd-division/country:us/state:ak/sldl:6
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,13:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,13:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,13:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,13:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,13:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,13:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
Allakaket City,Alatna Tribal Council Office,7 Oscar Way,,,Allakaket,AK,99720,13:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Allakaket City,Alatna Tribal Council Office,7 Oscar Way,,,Allakaket,AK,99720,13:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Allakaket City,Alatna Tribal Council Office,7 Oscar Way,,,Allakaket,AK,99720,13:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,18:00:00 - 08:00,10/25/16,10/27/16,,ocd-division/country:us/state:ak/sldl:6
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,20:00:00 - 08:00,10/28/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,18:00:00 - 08:00,11/1/16,11/3/16,,ocd-division/country:us/state:ak/sldl:6
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,20:00:00 - 08:00,11/4/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,18:00:00 - 08:00,10/25/16,10/27/16,,ocd-division/country:us/state:ak/sldl:9
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,20:00:00 - 08:00,10/28/16,10/28/16,,ocd-division/country:us/state:ak/sldl:9
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,18:00:00 - 08:00,11/1/16,11/3/16,,ocd-division/country:us/state:ak/sldl:9
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,20:00:00 - 08:00,11/4/16,11/4/16,,ocd-division/country:us/state:ak/sldl:9
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,9:00:00 - 08:00,12:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,9:00:00 - 08:00,12:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,9:00:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32
NIKOLAI,NIKOLAI CITY HALL,1 Airport Rd,,,NIKOLAI,AK,99691,9:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
NIKOLAI,NIKOLAI CITY HALL,1 Airport Rd,,,NIKOLAI,AK,99691,9:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
