office-name,official-title,ocd-division,homepage-url,phone,email,directions,precinct name,name,street,City,state,zip,start time,end time
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,09G,The Defoor Centre,1710 Defoor Ave,Atlanta,GA,30318,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,09H,The Defoor Centre,1710 Defoor Ave,Atlanta,GA,30318,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,09I,Grove Park Recreation Center,750 Francis Pl Nw,Atlanta,GA,30318,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,09K,Northwest Library at Scotts Crossing,2489 Perry Blvd,Atlanta,GA,30318,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,09M,Fire Station No.28,1925 Hollywood Rd NW,Atlanta,GA,30318,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10A,Adamsville Elementary School,286 Wilson Mill Road,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10B,West Manor Park,3240 West Manor Cir,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10C,Adamsville Collier Heights Library,3424 Martin Luther King Jr Dr,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10D,Adamsville Recreation Center,3201 M L King Jr Dr SW,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10E,Harper Archer Middle School,3399 Collier Dr,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10F,Berean Seventh Day Advent. Church,291 Hamilton E Holmes Dr,Atlanta,GA,30318,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10G,St Paul's Episcopal Church,306 Peyton Rd,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10H1,Peyton Forest School,301 Peyton Road,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10H2,Peyton Forest School,301 Peyton Road,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10I,West Manor Park,3240 West Manor Cir,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10J,Westside Community Church,2114 Martin Luther King Jr Dr,Atlanta,GA,30310,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10K,Beecher Hills Elementary School,2257 Bollingbrook Dr,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10M,"Mcghee, Joseph Tennis Center",820 Beecher Ct,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10P,Towns Elementary School,760 Bolton Rd,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,10R,London Town Houses Comm. Cntr.,308 Scott Street,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11B,Ralph Bunche Middle School,1925 Niskey Lake Rd Sw,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11B,Ralph Bunche Middle School,1925 Niskey Lake Rd Sw,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11C,Fickett School,3935 Rux Rd,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,110,Ben Hill Recreation Center,2405 Fairburn Rd,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,1100,Ben Hill Recreation Center,2405 Fairburn Rd,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11000,Ben Hill Recreation Center,2405 Fairburn Rd,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11G,Adams Park Library,2231 Campbellton Rd,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11H,Beecher Hills Elementary School,2257 Bollingbrook Dr,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11J,Continental Colony Elementary School,3181 Hogan Rd,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11K,Cascade Elementary School,2326 Venetian Dr Sw,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11M,"Therrell, D.M. High School",3099 Panther Trail Sw,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11N,"Therrell, D.M. High School",3099 Panther Trail Sw,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11P,Epworth Towers,3033 Continental Colony Pkwy,Atlanta,GA,30331,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,11R,"Therrell, D.M. High School",3099 Panther Trail Sw,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12A,Metropolitan Library,1332 Metropolitan Pkway Sw,Atlanta,GA,30310,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12D,Perkerson Park Rec Center,770 Deckner Ave,Atlanta,GA,30310,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12J,Cleveland Avenue Library,47 Cleveland Ave,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12F,John Birdine Neighborhood Facility,215 Lakewood Way Sw,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12G,Lakewood Christian Manor,2141 Springdale Rd,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12H,Cleveland Avenue School,2672 Old Hapeville Rd,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12H,Cleveland Avenue School,2672 Old Hapeville Rd,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12I,Adams Park Library,2231 Campbellton Rd,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12J,Cleveland Avenue Library,47 Cleveland Ave,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12K,Gideons Elementary School,897 Welch Street,Atlanta,GA,30310,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,Suite 203,12L,The Love Center GRSBC,1680 Campbellton Road,Atlanta,GA,30311,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12M,South Atlanta High School,800 Hutchens Rd,Atlanta,GA,30354,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12N,Pittman Park Rec Center,950 Garibaldi St,Atlanta,GA,30310,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,12S,Southeast Library,1463 Pryor Road Sw,Atlanta,GA,30315,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP01A,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP01B,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP01C,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP01D,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP021,Alpharetta Community Cen,175 Roswell St,Atlanta,GA,30009,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP022,Alpharetta Community Cen,175 Roswell St,Atlanta,GA,30009,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP02B,Alpharetta Community Cen,175 Roswell St,Atlanta,GA,30009,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP03,Mimosa Elementary School,1550 Warsaw Rd,Roswell,GA,30076,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP04A,Alpharetta Crabapple Government Center,12624 Broadwell Rd,Alpharetta,GA,30004,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP04B,Alpharetta Crabapple Government Center,12624 Broadwell Rd,Alpharetta,GA,30004,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP05,Windward Fire Station,3070 Market Place,Alpharetta,GA,30005,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP06,Alpharetta Crabapple Government Center,12624 Broadwell Rd,Alpharetta,GA,30004,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP07A,St. James Um Church,3000 Webb Bridge Rd,Alpharetta,GA,30009,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP07B,St. James Um Church,3000 Webb Bridge Rd,Alpharetta,GA,30009,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP09A,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP09B,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP10,Alpharetta Library,10 Park Plaza,Alpharetta,GA,30009,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP12A,Alpharetta High School,3595 Webb Bridge Rd,Alpharetta,GA,30005,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP12B,Alpharetta High School,3595 Webb Bridge Rd,Alpharetta,GA,30005,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP12C,Alpharetta High School,3595 Webb Bridge Rd,Alpharetta,GA,30005,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP13,Georgia State University,3775 Brookside Pkwy,Alpharetta,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,AP14,Ocee Elem School,4375 Kimball Bridge Rd,Johns Creek,GA,30022,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CH01,Chattahoochee Hills City Hall,6505 Rico Rd,Chattahoochee Hills,GA,30268,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CH02,Chattahoochee Hills City Hall,6505 Rico Rd,Chattahoochee Hills,GA,30268,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CH03,Chattahoochee Hills City Hall,6505 Rico Rd,Chattahoochee Hills,GA,30268,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CH04A,Chattahoochee Hills City Hall,6505 Rico Rd,Chattahoochee Hills,GA,30268,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CH05,Chattahoochee Hills City Hall,6505 Rico Rd,Chattahoochee Hills,GA,30268,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP011,College Park Auditorium,3631 Main Street,Atlanta,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP012,College Park Auditorium,3631 Main Street,Atlanta,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP01B,College Park Auditorium,3631 Main Street,Atlanta,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP02,College Park Auditorium,3631 Main Street,Atlanta,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP04,College Park Auditorium,3631 Main Street,Atlanta,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP051,Camp Truitt Senior Center,4320 Herschel Rd,College Park,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP05B,Camp Truitt Senior Center,4320 Herschel Rd,College Park,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP06A,Camp Truitt Senior Center,4320 Herschel Rd,College Park,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP07A,Camp Truitt Senior Center,4320 Herschel Rd,College Park,GA,30337,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP081,Tracey Wyatt Recreation Center,2300 Godby Rd,College Park,GA,30349,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP083,Tracey Wyatt Recreation Center,2300 Godby Rd,College Park,GA,30349,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,CP08A,Tracey Wyatt Recreation Center,2300 Godby Rd,College Park,GA,30349,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,EP01,First United Methodist Church,2651 Church St,East Point,GA,30344,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,EP01,First United Methodist Church,2651 Church St,East Point,GA,30344,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,EP02,Jefferson Recreation Center,1431 Norman Berry Drive,East Point,GA,30344,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,EP02,Jefferson Recreation Center,1431 Norman Berry Drive,East Point,GA,30344,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,EP02,Jefferson Recreation Center,1431 Norman Berry Drive,East Point,GA,30344,07:00:00 - 05:00,19:00:00 - 05:00
Fulton County,County Election Supervisor,ocd-division/country:us/state:ga/county:fulton,http://www.fultoncountyga.gov/rae-home,(404) 612-7020,elections.voterregistration@fultoncountyga.gov,,EP02,Jefferson Recreation Center,1431 Norman Berry Drive,East Point,GA,30344,07:00:00 - 05:00,19:00:00 - 05:00
