address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,County,voter_services,start_date,end_date,start_time,end_time
Grand View Room,Lionshead Parking Structure,,,Vail,CO,81657,,Eagle,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
EPC Clerk's Office,1675 W Garden of the Gods Rd,,,Colorado Springs,CO,80907,Suite 2202,El Paso,VSPC,10/17/16,10/21/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,1675 W Garden of the Gods Rd,,,Colorado Springs,CO,80907,Suite 2202,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,1675 W Garden of the Gods Rd,,,Colorado Springs,CO,80907,Suite 2202,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
EPC Clerk's Office,1675 W Garden of the Gods Rd,,,Colorado Springs,CO,80907,Suite 2202,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,1675 W Garden of the Gods Rd,,,Colorado Springs,CO,80907,Suite 2202,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,13:00:00-6:00
EPC Clerk's Office,1675 W Garden of the Gods Rd,,,Colorado Springs,CO,80907,Suite 2202,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
EPC Clerk's Office,200 S Cascade Ave,,,Colorado Springs,CO,80903,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,200 S Cascade Ave,,,Colorado Springs,CO,80903,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
EPC Clerk's Office,200 S Cascade Ave,,,Colorado Springs,CO,80903,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,200 S Cascade Ave,,,Colorado Springs,CO,80903,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
EPC Clerk's Office,200 S Cascade Ave,,,Colorado Springs,CO,80903,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
EPC Clerk's Office,8830 N Union Blvd,,,Colorado Springs,CO,80920,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,8830 N Union Blvd,,,Colorado Springs,CO,80920,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
EPC Clerk's Office,8830 N Union Blvd,,,Colorado Springs,CO,80920,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,8830 N Union Blvd,,,Colorado Springs,CO,80920,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
EPC Clerk's Office,8830 N Union Blvd,,,Colorado Springs,CO,80920,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
EPC Clerk's Office,5650 Industrial Pl ,,,Colorado Springs,CO,80903,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,5650 Industrial Pl ,,,Colorado Springs,CO,80903,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
EPC Clerk's Office,5650 Industrial Pl ,,,Colorado Springs,CO,80903,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,5650 Industrial Pl ,,,Colorado Springs,CO,80903,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
EPC Clerk's Office,5650 Industrial Pl ,,,Colorado Springs,CO,80903,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
EPC Clerk's Office,6351 Wetzel Ave ,,,Colorado Springs,CO,80913,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,6351 Wetzel Ave ,,,Colorado Springs,CO,80913,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
EPC Clerk's Office,6351 Wetzel Ave ,,,Colorado Springs,CO,80913,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
EPC Clerk's Office,6351 Wetzel Ave ,,,Colorado Springs,CO,80913,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
EPC Clerk's Office,6351 Wetzel Ave ,,,Colorado Springs,CO,80913,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Monument Town Hall,645 Beacon Lite Rd,,,Monument,CO,80918,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Monument Town Hall,645 Beacon Lite Rd,,,Monument,CO,80918,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
Monument Town Hall,645 Beacon Lite Rd,,,Monument,CO,80918,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Monument Town Hall,645 Beacon Lite Rd,,,Monument,CO,80918,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
Monument Town Hall,645 Beacon Lite Rd,,,Monument,CO,80918,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
East Library,5550 N Union Blvd,,,Colorado Springs,CO,80918,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
East Library,5550 N Union Blvd,,,Colorado Springs,CO,80918,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
East Library,5550 N Union Blvd,,,Colorado Springs,CO,80918,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
East Library,5550 N Union Blvd,,,Colorado Springs,CO,80918,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
East Library,5550 N Union Blvd,,,Colorado Springs,CO,80918,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Falcon Fire Dept,7030 Old Meridian Ranch ,,,Falcon,CO,80831,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Falcon Fire Dept,7030 Old Meridian Ranch ,,,Falcon,CO,80831,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
Falcon Fire Dept,7030 Old Meridian Ranch ,,,Falcon,CO,80831,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Falcon Fire Dept,7030 Old Meridian Ranch ,,,Falcon,CO,80831,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
Falcon Fire Dept,7030 Old Meridian Ranch ,,,Falcon,CO,80831,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Zalman Center,2755 Janitell Rd ,,,Colorado Springs,CO,80906,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Zalman Center,2755 Janitell Rd ,,,Colorado Springs,CO,80906,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
Zalman Center,2755 Janitell Rd ,,,Colorado Springs,CO,80906,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Zalman Center,2755 Janitell Rd ,,,Colorado Springs,CO,80906,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
Zalman Center,2755 Janitell Rd ,,,Colorado Springs,CO,80906,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Fountain Police Station,222 N Santa Fe Ave,,,Fountain,CO,80817,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Fountain Police Station,222 N Santa Fe Ave,,,Fountain,CO,80817,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
Fountain Police Station,222 N Santa Fe Ave,,,Fountain,CO,80817,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Fountain Police Station,222 N Santa Fe Ave,,,Fountain,CO,80817,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
Fountain Police Station,222 N Santa Fe Ave,,,Fountain,CO,80817,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Library 21C,1175 Chapel Hills Drive ,,,Colorado Springs,CO,80920,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Library 21C,1175 Chapel Hills Drive ,,,Colorado Springs,CO,80920,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
Library 21C,1175 Chapel Hills Drive ,,,Colorado Springs,CO,80920,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Library 21C,1175 Chapel Hills Drive ,,,Colorado Springs,CO,80920,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
Library 21C,1175 Chapel Hills Drive ,,,Colorado Springs,CO,80920,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
DOT Hazardous Waste Facility,3255 Akers Drive ,,,Colorado Springs,CO,80922,,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
DOT Hazardous Waste Facility,3255 Akers Drive ,,,Colorado Springs,CO,80922,,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
DOT Hazardous Waste Facility,3255 Akers Drive ,,,Colorado Springs,CO,80922,,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
DOT Hazardous Waste Facility,3255 Akers Drive ,,,Colorado Springs,CO,80922,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
DOT Hazardous Waste Facility,3255 Akers Drive ,,,Colorado Springs,CO,80922,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
College America,2020 N Academy Blvd,,,Colorado Springs,CO,80909,Suite 100,El Paso,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
College America,2020 N Academy Blvd,,,Colorado Springs,CO,80909,Suite 100,El Paso,VSPC,10/29/16,10/29/16,08:00:00-6:00,13:00:00-6:00
College America,2020 N Academy Blvd,,,Colorado Springs,CO,80909,Suite 100,El Paso,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
College America,2020 N Academy Blvd,,,Colorado Springs,CO,80909,Suite 100,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,16:00:00-6:00
College America,2020 N Academy Blvd,,,Colorado Springs,CO,80909,Suite 100,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Manitou Springs City Hall,606 Manitou Ave Manitou Springs 80829,,,Manitou Springs,CO,80829,,El Paso,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Manitou Springs City Hall,606 Manitou Ave Manitou Springs 80829,,,Manitou Springs,CO,80829,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,13:00:00-6:00
Manitou Springs City Hall,606 Manitou Ave Manitou Springs 80829,,,Manitou Springs,CO,80829,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Norris Penrose Event Center,1045 Lower Gold Camp Rd,,,Colorado Springs,CO,80905,,El Paso,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Norris Penrose Event Center,1045 Lower Gold Camp Rd,,,Colorado Springs,CO,80905,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,13:00:00-6:00
Norris Penrose Event Center,1045 Lower Gold Camp Rd,,,Colorado Springs,CO,80905,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
DOT Substation - Calhan,1010 Golden St,,,Calhan,CO,80808,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,13:00:00-6:00
DOT Substation - Calhan,1010 Golden St,,,Calhan,CO,80808,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Black Forest Fire Dept,11445 Teachout Rd,,,Colorado Springs,CO,80908,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,13:00:00-6:00
Black Forest Fire Dept,11445 Teachout Rd,,,Colorado Springs,CO,80908,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Security Fire Department,400 Security Blvd,,,Colorado Springs,CO,80911,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,00:00:00-6:00
Security Fire Department,400 Security Blvd,,,Colorado Springs,CO,80911,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
YMCA - Jet Wing,2190 Jet Wing Dr ,,,Colorado Springs,CO,80916,,El Paso,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
YMCA - Jet Wing,2190 Jet Wing Dr ,,,Colorado Springs,CO,80916,,El Paso,VSPC,11/5/16,11/5/16,08:00:00-6:00,13:00:00-6:00
YMCA - Jet Wing,2190 Jet Wing Dr ,,,Colorado Springs,CO,80916,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Church for All Nations,6540 Templeton Gap Road,,,Colorado Springs,CO,80923,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Corpus Christi Parish Hall,2318 N Cascade Ave,,,Colorado Springs,CO,80907,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Forestgate Presbyterian Church,970 North Gate Blvd,,,Colorado Springs,CO,80921,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
The Independence Center,729 S. Tejon St,,,Colorado Springs,CO,80903,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Pikes Peak Regional Building Department,2880 International Circle,,,Colorado Springs,CO,80910,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Wescott Fire Protection District Station 1,15415 Gleneagle Drive,,,Colorado Springs,CO,80921,,El Paso,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Elbert County Admin Bldg (Old Courthouse),215 Comanche Street,,,Kiowa,CO,80117,,Elbert,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Elbert County Admin Bldg (Old Courthouse),215 Comanche Street,,,Kiowa,CO,80117,,Elbert,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Elbert County Admin Bldg (Old Courthouse),215 Comanche Street,,,Kiowa,CO,80117,,Elbert,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Elbert County Admin Bldg (Old Courthouse),215 Comanche Street,,,Kiowa,CO,80117,,Elbert,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Elbert County Admin Bldg (Old Courthouse),215 Comanche Street,,,Kiowa,CO,80117,,Elbert,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Admin Bldg,615 Macon Ave,,,Cannon City,CO,81212,Room 207,Fremont,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:00:00-6:00
Admin Bldg,615 Macon Ave,,,Cannon City,CO,81212,Room 207,Fremont,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Admin Bldg,615 Macon Ave,,,Cannon City,CO,81212,Room 207,Fremont,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:00:00-6:00
Admin Bldg,615 Macon Ave,,,Cannon City,CO,81212,Room 207,Fremont,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Admin Bldg,615 Macon Ave,,,Cannon City,CO,81212,Room 207,Fremont,VSPC,11/7/16,11/7/16,07:30:00-7:00,17:00:00-7:00
County Clerk's Main Office,109 8th St,,,Glenwood Springs,CO,81601,Suite 200,Garfield,VSPC,10/24/16,10/28/16,08:30:00-6:00,17:00:00-6:00
County Clerk's Main Office,109 8th St,,,Glenwood Springs,CO,81601,Suite 200,Garfield,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
County Clerk's Main Office,109 8th St,,,Glenwood Springs,CO,81601,Suite 200,Garfield,VSPC,10/31/16,11/4/16,08:30:00-6:00,17:00:00-6:00
County Clerk's Main Office,109 8th St,,,Glenwood Springs,CO,81601,Suite 200,Garfield,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
County Clerk's Main Office,109 8th St,,,Glenwood Springs,CO,81601,Suite 200,Garfield,VSPC,11/7/16,11/7/16,08:30:00-7:00,17:00:00-7:00
County Clerk's Branch Office,195 W 14th St,,,Rifle,CO,81650,Building D 1st Floor,Garfield,VSPC,10/24/16,10/28/16,08:30:00-6:00,17:00:00-6:00
County Clerk's Branch Office,195 W 14th St,,,Rifle,CO,81650,Building D 1st Floor,Garfield,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
County Clerk's Branch Office,195 W 14th St,,,Rifle,CO,81650,Building D 1st Floor,Garfield,VSPC,10/31/16,11/4/16,08:30:00-6:00,17:00:00-6:00
County Clerk's Branch Office,195 W 14th St,,,Rifle,CO,81650,Building D 1st Floor,Garfield,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
County Clerk's Branch Office,195 W 14th St,,,Rifle,CO,81650,Building D 1st Floor,Garfield,VSPC,11/7/16,11/7/16,08:30:00-7:00,17:00:00-7:00
Courthouse,203 Eureka St ,,,Central City,CO,80427,,Gilpin,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Courthouse,203 Eureka St ,,,Central City,CO,80427,,Gilpin,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Grand County Administration Building,308 Byers Avenue,,,Hot Sulphur Springs,CO,80451,,Grand,VSPC,10/19/16,10/21/16,08:30:00-6:00,17:00:00-6:00
Grand County Administration Building,308 Byers Avenue,,,Hot Sulphur Springs,CO,80451,,Grand,VSPC,10/24/16,10/28/16,08:30:00-6:00,17:00:00-6:00
Grand County Administration Building,308 Byers Avenue,,,Hot Sulphur Springs,CO,80451,,Grand,VSPC,10/29/16,10/29/16,08:30:00-6:00,12:00:00-6:00
Grand County Administration Building,308 Byers Avenue,,,Hot Sulphur Springs,CO,80451,,Grand,VSPC,10/31/16,11/4/16,08:30:00-6:00,17:00:00-6:00
Grand County Administration Building,308 Byers Avenue,,,Hot Sulphur Springs,CO,80451,,Grand,VSPC,11/5/16,11/5/16,08:30:00-6:00,12:00:00-6:00
Grand County Administration Building,308 Byers Avenue,,,Hot Sulphur Springs,CO,80451,,Grand,VSPC,11/7/16,11/7/16,08:30:00-7:00,17:00:00-7:00
Queen of All Saints Parish Hall,405 Sopris Avenue Crested Butte 81224,,,Crested Butte,CO,81224,,Gunnison,VSPC,10/31/16,11/4/16,09:00:00-6:00,16:40:00-6:00
Queen of All Saints Parish Hall,405 Sopris Avenue Crested Butte 81224,,,Crested Butte,CO,81224,,Gunnison,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Queen of All Saints Parish Hall,405 Sopris Avenue Crested Butte 81224,,,Crested Butte,CO,81224,,Gunnison,VSPC,11/7/16,11/7/16,09:00:00-7:00,16:30:00-7:00
Blackstock Government Center Main Election's Office,221 North Wisconsin Street ,,,Gunnison,CO,81230,,Gunnison,VSPC,10/24/16,10/28/16,08:30:00-6:00,17:30:00-6:00
Blackstock Government Center Main Election's Office,221 North Wisconsin Street ,,,Gunnison,CO,81230,,Gunnison,VSPC,10/31/16,11/4/16,08:30:00-6:00,17:30:00-6:00
Blackstock Government Center Main Election's Office,221 North Wisconsin Street ,,,Gunnison,CO,81230,,Gunnison,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Blackstock Government Center Main Election's Office,221 North Wisconsin Street ,,,Gunnison,CO,81230,,Gunnison,VSPC,11/7/16,11/7/16,08:30:00-7:00,17:30:00-7:00
Huerfano County Courthouse,401 Main Street Suite,,,Walsenburg,CO,81089,Suite 204,Huerfano,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Huerfano County Courthouse,401 Main Street Suite,,,Walsenburg,CO,81089,Suite 204,Huerfano,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Jackson County Courthouse,396 LaFever Street Walden 80480,,,Walden,CO,80480,,Jackson,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Jackson County Courthouse,396 LaFever Street Walden 80480,,,Walden,CO,80480,,Jackson,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Arvada City Hall,8101 Ralston Rd,,,Arvada,CO,80002,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Arvada City Hall,8101 Ralston Rd,,,Arvada,CO,80002,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Arvada City Hall,8101 Ralston Rd,,,Arvada,CO,80002,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Arvada City Hall,8101 Ralston Rd,,,Arvada,CO,80002,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Arvada City Hall,8101 Ralston Rd,,,Arvada,CO,80002,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Arvada Motor Vehicle ,6510 Wadsworth Blvd,,,Arvada,CO,80003,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Arvada Motor Vehicle ,6510 Wadsworth Blvd,,,Arvada,CO,80003,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Arvada Motor Vehicle ,6510 Wadsworth Blvd,,,Arvada,CO,80003,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Arvada Motor Vehicle ,6510 Wadsworth Blvd,,,Arvada,CO,80003,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Arvada Motor Vehicle ,6510 Wadsworth Blvd,,,Arvada,CO,80003,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Bear Creek Evangelical Church,3101 S Kipling St,,,Lakewood,CO,80227,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Bear Creek Evangelical Church,3101 S Kipling St,,,Lakewood,CO,80227,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Bear Creek Evangelical Church,3101 S Kipling St,,,Lakewood,CO,80227,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Bear Creek Evangelical Church,3101 S Kipling St,,,Lakewood,CO,80227,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Bear Creek Evangelical Church,3101 S Kipling St,,,Lakewood,CO,80227,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Belmar Library,555 S Allison Pkwy,,,Lakewood,CO,80226,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Belmar Library,555 S Allison Pkwy,,,Lakewood,CO,80226,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Belmar Library,555 S Allison Pkwy,,,Lakewood,CO,80226,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Belmar Library,555 S Allison Pkwy,,,Lakewood,CO,80226,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Belmar Library,555 S Allison Pkwy,,,Lakewood,CO,80226,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Columbine Library,7706 W Bowles Ave,,,Littleton,CO,80123,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Columbine Library,7706 W Bowles Ave,,,Littleton,CO,80123,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Columbine Library,7706 W Bowles Ave,,,Littleton,CO,80123,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Columbine Library,7706 W Bowles Ave,,,Littleton,CO,80123,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Columbine Library,7706 W Bowles Ave,,,Littleton,CO,80123,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Jeffco Elections Division,3500 Illinois St. Suite 1100,,,Golden,CO,80401,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Jeffco Elections Division,3500 Illinois St. Suite 1100,,,Golden,CO,80401,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Jeffco Elections Division,3500 Illinois St. Suite 1100,,,Golden,CO,80401,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Jeffco Elections Division,3500 Illinois St. Suite 1100,,,Golden,CO,80401,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Jeffco Elections Division,3500 Illinois St. Suite 1100,,,Golden,CO,80401,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Evergreen Motor Vehicle,4990 County Hwy 73,,,Evergreen,CO,80439,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Evergreen Motor Vehicle,4990 County Hwy 73,,,Evergreen,CO,80439,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Evergreen Motor Vehicle,4990 County Hwy 73,,,Evergreen,CO,80439,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Evergreen Motor Vehicle,4990 County Hwy 73,,,Evergreen,CO,80439,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Evergreen Motor Vehicle,4990 County Hwy 73,,,Evergreen,CO,80439,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Jeffco Fairgrounds,15200 W 6th Ave,,,Golden,CO,80401,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Jeffco Fairgrounds,15200 W 6th Ave,,,Golden,CO,80401,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Jeffco Fairgrounds,15200 W 6th Ave,,,Golden,CO,80401,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Jeffco Fairgrounds,15200 W 6th Ave,,,Golden,CO,80401,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Jeffco Fairgrounds,15200 W 6th Ave,,,Golden,CO,80401,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Jeffco Public Health,645 Parfet St,,,Lakewood,CO,80215,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Jeffco Public Health,645 Parfet St,,,Lakewood,CO,80215,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Jeffco Public Health,645 Parfet St,,,Lakewood,CO,80215,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
